[(1/2, 0, 0, 39/2), (0, 1/546, 55/78, 8893/273), (0, 0, 1, 31), (0, 0, 0, 39)]
[(1/2, 0, 0, 29/2), (0, 1/406, 1/2, 5673/203), (0, 0, 1, 0), (0, 0, 0, 29)]
[(1/2, 1/518, 0, 6373/259), (0, 1/259, 0, 3163/259), (0, 0, 1/2, 37/2), (0, 0, 0, 37)]
[(1/2, 1/518, 0, 472/259), (0, 1/259, 0, 944/259), (0, 0, 1/2, 37/2), (0, 0, 0, 37)]
[(1/2, 1/406, 0, 5260/203), (0, 1/203, 0, 4633/203), (0, 0, 1/2, 29/2), (0, 0, 0, 29)]
[(1/2, 1/882, 53/126, 13439/882), (0, 1/441, 43/126, 40549/882), (0, 0, 1/2, 95/2), (0, 0, 0, 63)]
[(1/2, 1/602, 0, 9915/301), (0, 1/301, 0, 6887/301), (0, 0, 1/2, 43/2), (0, 0, 0, 43)]
[(1/2, 1/574, 0, 136/287), (0, 1/287, 0, 272/287), (0, 0, 1/2, 41/2), (0, 0, 0, 41)]
[(1/2, 1/574, 0, 9950/287), (0, 1/287, 0, 8133/287), (0, 0, 1/2, 41/2), (0, 0, 0, 41)]
[(1/2, 1/658, 0, 5827/329), (0, 1/329, 0, 11654/329), (0, 0, 1/2, 47/2), (0, 0, 0, 47)]
[(1/2, 1/1050, 14/75, 24146/525), (0, 1/525, 28/75, 8917/525), (0, 0, 1/2, 41/2), (0, 0, 0, 75)]
[(1/2, 1/686, 0, 9313/343), (0, 1/343, 0, 1819/343), (0, 0, 1/2, 49/2), (0, 0, 0, 49)]
[(1/2, 1/882, 43/126, 3905/882), (0, 1/441, 23/126, 44413/882), (0, 0, 1/2, 43/2), (0, 0, 0, 63)]
[(1/2, 1/98, 0, 52/49), (0, 1/49, 0, 104/49), (0, 0, 1/2, 7/2), (0, 0, 0, 7)]
[(1/2, 1/938, 0, 17412/469), (0, 1/469, 0, 3401/469), (0, 0, 1/2, 67/2), (0, 0, 0, 67)]
[(1/2, 0, 0, 7/2), (0, 1/98, 1/2, 52/49), (0, 0, 1, 0), (0, 0, 0, 7)]
[(1/2, 0, 2, 13/2), (0, 1/504, 211/72, 215/126), (0, 0, 4, 4), (0, 0, 0, 9)]
[(1/2, 0, 2, 1/2), (0, 1/504, 205/72, 551/126), (0, 0, 4, 1), (0, 0, 0, 9)]
[(1/2, 1/882, 22/63, 24461/441), (0, 1/441, 25/126, 44483/882), (0, 0, 1/2, 121/2), (0, 0, 0, 63)]
[(1/2, 0, 0, 29/2), (0, 1/406, 1/2, 5260/203), (0, 0, 1, 0), (0, 0, 0, 29)]
[(1/2, 1/602, 0, 1179/301), (0, 1/301, 0, 2358/301), (0, 0, 1/2, 43/2), (0, 0, 0, 43)]
[(1/2, 1/882, 16/63, 1109/441), (0, 1/441, 1/126, 11933/882), (0, 0, 1/2, 109/2), (0, 0, 0, 63)]
[(1/2, 1/1050, 26/75, 10741/525), (0, 1/525, 29/150, 48739/1050), (0, 0, 1/2, 139/2), (0, 0, 0, 75)]
[(1/2, 1/658, 0, 5218/329), (0, 1/329, 0, 10436/329), (0, 0, 1/2, 47/2), (0, 0, 0, 47)]
[(1/2, 1/406, 0, 5673/203), (0, 1/203, 0, 5459/203), (0, 0, 1/2, 29/2), (0, 0, 0, 29)]
[(1/2, 1/14, 0, 3/7), (0, 1/7, 0, 6/7), (0, 0, 1/2, 1/2), (0, 0, 0, 1)]
[(1/2, 0, 0, 1/2), (0, 1/14, 1/2, 3/7), (0, 0, 1, 0), (0, 0, 0, 1)]
[(1/2, 1/938, 0, 27478/469), (0, 1/469, 0, 23533/469), (0, 0, 1/2, 67/2), (0, 0, 0, 67)]
[(1/2, 1/1106, 0, 22823/553), (0, 1/553, 0, 1959/553), (0, 0, 1/2, 79/2), (0, 0, 0, 79)]
[(1/2, 0, 0, 29/2), (0, 1/406, 19/58, 4091/203), (0, 0, 1, 17), (0, 0, 0, 29)]
[(1/2, 0, 0, 35/2), (0, 1/490, 9/10, 6569/245), (0, 0, 1, 14), (0, 0, 0, 35)]
[(1/2, 1/826, 11/118, 23001/826), (0, 1/413, 11/59, 23001/413), (0, 0, 1/2, 93/2), (0, 0, 0, 59)]
[(1/2, 1/798, 35/114, 7405/798), (0, 1/399, 13/114, 12017/798), (0, 0, 1/2, 7/2), (0, 0, 0, 57)]
[(1/2, 0, 0, 1/2), (0, 1/280, 69/40, 4/7), (0, 0, 20, 0), (0, 0, 0, 1)]
[(1/2, 0, 0, 9/2), (0, 1/126, 13/18, 101/63), (0, 0, 1, 8), (0, 0, 0, 9)]
[(1/2, 1/630, 97/45, 86/63), (0, 1/315, 163/90, 659/126), (0, 0, 5/2, 13/2), (0, 0, 0, 9)]
