[(1/2, 0, 31/2, 0), (0, 1/62, 462/31, 1/2), (0, 0, 31, 0), (0, 0, 0, 1)]
[(1/2, 0, 13/2, 0), (0, 1/26, 112/13, 1/2), (0, 0, 13, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 0), (0, 1/44, 0, 479/44), (0, 0, 1, 0), (0, 0, 0, 22)]
[(1/2, 0, 1/2, 0), (0, 1/24, 0, 241/24), (0, 0, 1, 0), (0, 0, 0, 12)]
[(1/2, 0, 1/2, 6), (0, 1/24, 1/2, 119/24), (0, 0, 1, 0), (0, 0, 0, 12)]
[(1/2, 0, 19/2, 0), (0, 1/38, 202/19, 1/2), (0, 0, 19, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 0), (0, 1/12, 0, 47/12), (0, 0, 1, 0), (0, 0, 0, 6)]
[(1/2, 0, 1/2, 6), (0, 1/24, 1/2, 137/24), (0, 0, 1, 0), (0, 0, 0, 12)]
[(1/2, 0, 1/2, 0), (0, 1/4, 0, 7/4), (0, 0, 1, 0), (0, 0, 0, 2)]
[(1/2, 0, 1/2, 0), (0, 1/8, 0, 15/8), (0, 0, 1, 0), (0, 0, 0, 4)]
[(1/2, 0, 9/2, 0), (0, 1/18, 1/9, 1/2), (0, 0, 9, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 0), (0, 1/44, 0, 721/44), (0, 0, 1, 0), (0, 0, 0, 22)]
[(1/2, 0, 1/2, 4), (0, 1/16, 1/2, 79/16), (0, 0, 1, 0), (0, 0, 0, 8)]
[(1/2, 0, 1/2, 0), (0, 1/16, 0, 47/16), (0, 0, 1, 0), (0, 0, 0, 8)]
[(1/2, 0, 1/2, 3), (0, 1/50, 18/25, 519/50), (0, 0, 1, 6), (0, 0, 0, 25)]
[(1/2, 0, 1/2, 0), (0, 1/32, 0, 47/32), (0, 0, 1, 0), (0, 0, 0, 16)]
[(1/2, 0, 27/2, 0), (0, 1/54, 406/27, 1/2), (0, 0, 27, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 0), (0, 1/36, 0, 79/36), (0, 0, 1, 0), (0, 0, 0, 18)]
[(1/2, 0, 1/2, 0), (0, 1/36, 0, 241/36), (0, 0, 1, 0), (0, 0, 0, 18)]
[(1/2, 0, 11/2, 0), (0, 1/22, 58/11, 1/2), (0, 0, 11, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 0), (0, 1/38, 0, 43/38), (0, 0, 1, 0), (0, 0, 0, 19)]
[(1/2, 0, 23/2, 0), (0, 1/46, 288/23, 1/2), (0, 0, 23, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 0), (0, 1/46, 0, 47/46), (0, 0, 1, 0), (0, 0, 0, 23)]
[(1/2, 0, 3/2, 0), (0, 1/6, 8/3, 1/2), (0, 0, 3, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 12), (0, 1/48, 1/2, 1073/48), (0, 0, 1, 0), (0, 0, 0, 24)]
[(1/2, 0, 1/2, 12), (0, 1/48, 1/2, 335/48), (0, 0, 1, 0), (0, 0, 0, 24)]
[(1/2, 0, 1/2, 0), (0, 1/26, 0, 55/26), (0, 0, 1, 0), (0, 0, 0, 13)]
[(1/2, 0, 1/2, 0), (0, 1/12, 0, 65/12), (0, 0, 1, 0), (0, 0, 0, 6)]
[(1/2, 0, 1/2, 0), (0, 1/22, 0, 5/22), (0, 0, 1, 0), (0, 0, 0, 11)]
[(1/2, 0, 1/2, 0), (0, 1/2, 0, 1/2), (0, 0, 1, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 2), (0, 1/56, 1/14, 951/56), (0, 0, 1, 4), (0, 0, 0, 28)]
[(1/2, 0, 1/2, 0), (0, 1/6, 0, 11/6), (0, 0, 1, 0), (0, 0, 0, 3)]
[(1/2, 0, 3/2, 2), (0, 1/48, 13/12, 35/16), (0, 0, 3, 4), (0, 0, 0, 8)]
[(1/2, 0, 1/2, 2), (0, 1/8, 1/2, 23/8), (0, 0, 1, 0), (0, 0, 0, 4)]
[(1/2, 0, 3/2, 5), (0, 1/54, 44/27, 119/18), (0, 0, 3, 1), (0, 0, 0, 9)]
[(1/2, 0, 1/2, 0), (0, 1/18, 0, 79/18), (0, 0, 1, 0), (0, 0, 0, 9)]
[(1/2, 0, 1/2, 0), (0, 1/24, 0, 209/24), (0, 0, 1, 0), (0, 0, 0, 12)]
[(1/2, 0, 1/2, 0), (0, 1/48, 0, 209/48), (0, 0, 1, 0), (0, 0, 0, 24)]
[(1/2, 0, 1/2, 8), (0, 1/32, 1/2, 337/32), (0, 0, 1, 0), (0, 0, 0, 16)]
[(1/2, 0, 1/2, 2), (0, 1/28, 1/7, 167/28), (0, 0, 1, 4), (0, 0, 0, 14)]
[(1/2, 0, 1/2, 12), (0, 1/50, 2/25, 629/50), (0, 0, 1, 24), (0, 0, 0, 25)]
[(1/2, 0, 1/2, 10), (0, 1/44, 2/11, 345/44), (0, 0, 1, 20), (0, 0, 0, 22)]
[(1/2, 0, 3/2, 4), (0, 1/36, 5/9, 53/12), (0, 0, 3, 2), (0, 0, 0, 6)]
[(1/2, 0, 3/2, 4), (0, 1/48, 11/6, 59/16), (0, 0, 3, 0), (0, 0, 0, 8)]
[(1/2, 0, 1/2, 4), (0, 1/32, 3/4, 177/32), (0, 0, 1, 8), (0, 0, 0, 16)]
[(1/2, 0, 1/2, 18), (0, 1/48, 1/4, 1001/48), (0, 0, 1, 12), (0, 0, 0, 24)]
[(1/2, 0, 1/2, 15), (0, 1/46, 19/23, 425/46), (0, 0, 1, 7), (0, 0, 0, 23)]
[(1/2, 0, 3/2, 1), (0, 1/42, 37/21, 47/14), (0, 0, 3, 2), (0, 0, 0, 7)]
[(1/2, 0, 1/2, 6), (0, 1/36, 2/3, 223/36), (0, 0, 1, 12), (0, 0, 0, 18)]
[(1/2, 0, 1/2, 12), (0, 1/28, 6/7, 55/28), (0, 0, 1, 10), (0, 0, 0, 14)]
[(1/2, 0, 1/2, 18), (0, 1/52, 2/13, 553/52), (0, 0, 1, 10), (0, 0, 0, 26)]
[(1/2, 0, 1/2, 18), (0, 1/40, 9/10, 169/40), (0, 0, 1, 16), (0, 0, 0, 20)]
[(1/2, 0, 3/2, 2), (0, 1/36, 22/9, 11/12), (0, 0, 3, 4), (0, 0, 0, 6)]
[(1/2, 0, 1/2, 8), (0, 1/44, 1/11, 481/44), (0, 0, 1, 16), (0, 0, 0, 22)]
[(1/2, 0, 3/2, 1), (0, 1/18, 10/9, 17/6), (0, 0, 3, 2), (0, 0, 0, 3)]
[(1/2, 0, 3/2, 4), (0, 1/42, 53/21, 97/14), (0, 0, 3, 1), (0, 0, 0, 7)]
[(1/2, 0, 1/2, 10), (0, 1/32, 5/8, 407/32), (0, 0, 1, 4), (0, 0, 0, 16)]
[(1/2, 0, 1/2, 2), (0, 1/26, 10/13, 73/26), (0, 0, 1, 4), (0, 0, 0, 13)]
[(1/2, 0, 1/2, 8), (0, 1/52, 2/13, 799/52), (0, 0, 1, 16), (0, 0, 0, 26)]
[(1/2, 0, 1/2, 12), (0, 1/44, 9/11, 191/44), (0, 0, 1, 2), (0, 0, 0, 22)]
[(1/2, 0, 1/2, 12), (0, 1/36, 1/3, 439/36), (0, 0, 1, 6), (0, 0, 0, 18)]
[(1/2, 0, 1/2, 12), (0, 1/40, 2/5, 751/40), (0, 0, 1, 4), (0, 0, 0, 20)]
[(1/2, 0, 3/2, 6), (0, 1/42, 44/21, 37/14), (0, 0, 3, 5), (0, 0, 0, 7)]
[(1/2, 0, 3/2, 3), (0, 1/42, 10/21, 83/14), (0, 0, 3, 6), (0, 0, 0, 7)]
[(1/2, 0, 1/2, 6), (0, 1/42, 1/7, 857/42), (0, 0, 1, 12), (0, 0, 0, 21)]
[(1/2, 0, 1/2, 3), (0, 1/34, 1/17, 215/34), (0, 0, 1, 6), (0, 0, 0, 17)]
[(1/2, 0, 1/2, 13), (0, 1/34, 11/17, 381/34), (0, 0, 1, 9), (0, 0, 0, 17)]
[(1/2, 0, 1/2, 11), (0, 1/46, 7/23, 589/46), (0, 0, 1, 22), (0, 0, 0, 23)]
[(1/2, 0, 1/2, 2), (0, 1/40, 9/10, 631/40), (0, 0, 1, 4), (0, 0, 0, 20)]
[(1/2, 0, 9/2, 0), (0, 1/36, 40/9, 1/4), (0, 0, 9, 0), (0, 0, 0, 2)]
[(1/2, 0, 1/2, 2), (0, 1/28, 6/7, 239/28), (0, 0, 1, 4), (0, 0, 0, 14)]
[(1/2, 0, 3/2, 4), (0, 1/30, 8/15, 33/10), (0, 0, 3, 3), (0, 0, 0, 5)]
[(1/2, 0, 1/2, 17), (0, 1/38, 11/19, 53/38), (0, 0, 1, 15), (0, 0, 0, 19)]
[(1/2, 0, 1/2, 8), (0, 1/22, 9/11, 113/22), (0, 0, 1, 5), (0, 0, 0, 11)]
[(1/2, 0, 1/2, 5), (0, 1/46, 17/23, 889/46), (0, 0, 1, 10), (0, 0, 0, 23)]
[(1/2, 0, 3/2, 6), (0, 1/42, 37/21, 51/14), (0, 0, 3, 5), (0, 0, 0, 7)]
[(1/2, 0, 1/2, 14), (0, 1/44, 1/11, 487/44), (0, 0, 1, 6), (0, 0, 0, 22)]
[(1/2, 0, 1/2, 12), (0, 1/36, 1/3, 601/36), (0, 0, 1, 6), (0, 0, 0, 18)]
[(1/2, 0, 1/2, 8), (0, 1/44, 1/11, 239/44), (0, 0, 1, 16), (0, 0, 0, 22)]
[(1/2, 0, 3/2, 2), (0, 1/18, 10/9, 1/6), (0, 0, 3, 1), (0, 0, 0, 3)]
[(1/2, 0, 1/2, 8), (0, 1/28, 2/7, 297/28), (0, 0, 1, 2), (0, 0, 0, 14)]
[(1/2, 0, 1/2, 10), (0, 1/44, 2/11, 103/44), (0, 0, 1, 20), (0, 0, 0, 22)]
[(1/2, 0, 1/2, 7), (0, 1/50, 12/25, 9/50), (0, 0, 1, 14), (0, 0, 0, 25)]
[(1/2, 0, 1/2, 8), (0, 1/26, 4/13, 123/26), (0, 0, 1, 3), (0, 0, 0, 13)]
[(1/2, 0, 1/2, 8), (0, 1/28, 2/7, 199/28), (0, 0, 1, 2), (0, 0, 0, 14)]
[(1/2, 0, 1/2, 5), (0, 1/38, 14/19, 533/38), (0, 0, 1, 10), (0, 0, 0, 19)]
[(1/2, 0, 1/2, 18), (0, 1/48, 1/4, 745/48), (0, 0, 1, 12), (0, 0, 0, 24)]
[(1/2, 0, 1/2, 12), (0, 1/42, 3/7, 169/42), (0, 0, 1, 3), (0, 0, 0, 21)]
[(1/2, 0, 1/2, 2), (0, 1/20, 1/5, 129/20), (0, 0, 1, 4), (0, 0, 0, 10)]
[(1/2, 0, 3/2, 4), (0, 1/30, 28/15, 13/10), (0, 0, 3, 3), (0, 0, 0, 5)]
[(1/2, 0, 1/2, 5), (0, 1/26, 4/13, 215/26), (0, 0, 1, 10), (0, 0, 0, 13)]
[(1/2, 0, 3/2, 2), (0, 1/36, 22/9, 29/12), (0, 0, 3, 4), (0, 0, 0, 6)]
[(1/2, 0, 1/2, 6), (0, 1/42, 1/7, 367/42), (0, 0, 1, 12), (0, 0, 0, 21)]
[(1/2, 0, 1/2, 18), (0, 1/40, 9/10, 119/40), (0, 0, 1, 16), (0, 0, 0, 20)]
[(1/2, 0, 3/2, 2), (0, 1/24, 13/6, 29/8), (0, 0, 3, 0), (0, 0, 0, 4)]
[(1/2, 0, 1/2, 12), (0, 1/46, 16/23, 635/46), (0, 0, 1, 1), (0, 0, 0, 23)]
[(1/2, 0, 1/2, 11), (0, 1/26, 10/13, 265/26), (0, 0, 1, 9), (0, 0, 0, 13)]
[(1/2, 0, 1/2, 12), (0, 1/30, 4/5, 209/30), (0, 0, 1, 9), (0, 0, 0, 15)]
[(1/2, 0, 3/2, 0), (0, 1/24, 2/3, 27/8), (0, 0, 3, 0), (0, 0, 0, 4)]
[(1/2, 0, 1/2, 16), (0, 1/34, 5/17, 107/34), (0, 0, 1, 15), (0, 0, 0, 17)]
