[(1/2, 0, 1/2, 6), (0, 1/24, 1/2, 143/24), (0, 0, 1, 0), (0, 0, 0, 12)]
[(1/2, 0, 1/2, 0), (0, 1/2, 0, 1/2), (0, 0, 1, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 0), (0, 1/4, 0, 7/4), (0, 0, 1, 0), (0, 0, 0, 2)]
[(1/2, 0, 1/2, 0), (0, 1/20, 0, 177/20), (0, 0, 1, 0), (0, 0, 0, 10)]
[(1/2, 0, 3/2, 0), (0, 1/24, 8/3, 19/8), (0, 0, 3, 0), (0, 0, 0, 4)]
[(1/2, 0, 1/2, 0), (0, 1/6, 0, 17/6), (0, 0, 1, 0), (0, 0, 0, 3)]
[(1/2, 0, 1/2, 8), (0, 1/22, 5/11, 141/22), (0, 0, 1, 5), (0, 0, 0, 11)]
[(1/2, 0, 1/2, 0), (0, 1/12, 0, 71/12), (0, 0, 1, 0), (0, 0, 0, 6)]
[(1/2, 0, 1/2, 0), (0, 1/18, 0, 55/18), (0, 0, 1, 0), (0, 0, 0, 9)]
[(1/2, 0, 9/2, 0), (0, 1/18, 13/9, 1/2), (0, 0, 9, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 4), (0, 1/16, 1/2, 25/16), (0, 0, 1, 0), (0, 0, 0, 8)]
[(1/2, 0, 1/2, 0), (0, 1/8, 0, 7/8), (0, 0, 1, 0), (0, 0, 0, 4)]
[(1/2, 0, 1/2, 2), (0, 1/8, 1/2, 15/8), (0, 0, 1, 0), (0, 0, 0, 4)]
[(1/2, 0, 1/2, 0), (0, 1/16, 0, 71/16), (0, 0, 1, 0), (0, 0, 0, 8)]
[(1/2, 0, 5/2, 0), (0, 1/10, 1/5, 1/2), (0, 0, 5, 0), (0, 0, 0, 1)]
[(1/2, 0, 3/2, 0), (0, 1/6, 5/3, 1/2), (0, 0, 3, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 0), (0, 1/10, 0, 23/10), (0, 0, 1, 0), (0, 0, 0, 5)]
[(1/2, 0, 1/2, 0), (0, 1/12, 0, 17/12), (0, 0, 1, 0), (0, 0, 0, 6)]
[(1/2, 0, 1/2, 6), (0, 1/24, 1/2, 17/24), (0, 0, 1, 0), (0, 0, 0, 12)]
[(1/2, 0, 11/2, 0), (0, 1/22, 2/11, 1/2), (0, 0, 11, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 0), (0, 1/20, 0, 127/20), (0, 0, 1, 0), (0, 0, 0, 10)]
[(1/2, 0, 3/2, 0), (0, 1/12, 7/3, 3/4), (0, 0, 3, 0), (0, 0, 0, 2)]
[(1/2, 0, 3/2, 2), (0, 1/18, 22/9, 7/6), (0, 0, 3, 1), (0, 0, 0, 3)]
[(1/2, 0, 1/2, 6), (0, 1/16, 3/4, 111/16), (0, 0, 1, 4), (0, 0, 0, 8)]
[(1/2, 0, 1/2, 1), (0, 1/22, 1/11, 175/22), (0, 0, 1, 2), (0, 0, 0, 11)]
[(1/2, 0, 3/2, 0), (0, 1/12, 7/3, 5/4), (0, 0, 3, 0), (0, 0, 0, 2)]
[(1/2, 0, 1/2, 2), (0, 1/16, 3/4, 17/16), (0, 0, 1, 4), (0, 0, 0, 8)]
[(1/2, 0, 1/2, 5), (0, 1/14, 3/7, 19/14), (0, 0, 1, 3), (0, 0, 0, 7)]
[(1/2, 0, 1/2, 3), (0, 1/18, 2/3, 145/18), (0, 0, 1, 6), (0, 0, 0, 9)]
[(1/2, 0, 1/2, 10), (0, 1/22, 1/11, 67/22), (0, 0, 1, 9), (0, 0, 0, 11)]
[(1/2, 0, 1/2, 6), (0, 1/14, 1/7, 1/14), (0, 0, 1, 5), (0, 0, 0, 7)]
[(1/2, 0, 3/2, 1), (0, 1/18, 22/9, 11/6), (0, 0, 3, 2), (0, 0, 0, 3)]
[(1/2, 0, 5/2, 0), (0, 1/20, 13/5, 5/4), (0, 0, 5, 0), (0, 0, 0, 2)]
[(1/2, 0, 5/2, 0), (0, 1/20, 13/5, 3/4), (0, 0, 5, 0), (0, 0, 0, 2)]
[(1/2, 0, 1/2, 2), (0, 1/14, 3/7, 79/14), (0, 0, 1, 4), (0, 0, 0, 7)]
[(1/2, 0, 1/2, 1), (0, 1/14, 1/7, 97/14), (0, 0, 1, 2), (0, 0, 0, 7)]
[(1/2, 0, 1/2, 6), (0, 1/18, 2/3, 17/18), (0, 0, 1, 3), (0, 0, 0, 9)]
