[(1/2, 0, 0, 29/2), (0, 1/638, 25/58, 8485/319), (0, 0, 1, 24), (0, 0, 0, 29)]
[(1/2, 1/814, 0, 3381/407), (0, 1/407, 0, 6762/407), (0, 0, 1/2, 37/2), (0, 0, 0, 37)]
[(1/2, 1/374, 0, 3095/187), (0, 1/187, 0, 3011/187), (0, 0, 1/2, 17/2), (0, 0, 0, 17)]
[(1/2, 1/682, 0, 6351/341), (0, 1/341, 0, 2131/341), (0, 0, 1/2, 31/2), (0, 0, 0, 31)]
[(1/2, 1/110, 0, 191/55), (0, 1/55, 0, 107/55), (0, 0, 1/2, 5/2), (0, 0, 0, 5)]
[(1/2, 0, 5, 1/2), (0, 1/440, 197/40, 47/44), (0, 0, 10, 1), (0, 0, 0, 2)]
[(1/2, 0, 0, 11/2), (0, 1/242, 1/2, 1093/121), (0, 0, 1, 0), (0, 0, 0, 11)]
[(1/2, 0, 1/4, 185/4), (0, 1/550, 7/20, 45589/1100), (0, 0, 1/2, 85/2), (0, 0, 0, 50)]
[(1/2, 1/506, 0, 4030/253), (0, 1/253, 0, 2241/253), (0, 0, 1/2, 23/2), (0, 0, 0, 23)]
[(1/2, 0, 1/4, 121/4), (0, 1/484, 3/8, 26999/968), (0, 0, 1/2, 33/2), (0, 0, 0, 44)]
[(1/2, 0, 1/4, 169/4), (0, 1/484, 35/88, 7925/968), (0, 0, 1/2, 81/2), (0, 0, 0, 44)]
[(1/2, 1/550, 0, 6791/275), (0, 1/275, 0, 6707/275), (0, 0, 1/2, 25/2), (0, 0, 0, 25)]
[(1/2, 1/374, 0, 2974/187), (0, 1/187, 0, 2769/187), (0, 0, 1/2, 17/2), (0, 0, 0, 17)]
[(1/2, 0, 0, 1/2), (0, 1/22, 1/2, 4/11), (0, 0, 1, 0), (0, 0, 0, 1)]
[(1/2, 1/22, 0, 4/11), (0, 1/11, 0, 8/11), (0, 0, 1/2, 1/2), (0, 0, 0, 1)]
[(1/2, 0, 9, 1/2), (0, 1/396, 83/36, 9/22), (0, 0, 18, 0), (0, 0, 0, 1)]
[(1/2, 1/1298, 0, 7605/649), (0, 1/649, 0, 15210/649), (0, 0, 1/2, 59/2), (0, 0, 0, 59)]
[(1/2, 1/242, 0, 1093/121), (0, 1/121, 0, 855/121), (0, 0, 1/2, 11/2), (0, 0, 0, 11)]
[(1/2, 1/506, 0, 202/253), (0, 1/253, 0, 404/253), (0, 0, 1/2, 23/2), (0, 0, 0, 23)]
[(1/2, 0, 0, 17/2), (0, 1/374, 1/2, 2974/187), (0, 0, 1, 0), (0, 0, 0, 17)]
[(1/2, 0, 0, 5/2), (0, 1/110, 1/2, 59/55), (0, 0, 1, 0), (0, 0, 0, 5)]
[(1/2, 0, 3/4, 11/4), (0, 1/462, 31/84, 3683/308), (0, 0, 3/2, 11/2), (0, 0, 0, 14)]
[(1/2, 0, 1, 5/2), (0, 1/484, 35/44, 1137/242), (0, 0, 2, 5), (0, 0, 0, 11)]
[(1/2, 0, 1/4, 7/4), (0, 1/374, 5/68, 20069/748), (0, 0, 1/2, 7/2), (0, 0, 0, 34)]
[(1/2, 0, 3/4, 11/4), (0, 1/396, 49/72, 1549/264), (0, 0, 3/2, 11/2), (0, 0, 0, 12)]
[(1/2, 1/286, 0, 1181/143), (0, 1/143, 0, 503/143), (0, 0, 1/2, 13/2), (0, 0, 0, 13)]
[(1/2, 0, 0, 5/2), (0, 1/110, 1/2, 191/55), (0, 0, 1, 0), (0, 0, 0, 5)]
[(1/2, 0, 1/4, 41/4), (0, 1/638, 11/116, 11181/1276), (0, 0, 1/2, 41/2), (0, 0, 0, 58)]
[(1/2, 0, 0, 31/2), (0, 1/682, 25/62, 8914/341), (0, 0, 1, 2), (0, 0, 0, 31)]
[(1/2, 1/682, 0, 6142/341), (0, 1/341, 0, 1713/341), (0, 0, 1/2, 31/2), (0, 0, 0, 31)]
[(1/2, 0, 0, 13/2), (0, 1/286, 1/2, 1016/143), (0, 0, 1, 0), (0, 0, 0, 13)]
[(1/2, 0, 0, 17/2), (0, 1/374, 29/34, 1709/187), (0, 0, 1, 5), (0, 0, 0, 17)]
[(1/2, 0, 0, 17/2), (0, 1/374, 1/2, 3095/187), (0, 0, 1, 0), (0, 0, 0, 17)]
[(1/2, 0, 1/4, 47/4), (0, 1/418, 29/76, 18925/836), (0, 0, 1/2, 47/2), (0, 0, 0, 38)]
[(1/2, 1/286, 0, 1016/143), (0, 1/143, 0, 173/143), (0, 0, 1/2, 13/2), (0, 0, 0, 13)]
[(1/2, 0, 0, 13/2), (0, 1/286, 1/2, 1181/143), (0, 0, 1, 0), (0, 0, 0, 13)]
