[(1/2, 0, 41/2, 0), (0, 1/82, 1261/41, 1/2), (0, 0, 41, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 14), (0, 1/56, 1/2, 1007/56), (0, 0, 1, 0), (0, 0, 0, 28)]
[(1/2, 0, 1/2, 0), (0, 1/16, 0, 71/16), (0, 0, 1, 0), (0, 0, 0, 8)]
[(1/2, 0, 1/2, 15), (0, 1/86, 36/43, 677/86), (0, 0, 1, 30), (0, 0, 0, 43)]
[(1/2, 0, 1/2, 0), (0, 1/4, 0, 7/4), (0, 0, 1, 0), (0, 0, 0, 2)]
[(1/2, 0, 9/2, 0), (0, 1/18, 76/9, 1/2), (0, 0, 9, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 0), (0, 1/40, 0, 729/40), (0, 0, 1, 0), (0, 0, 0, 20)]
[(1/2, 0, 1/2, 0), (0, 1/18, 0, 91/18), (0, 0, 1, 0), (0, 0, 0, 9)]
[(1/2, 0, 1/2, 0), (0, 1/14, 0, 71/14), (0, 0, 1, 0), (0, 0, 0, 7)]
[(1/2, 0, 1/2, 30), (0, 1/72, 1/6, 2449/72), (0, 0, 1, 24), (0, 0, 0, 36)]
[(1/2, 0, 45/2, 0), (0, 1/90, 248/45, 1/2), (0, 0, 45, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 4), (0, 1/94, 7/47, 339/94), (0, 0, 1, 8), (0, 0, 0, 47)]
[(1/2, 0, 1/2, 0), (0, 1/56, 0, 1497/56), (0, 0, 1, 0), (0, 0, 0, 28)]
[(1/2, 0, 1/2, 0), (0, 1/36, 0, 415/36), (0, 0, 1, 0), (0, 0, 0, 18)]
[(1/2, 0, 1/2, 20), (0, 1/88, 4/11, 3847/88), (0, 0, 1, 40), (0, 0, 0, 44)]
[(1/2, 0, 15/2, 0), (0, 1/30, 202/15, 1/2), (0, 0, 15, 0), (0, 0, 0, 1)]
[(1/2, 0, 35/2, 0), (0, 1/70, 648/35, 1/2), (0, 0, 35, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 0), (0, 1/32, 0, 455/32), (0, 0, 1, 0), (0, 0, 0, 16)]
[(1/2, 0, 1/2, 20), (0, 1/80, 1/2, 2279/80), (0, 0, 1, 0), (0, 0, 0, 40)]
[(1/2, 0, 1/2, 0), (0, 1/30, 0, 71/30), (0, 0, 1, 0), (0, 0, 0, 15)]
[(1/2, 0, 1/2, 30), (0, 1/80, 1/4, 529/80), (0, 0, 1, 20), (0, 0, 0, 40)]
[(1/2, 0, 1/2, 8), (0, 1/32, 1/2, 441/32), (0, 0, 1, 0), (0, 0, 0, 16)]
[(1/2, 0, 1/2, 0), (0, 1/60, 0, 521/60), (0, 0, 1, 0), (0, 0, 0, 30)]
[(1/2, 0, 1/2, 0), (0, 1/48, 0, 71/48), (0, 0, 1, 0), (0, 0, 0, 24)]
[(1/2, 0, 1/2, 0), (0, 1/30, 0, 271/30), (0, 0, 1, 0), (0, 0, 0, 15)]
[(1/2, 0, 1/2, 0), (0, 1/60, 0, 1079/60), (0, 0, 1, 0), (0, 0, 0, 30)]
[(1/2, 0, 21/2, 0), (0, 1/42, 256/21, 1/2), (0, 0, 21, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 0), (0, 1/6, 0, 17/6), (0, 0, 1, 0), (0, 0, 0, 3)]
[(1/2, 0, 1/2, 0), (0, 1/8, 0, 7/8), (0, 0, 1, 0), (0, 0, 0, 4)]
[(1/2, 0, 27/2, 0), (0, 1/54, 319/27, 1/2), (0, 0, 27, 0), (0, 0, 0, 1)]
[(1/2, 0, 43/2, 0), (0, 1/86, 729/43, 1/2), (0, 0, 43, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 0), (0, 1/2, 0, 1/2), (0, 0, 1, 0), (0, 0, 0, 1)]
[(1/2, 0, 15/2, 0), (0, 1/30, 77/15, 1/2), (0, 0, 15, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 0), (0, 1/42, 0, 125/42), (0, 0, 1, 0), (0, 0, 0, 21)]
[(1/2, 0, 3/2, 0), (0, 1/6, 4/3, 1/2), (0, 0, 3, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 14), (0, 1/56, 1/2, 1105/56), (0, 0, 1, 0), (0, 0, 0, 28)]
[(1/2, 0, 1/2, 0), (0, 1/10, 0, 29/10), (0, 0, 1, 0), (0, 0, 0, 5)]
[(1/2, 0, 1/2, 0), (0, 1/24, 0, 199/24), (0, 0, 1, 0), (0, 0, 0, 12)]
[(1/2, 0, 1/2, 18), (0, 1/72, 1/2, 1873/72), (0, 0, 1, 0), (0, 0, 0, 36)]
[(1/2, 0, 1/2, 4), (0, 1/16, 1/2, 103/16), (0, 0, 1, 0), (0, 0, 0, 8)]
[(1/2, 0, 1/2, 0), (0, 1/50, 0, 629/50), (0, 0, 1, 0), (0, 0, 0, 25)]
[(1/2, 0, 1/2, 0), (0, 1/72, 0, 1063/72), (0, 0, 1, 0), (0, 0, 0, 36)]
[(1/2, 0, 1/2, 0), (0, 1/60, 0, 71/60), (0, 0, 1, 0), (0, 0, 0, 30)]
[(1/2, 0, 1/2, 0), (0, 1/70, 0, 321/70), (0, 0, 1, 0), (0, 0, 0, 35)]
[(1/2, 0, 1/2, 0), (0, 1/20, 0, 129/20), (0, 0, 1, 0), (0, 0, 0, 10)]
[(1/2, 0, 1/2, 6), (0, 1/24, 1/2, 143/24), (0, 0, 1, 0), (0, 0, 0, 12)]
[(1/2, 0, 25/2, 0), (0, 1/50, 623/25, 1/2), (0, 0, 25, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 0), (0, 1/48, 0, 199/48), (0, 0, 1, 0), (0, 0, 0, 24)]
[(1/2, 0, 1/2, 0), (0, 1/64, 0, 1991/64), (0, 0, 1, 0), (0, 0, 0, 32)]
[(1/2, 0, 1/2, 0), (0, 1/60, 0, 271/60), (0, 0, 1, 0), (0, 0, 0, 30)]
[(1/2, 0, 1/2, 0), (0, 1/58, 0, 1271/58), (0, 0, 1, 0), (0, 0, 0, 29)]
[(1/2, 0, 1/2, 0), (0, 1/70, 0, 2379/70), (0, 0, 1, 0), (0, 0, 0, 35)]
[(1/2, 0, 1/2, 0), (0, 1/20, 0, 79/20), (0, 0, 1, 0), (0, 0, 0, 10)]
[(1/2, 0, 1/2, 0), (0, 1/54, 0, 1367/54), (0, 0, 1, 0), (0, 0, 0, 27)]
[(1/2, 0, 1/2, 15), (0, 1/82, 6/41, 1041/82), (0, 0, 1, 30), (0, 0, 0, 41)]
[(1/2, 0, 1/2, 16), (0, 1/64, 1/2, 1593/64), (0, 0, 1, 0), (0, 0, 0, 32)]
[(1/2, 0, 31/2, 0), (0, 1/62, 769/31, 1/2), (0, 0, 31, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 0), (0, 1/12, 0, 17/12), (0, 0, 1, 0), (0, 0, 0, 6)]
