[(1/2, 0, 0, 19/2), (0, 1/266, 1/2, 401/133), (0, 0, 1, 0), (0, 0, 0, 19)]
[(1/2, 0, 0, 1/2), (0, 1/14, 1/2, 2/7), (0, 0, 1, 0), (0, 0, 0, 1)]
[(1/2, 1/518, 0, 6190/259), (0, 1/259, 0, 2797/259), (0, 0, 1/2, 37/2), (0, 0, 0, 37)]
[(1/2, 1/630, 16/45, 1976/315), (0, 1/315, 19/90, 20819/630), (0, 0, 1/2, 49/2), (0, 0, 0, 45)]
[(1/2, 1/434, 0, 4629/217), (0, 1/217, 0, 2531/217), (0, 0, 1/2, 31/2), (0, 0, 0, 31)]
[(1/2, 1/770, 26/55, 2781/385), (0, 1/385, 49/110, 23059/770), (0, 0, 1/2, 79/2), (0, 0, 0, 55)]
[(1/2, 0, 0, 23/2), (0, 1/322, 1/2, 569/161), (0, 0, 1, 0), (0, 0, 0, 23)]
[(1/2, 1/434, 0, 4020/217), (0, 1/217, 0, 1313/217), (0, 0, 1/2, 31/2), (0, 0, 0, 31)]
[(1/2, 1/98, 0, 226/49), (0, 1/49, 0, 109/49), (0, 0, 1/2, 7/2), (0, 0, 0, 7)]
[(1/2, 1/322, 0, 3663/161), (0, 1/161, 0, 3623/161), (0, 0, 1/2, 23/2), (0, 0, 0, 23)]
[(1/2, 0, 0, 21/2), (0, 1/294, 25/42, 2375/147), (0, 0, 1, 20), (0, 0, 0, 21)]
[(1/2, 1/574, 0, 10929/287), (0, 1/287, 0, 10091/287), (0, 0, 1/2, 41/2), (0, 0, 0, 41)]
[(1/2, 1/686, 0, 3656/343), (0, 1/343, 0, 7312/343), (0, 0, 1/2, 49/2), (0, 0, 0, 49)]
[(1/2, 1/266, 0, 2487/133), (0, 1/133, 0, 2447/133), (0, 0, 1/2, 19/2), (0, 0, 0, 19)]
[(1/2, 1/238, 0, 1108/119), (0, 1/119, 0, 193/119), (0, 0, 1/2, 17/2), (0, 0, 0, 17)]
[(1/2, 1/266, 0, 401/133), (0, 1/133, 0, 802/133), (0, 0, 1/2, 19/2), (0, 0, 0, 19)]
[(1/2, 1/238, 0, 1493/119), (0, 1/119, 0, 963/119), (0, 0, 1/2, 17/2), (0, 0, 0, 17)]
[(1/2, 1/518, 0, 4762/259), (0, 1/259, 0, 9524/259), (0, 0, 1/2, 37/2), (0, 0, 0, 37)]
[(1/2, 1/14, 0, 2/7), (0, 1/7, 0, 4/7), (0, 0, 1/2, 1/2), (0, 0, 0, 1)]
