[(1/2, 1/602, 0, 1494/301), (0, 1/301, 0, 2988/301), (0, 0, 1/2, 43/2), (0, 0, 0, 43)]
[(1/2, 0, 0, 13/2), (0, 1/182, 1/2, 17/91), (0, 0, 1, 0), (0, 0, 0, 13)]
[(1/2, 1/742, 0, 5526/371), (0, 1/371, 0, 11052/371), (0, 0, 1/2, 53/2), (0, 0, 0, 53)]
[(1/2, 1/798, 47/114, 24989/798), (0, 1/399, 37/114, 7285/798), (0, 0, 1/2, 107/2), (0, 0, 0, 57)]
[(1/2, 0, 2, 5/2), (0, 1/392, 45/56, 159/98), (0, 0, 4, 5), (0, 0, 0, 7)]
[(1/2, 1/602, 0, 9600/301), (0, 1/301, 0, 6257/301), (0, 0, 1/2, 43/2), (0, 0, 0, 43)]
[(1/2, 0, 0, 7/2), (0, 1/98, 1/2, 45/49), (0, 0, 1, 0), (0, 0, 0, 7)]
[(1/2, 0, 0, 1/2), (0, 1/14, 1/2, 3/7), (0, 0, 1, 0), (0, 0, 0, 1)]
[(1/2, 1/518, 0, 717/259), (0, 1/259, 0, 1434/259), (0, 0, 1/2, 37/2), (0, 0, 0, 37)]
[(1/2, 0, 0, 35/2), (0, 1/490, 19/70, 248/245), (0, 0, 1, 26), (0, 0, 0, 35)]
[(1/2, 1/686, 0, 12393/343), (0, 1/343, 0, 7979/343), (0, 0, 1/2, 49/2), (0, 0, 0, 49)]
[(1/2, 1/826, 0, 14682/413), (0, 1/413, 0, 4997/413), (0, 0, 1/2, 59/2), (0, 0, 0, 59)]
[(1/2, 1/1106, 15/158, 15791/1106), (0, 1/553, 15/79, 15791/553), (0, 0, 1/2, 107/2), (0, 0, 0, 79)]
[(1/2, 1/854, 0, 6716/427), (0, 1/427, 0, 13432/427), (0, 0, 1/2, 61/2), (0, 0, 0, 61)]
[(1/2, 1/1106, 13/79, 30425/553), (0, 1/553, 26/79, 17163/553), (0, 0, 1/2, 133/2), (0, 0, 0, 79)]
[(1/2, 1/182, 0, 17/91), (0, 1/91, 0, 34/91), (0, 0, 1/2, 13/2), (0, 0, 0, 13)]
[(1/2, 1/742, 0, 2901/371), (0, 1/371, 0, 5802/371), (0, 0, 1/2, 53/2), (0, 0, 0, 53)]
[(1/2, 1/182, 0, 997/91), (0, 1/91, 0, 811/91), (0, 0, 1/2, 13/2), (0, 0, 0, 13)]
[(1/2, 1/910, 3/10, 811/910), (0, 1/455, 1/10, 19367/910), (0, 0, 1/2, 91/2), (0, 0, 0, 65)]
[(1/2, 1/98, 0, 45/49), (0, 1/49, 0, 90/49), (0, 0, 1/2, 7/2), (0, 0, 0, 7)]
[(1/2, 1/14, 0, 3/7), (0, 1/7, 0, 6/7), (0, 0, 1/2, 1/2), (0, 0, 0, 1)]
[(1/2, 1/798, 28/57, 18119/399), (0, 1/399, 55/114, 2651/798), (0, 0, 1/2, 61/2), (0, 0, 0, 57)]
[(1/2, 1/966, 31/138, 63713/966), (0, 1/483, 31/69, 30386/483), (0, 0, 1/2, 97/2), (0, 0, 0, 69)]
[(1/2, 1/518, 0, 6128/259), (0, 1/259, 0, 2673/259), (0, 0, 1/2, 37/2), (0, 0, 0, 37)]
[(1/2, 0, 0, 13/2), (0, 1/182, 1/2, 997/91), (0, 0, 1, 0), (0, 0, 0, 13)]
[(1/2, 1/854, 0, 11889/427), (0, 1/427, 0, 23778/427), (0, 0, 1/2, 61/2), (0, 0, 0, 61)]
[(1/2, 1/966, 1/138, 56321/966), (0, 1/483, 1/69, 22994/483), (0, 0, 1/2, 73/2), (0, 0, 0, 69)]
[(1/2, 0, 0, 11/2), (0, 1/308, 13/44, 390/77), (0, 0, 2, 2), (0, 0, 0, 11)]
[(1/2, 1/574, 11/82, 2533/574), (0, 1/287, 11/41, 2533/287), (0, 0, 1/2, 65/2), (0, 0, 0, 41)]
[(1/2, 1/238, 7/17, 269/119), (0, 1/119, 11/34, 2147/238), (0, 0, 1/2, 25/2), (0, 0, 0, 17)]
[(1/2, 1/966, 43/138, 2155/966), (0, 1/483, 17/138, 7691/966), (0, 0, 1/2, 131/2), (0, 0, 0, 69)]
[(1/2, 1/882, 47/126, 21713/882), (0, 1/441, 31/126, 41221/882), (0, 0, 1/2, 5/2), (0, 0, 0, 63)]
[(1/2, 0, 2, 7/2), (0, 1/336, 19/48, 299/84), (0, 0, 4, 1), (0, 0, 0, 6)]
[(1/2, 1/742, 17/53, 13471/371), (0, 1/371, 15/106, 32737/742), (0, 0, 1/2, 57/2), (0, 0, 0, 53)]
[(1/2, 0, 0, 23/2), (0, 1/322, 35/46, 2495/161), (0, 0, 1, 12), (0, 0, 0, 23)]
[(1/2, 1/406, 11/29, 4532/203), (0, 1/203, 15/58, 7369/406), (0, 0, 1/2, 53/2), (0, 0, 0, 29)]
[(1/2, 0, 0, 21/2), (0, 1/294, 5/6, 1417/147), (0, 0, 1, 14), (0, 0, 0, 21)]
[(1/2, 1/518, 19/74, 13271/518), (0, 1/259, 1/74, 2973/518), (0, 0, 1/2, 17/2), (0, 0, 0, 37)]
[(1/2, 1/546, 1/6, 7909/546), (0, 1/273, 1/3, 7909/273), (0, 0, 1/2, 65/2), (0, 0, 0, 39)]
[(1/2, 1/994, 23/71, 14143/497), (0, 1/497, 21/142, 69991/994), (0, 0, 1/2, 115/2), (0, 0, 0, 71)]
[(1/2, 1/378, 13/54, 10037/378), (0, 1/189, 13/27, 4934/189), (0, 0, 1/2, 25/2), (0, 0, 0, 27)]
[(1/2, 1/266, 8/19, 262/133), (0, 1/133, 13/38, 3309/266), (0, 0, 1/2, 21/2), (0, 0, 0, 19)]
