[(1/2, 1/6, 0, 1/3), (0, 1/3, 0, 2/3), (0, 0, 1/2, 1/2), (0, 0, 0, 1)]
[(1/2, 0, 1, 5/2), (0, 1/276, 179/92, 2485/138), (0, 0, 2, 5), (0, 0, 0, 23)]
[(1/2, 1/18, 1/6, 35/18), (0, 1/9, 1/3, 8/9), (0, 0, 1/2, 1/2), (0, 0, 0, 3)]
[(1/2, 1/246, 31/82, 6857/246), (0, 1/123, 21/82, 3505/246), (0, 0, 1/2, 1/2), (0, 0, 0, 41)]
[(1/2, 0, 1/4, 21/4), (0, 1/30, 7/20, 373/60), (0, 0, 1/2, 1/2), (0, 0, 0, 10)]
[(1/2, 1/210, 8/35, 988/105), (0, 1/105, 16/35, 1976/105), (0, 0, 1/2, 69/2), (0, 0, 0, 35)]
[(1/2, 1/510, 0, 4156/255), (0, 1/255, 0, 8312/255), (0, 0, 1/2, 85/2), (0, 0, 0, 85)]
[(1/2, 0, 1/4, 165/4), (0, 1/246, 21/164, 13591/492), (0, 0, 1/2, 1/2), (0, 0, 0, 82)]
[(1/2, 1/450, 28/75, 5953/225), (0, 1/225, 37/150, 24037/450), (0, 0, 1/2, 149/2), (0, 0, 0, 75)]
[(1/2, 0, 0, 15/2), (0, 1/90, 1/2, 181/45), (0, 0, 1, 0), (0, 0, 0, 15)]
[(1/2, 1/210, 9/70, 4349/210), (0, 1/105, 9/35, 674/105), (0, 0, 1/2, 69/2), (0, 0, 0, 35)]
[(1/2, 1/498, 0, 10339/249), (0, 1/249, 0, 11/249), (0, 0, 1/2, 83/2), (0, 0, 0, 83)]
[(1/2, 0, 1/4, 181/4), (0, 1/270, 83/180, 37897/540), (0, 0, 1/2, 1/2), (0, 0, 0, 90)]
[(1/2, 1/162, 4/27, 409/81), (0, 1/81, 8/27, 818/81), (0, 0, 1/2, 53/2), (0, 0, 0, 27)]
[(1/2, 1/42, 1/7, 127/21), (0, 1/21, 2/7, 107/21), (0, 0, 1/2, 13/2), (0, 0, 0, 7)]
[(1/2, 1/102, 4/17, 370/51), (0, 1/51, 8/17, 740/51), (0, 0, 1/2, 1/2), (0, 0, 0, 17)]
[(1/2, 0, 1/4, 221/4), (0, 1/270, 37/180, 19663/540), (0, 0, 1/2, 41/2), (0, 0, 0, 90)]
[(1/2, 1/30, 2/5, 43/15), (0, 1/15, 3/10, 7/30), (0, 0, 1/2, 1/2), (0, 0, 0, 5)]
[(1/2, 1/294, 33/98, 7415/294), (0, 1/147, 17/98, 277/294), (0, 0, 1/2, 1/2), (0, 0, 0, 49)]
[(1/2, 1/306, 43/102, 7505/306), (0, 1/153, 35/102, 14857/306), (0, 0, 1/2, 1/2), (0, 0, 0, 51)]
[(1/2, 0, 0, 27/2), (0, 1/162, 1/2, 883/81), (0, 0, 1, 0), (0, 0, 0, 27)]
[(1/2, 1/306, 25/102, 5993/306), (0, 1/153, 25/51, 5993/153), (0, 0, 1/2, 1/2), (0, 0, 0, 51)]
[(1/2, 1/90, 1/30, 629/90), (0, 1/45, 1/15, 629/45), (0, 0, 1/2, 1/2), (0, 0, 0, 15)]
[(1/2, 1/378, 0, 5014/189), (0, 1/189, 0, 10028/189), (0, 0, 1/2, 63/2), (0, 0, 0, 63)]
[(1/2, 1/150, 19/50, 1619/150), (0, 1/75, 13/50, 3313/150), (0, 0, 1/2, 49/2), (0, 0, 0, 25)]
[(1/2, 1/474, 16/79, 379/237), (0, 1/237, 32/79, 758/237), (0, 0, 1/2, 1/2), (0, 0, 0, 79)]
[(1/2, 1/534, 61/178, 25337/534), (0, 1/267, 33/178, 3415/534), (0, 0, 1/2, 177/2), (0, 0, 0, 89)]
[(1/2, 1/498, 0, 3439/249), (0, 1/249, 0, 6878/249), (0, 0, 1/2, 83/2), (0, 0, 0, 83)]
[(1/2, 0, 0, 21/2), (0, 1/126, 1/2, 964/63), (0, 0, 1, 0), (0, 0, 0, 21)]
[(1/2, 0, 0, 7/2), (0, 1/42, 1/2, 16/21), (0, 0, 1, 0), (0, 0, 0, 7)]
[(1/2, 0, 1/4, 77/4), (0, 1/114, 23/76, 3397/228), (0, 0, 1/2, 1/2), (0, 0, 0, 38)]
[(1/2, 1/510, 38/85, 973/255), (0, 1/255, 67/170, 4147/510), (0, 0, 1/2, 169/2), (0, 0, 0, 85)]
[(1/2, 1/294, 33/98, 2189/294), (0, 1/147, 17/98, 4525/294), (0, 0, 1/2, 97/2), (0, 0, 0, 49)]
[(1/2, 0, 1/4, 139/4), (0, 1/210, 67/140, 3847/420), (0, 0, 1/2, 139/2), (0, 0, 0, 70)]
[(1/2, 0, 1/4, 5/4), (0, 1/6, 1/4, 19/12), (0, 0, 1/2, 1/2), (0, 0, 0, 2)]
[(1/2, 1/270, 0, 1369/135), (0, 1/135, 0, 2738/135), (0, 0, 1/2, 45/2), (0, 0, 0, 45)]
[(1/2, 0, 1/4, 317/4), (0, 1/282, 49/188, 23179/564), (0, 0, 1/2, 129/2), (0, 0, 0, 94)]
[(1/2, 0, 0, 17/2), (0, 1/102, 1/2, 688/51), (0, 0, 1, 0), (0, 0, 0, 17)]
[(1/2, 1/342, 0, 667/171), (0, 1/171, 0, 1334/171), (0, 0, 1/2, 57/2), (0, 0, 0, 57)]
[(1/2, 0, 0, 21/2), (0, 1/126, 1/2, 1045/63), (0, 0, 1, 0), (0, 0, 0, 21)]
[(1/2, 1/210, 13/35, 223/105), (0, 1/105, 17/70, 997/210), (0, 0, 1/2, 69/2), (0, 0, 0, 35)]
[(1/2, 1/126, 5/42, 1097/126), (0, 1/63, 5/21, 1097/63), (0, 0, 1/2, 41/2), (0, 0, 0, 21)]
[(1/2, 0, 1/4, 315/4), (0, 1/270, 1/4, 48001/540), (0, 0, 1/2, 135/2), (0, 0, 0, 90)]
[(1/2, 0, 1/4, 69/4), (0, 1/102, 1/68, 883/204), (0, 0, 1/2, 1/2), (0, 0, 0, 34)]
[(1/2, 1/90, 11/30, 1241/90), (0, 1/45, 7/30, 1177/90), (0, 0, 1/2, 29/2), (0, 0, 0, 15)]
[(1/2, 0, 0, 25/2), (0, 1/150, 1/2, 1456/75), (0, 0, 1, 0), (0, 0, 0, 25)]
[(1/2, 0, 1/4, 13/4), (0, 1/18, 5/12, 79/36), (0, 0, 1/2, 1/2), (0, 0, 0, 6)]
[(1/2, 1/378, 0, 8902/189), (0, 1/189, 0, 5897/189), (0, 0, 1/2, 63/2), (0, 0, 0, 63)]
[(1/2, 0, 1/4, 21/4), (0, 1/30, 3/20, 457/60), (0, 0, 1/2, 1/2), (0, 0, 0, 10)]
[(1/2, 1/102, 4/17, 208/51), (0, 1/51, 8/17, 416/51), (0, 0, 1/2, 33/2), (0, 0, 0, 17)]
