[(1/2, 0, 1/2, 0), (0, 1/4, 0, 7/4), (0, 0, 1, 0), (0, 0, 0, 2)]
[(1/2, 0, 1/2, 2), (0, 1/8, 1/2, 23/8), (0, 0, 1, 0), (0, 0, 0, 4)]
[(1/2, 0, 1/2, 0), (0, 1/2, 0, 1/2), (0, 0, 1, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 4), (0, 1/16, 1/2, 47/16), (0, 0, 1, 0), (0, 0, 0, 8)]
[(1/2, 0, 1/2, 0), (0, 1/14, 0, 15/14), (0, 0, 1, 0), (0, 0, 0, 7)]
[(1/2, 0, 1/2, 0), (0, 1/8, 0, 15/8), (0, 0, 1, 0), (0, 0, 0, 4)]
[(1/2, 0, 7/2, 0), (0, 1/14, 32/7, 1/2), (0, 0, 7, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 3), (0, 1/10, 4/5, 7/10), (0, 0, 1, 1), (0, 0, 0, 5)]
[(1/2, 0, 1/2, 2), (0, 1/12, 2/3, 25/12), (0, 0, 1, 4), (0, 0, 0, 6)]
[(1/2, 0, 1/2, 1), (0, 1/6, 1/3, 17/6), (0, 0, 1, 2), (0, 0, 0, 3)]
[(1/2, 0, 1/2, 2), (0, 1/16, 3/4, 9/16), (0, 0, 1, 4), (0, 0, 0, 8)]
[(1/2, 0, 1/2, 4), (0, 1/12, 1/3, 31/12), (0, 0, 1, 2), (0, 0, 0, 6)]
[(1/2, 0, 1/2, 4), (0, 1/14, 6/7, 9/14), (0, 0, 1, 1), (0, 0, 0, 7)]
[(1/2, 0, 1/2, 3), (0, 1/14, 6/7, 89/14), (0, 0, 1, 6), (0, 0, 0, 7)]
[(1/2, 0, 1/2, 2), (0, 1/12, 1/3, 41/12), (0, 0, 1, 4), (0, 0, 0, 6)]
[(1/2, 0, 1/2, 6), (0, 1/16, 3/4, 119/16), (0, 0, 1, 4), (0, 0, 0, 8)]
[(1/2, 0, 1/2, 2), (0, 1/6, 1/3, 1/6), (0, 0, 1, 1), (0, 0, 0, 3)]
[(1/2, 0, 1/2, 2), (0, 1/10, 1/5, 47/10), (0, 0, 1, 4), (0, 0, 0, 5)]
[(1/2, 0, 1/2, 4), (0, 1/12, 2/3, 47/12), (0, 0, 1, 2), (0, 0, 0, 6)]
