[(1/2, 1/6, 0, 1/3), (0, 1/3, 0, 2/3), (0, 0, 1/2, 1/2), (0, 0, 0, 1)]
[(1/2, 0, 1/4, 77/4), (0, 1/114, 13/76, 2191/228), (0, 0, 1/2, 1/2), (0, 0, 0, 38)]
[(1/2, 1/546, 69/182, 13355/546), (0, 1/273, 47/182, 26983/546), (0, 0, 1/2, 181/2), (0, 0, 0, 91)]
[(1/2, 1/234, 17/78, 6413/234), (0, 1/117, 17/39, 1850/117), (0, 0, 1/2, 77/2), (0, 0, 0, 39)]
[(1/2, 1/354, 19/59, 9754/177), (0, 1/177, 17/118, 18307/354), (0, 0, 1/2, 117/2), (0, 0, 0, 59)]
[(1/2, 0, 1, 17/2), (0, 1/324, 187/108, 1177/162), (0, 0, 2, 17), (0, 0, 0, 27)]
[(1/2, 1/582, 81/194, 50165/582), (0, 1/291, 65/194, 43585/582), (0, 0, 1/2, 1/2), (0, 0, 0, 97)]
[(1/2, 0, 1/4, 5/4), (0, 1/6, 1/4, 19/12), (0, 0, 1/2, 1/2), (0, 0, 0, 2)]
[(1/2, 1/342, 0, 814/171), (0, 1/171, 0, 1628/171), (0, 0, 1/2, 57/2), (0, 0, 0, 57)]
[(1/2, 1/102, 8/17, 604/51), (0, 1/51, 15/34, 631/102), (0, 0, 1/2, 1/2), (0, 0, 0, 17)]
[(1/2, 0, 1/4, 13/4), (0, 1/18, 5/12, 199/36), (0, 0, 1/2, 1/2), (0, 0, 0, 6)]
[(1/2, 0, 0, 17/2), (0, 1/102, 1/2, 1/51), (0, 0, 1, 0), (0, 0, 0, 17)]
[(1/2, 0, 1/4, 147/4), (0, 1/300, 21/200, 17257/600), (0, 0, 1/2, 147/2), (0, 0, 0, 100)]
[(1/2, 0, 0, 7/2), (0, 1/42, 1/2, 34/21), (0, 0, 1, 0), (0, 0, 0, 7)]
[(1/2, 0, 1/4, 85/4), (0, 1/126, 23/84, 5437/252), (0, 0, 1/2, 1/2), (0, 0, 0, 42)]
[(1/2, 0, 0, 9/2), (0, 1/54, 1/2, 112/27), (0, 0, 1, 0), (0, 0, 0, 9)]
[(1/2, 1/306, 0, 868/153), (0, 1/153, 0, 1736/153), (0, 0, 1/2, 51/2), (0, 0, 0, 51)]
[(1/2, 0, 1/4, 27/4), (0, 1/42, 5/28, 649/84), (0, 0, 1/2, 27/2), (0, 0, 0, 14)]
[(1/2, 1/138, 21/46, 347/138), (0, 1/69, 19/46, 625/138), (0, 0, 1/2, 1/2), (0, 0, 0, 23)]
[(1/2, 1/138, 1/23, 919/69), (0, 1/69, 2/23, 251/69), (0, 0, 1/2, 1/2), (0, 0, 0, 23)]
[(1/2, 1/126, 10/21, 1312/63), (0, 1/63, 19/42, 19/126), (0, 0, 1/2, 41/2), (0, 0, 0, 21)]
[(1/2, 0, 0, 51/2), (0, 1/306, 1/2, 868/153), (0, 0, 1, 0), (0, 0, 0, 51)]
[(1/2, 0, 0, 41/2), (0, 1/246, 1/2, 3190/123), (0, 0, 1, 0), (0, 0, 0, 41)]
[(1/2, 1/414, 0, 5890/207), (0, 1/207, 0, 11780/207), (0, 0, 1/2, 69/2), (0, 0, 0, 69)]
[(1/2, 1/414, 1/69, 11248/207), (0, 1/207, 2/69, 8213/207), (0, 0, 1/2, 137/2), (0, 0, 0, 69)]
[(1/2, 0, 0, 37/2), (0, 1/222, 1/2, 3865/111), (0, 0, 1, 0), (0, 0, 0, 37)]
[(1/2, 1/246, 33/82, 9299/246), (0, 1/123, 25/82, 8635/246), (0, 0, 1/2, 81/2), (0, 0, 0, 41)]
[(1/2, 1/546, 11/91, 9748/273), (0, 1/273, 22/91, 19496/273), (0, 0, 1/2, 181/2), (0, 0, 0, 91)]
[(1/2, 0, 1/4, 85/4), (0, 1/126, 5/84, 7975/252), (0, 0, 1/2, 1/2), (0, 0, 0, 42)]
[(1/2, 0, 1/4, 75/4), (0, 1/114, 13/76, 697/228), (0, 0, 1/2, 75/2), (0, 0, 0, 38)]
[(1/2, 1/234, 0, 2461/117), (0, 1/117, 0, 359/117), (0, 0, 1/2, 39/2), (0, 0, 0, 39)]
[(1/2, 0, 5/4, 31/4), (0, 1/300, 7/200, 503/120), (0, 0, 5/2, 31/2), (0, 0, 0, 20)]
[(1/2, 0, 0, 13/2), (0, 1/78, 1/2, 433/39), (0, 0, 1, 0), (0, 0, 0, 13)]
[(1/2, 0, 1/4, 51/4), (0, 1/78, 21/52, 697/156), (0, 0, 1/2, 51/2), (0, 0, 0, 26)]
[(1/2, 1/438, 47/146, 19517/438), (0, 1/219, 21/146, 6841/438), (0, 0, 1/2, 1/2), (0, 0, 0, 73)]
