[(1/2, 0, 0, 21/2), (0, 1/798, 31/42, 1955/399), (0, 0, 1, 8), (0, 0, 0, 21)]
[(1/2, 0, 0, 21/2), (0, 1/798, 25/42, 3722/399), (0, 0, 1, 8), (0, 0, 0, 21)]
[(1/2, 1/874, 0, 6059/437), (0, 1/437, 0, 2067/437), (0, 0, 1/2, 23/2), (0, 0, 0, 23)]
[(1/2, 1/1406, 0, 8054/703), (0, 1/703, 0, 16108/703), (0, 0, 1/2, 37/2), (0, 0, 0, 37)]
[(1/2, 1/494, 0, 3209/247), (0, 1/247, 0, 3207/247), (0, 0, 1/2, 13/2), (0, 0, 0, 13)]
[(1/2, 0, 1/4, 83/4), (0, 1/570, 29/60, 27257/1140), (0, 0, 1/2, 23/2), (0, 0, 0, 30)]
[(1/2, 1/2394, 25/126, 130393/2394), (0, 1/1197, 25/63, 54982/1197), (0, 0, 1/2, 83/2), (0, 0, 0, 63)]
[(1/2, 1/494, 0, 340/247), (0, 1/247, 0, 680/247), (0, 0, 1/2, 13/2), (0, 0, 0, 13)]
[(1/2, 0, 0, 19/2), (0, 1/722, 1/2, 2791/361), (0, 0, 1, 0), (0, 0, 0, 19)]
[(1/2, 0, 0, 13/2), (0, 1/494, 1/2, 340/247), (0, 0, 1, 0), (0, 0, 0, 13)]
[(1/2, 0, 1/4, 203/4), (0, 1/1140, 59/120, 40367/2280), (0, 0, 1/2, 83/2), (0, 0, 0, 60)]
[(1/2, 1/1406, 0, 12481/703), (0, 1/703, 0, 24962/703), (0, 0, 1/2, 37/2), (0, 0, 0, 37)]
[(1/2, 0, 1, 25/2), (0, 1/1368, 13/72, 5375/684), (0, 0, 2, 7), (0, 0, 0, 18)]
[(1/2, 0, 0, 23/2), (0, 1/874, 1/2, 1347/437), (0, 0, 1, 0), (0, 0, 0, 23)]
[(1/2, 0, 1/4, 11/4), (0, 1/608, 13/64, 16313/1216), (0, 0, 1/2, 11/2), (0, 0, 0, 32)]
[(1/2, 1/722, 0, 2791/361), (0, 1/361, 0, 5582/361), (0, 0, 1/2, 19/2), (0, 0, 0, 19)]
[(1/2, 0, 0, 1/2), (0, 1/38, 1/2, 17/19), (0, 0, 1, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/4, 147/4), (0, 1/950, 21/100, 53857/1900), (0, 0, 1/2, 47/2), (0, 0, 0, 50)]
[(1/2, 1/874, 0, 1347/437), (0, 1/437, 0, 2694/437), (0, 0, 1/2, 23/2), (0, 0, 0, 23)]
[(1/2, 1/38, 0, 17/19), (0, 1/19, 0, 15/19), (0, 0, 1/2, 1/2), (0, 0, 0, 1)]
[(1/2, 0, 1/4, 11/4), (0, 1/1216, 13/128, 94137/2432), (0, 0, 1/2, 11/2), (0, 0, 0, 64)]
[(1/2, 0, 0, 13/2), (0, 1/494, 1/2, 3209/247), (0, 0, 1, 0), (0, 0, 0, 13)]
[(1/2, 1/2090, 117/110, 789/190), (0, 1/1045, 117/55, 314/95), (0, 0, 11/2, 7/2), (0, 0, 0, 5)]
[(1/2, 0, 0, 13/2), (0, 1/494, 21/26, 853/247), (0, 0, 1, 6), (0, 0, 0, 13)]
[(1/2, 0, 1/4, 157/4), (0, 1/1178, 51/124, 32881/2356), (0, 0, 1/2, 33/2), (0, 0, 0, 62)]
[(1/2, 0, 1/4, 11/4), (0, 1/494, 11/52, 1455/988), (0, 0, 1/2, 11/2), (0, 0, 0, 26)]
[(1/2, 0, 0, 9/2), (0, 1/342, 13/18, 758/171), (0, 0, 1, 8), (0, 0, 0, 9)]
[(1/2, 1/1026, 17/54, 14227/1026), (0, 1/513, 7/54, 3317/1026), (0, 0, 1/2, 49/2), (0, 0, 0, 27)]
[(1/2, 1/722, 17/38, 11187/722), (0, 1/361, 15/38, 5407/722), (0, 0, 1/2, 9/2), (0, 0, 0, 19)]
[(1/2, 0, 1/4, 21/4), (0, 1/608, 27/64, 29841/1216), (0, 0, 1/2, 21/2), (0, 0, 0, 32)]
[(1/2, 0, 1, 7/2), (0, 1/684, 13/36, 2297/342), (0, 0, 2, 7), (0, 0, 0, 9)]
[(1/2, 0, 0, 15/2), (0, 1/570, 17/30, 1898/285), (0, 0, 1, 13), (0, 0, 0, 15)]
[(1/2, 0, 1/4, 69/4), (0, 1/608, 15/64, 23229/1216), (0, 0, 1/2, 5/2), (0, 0, 0, 32)]
[(1/2, 0, 1, 5/2), (0, 1/456, 19/24, 1081/228), (0, 0, 2, 5), (0, 0, 0, 6)]
[(1/2, 0, 7/4, 13/4), (0, 1/532, 191/56, 501/152), (0, 0, 7/2, 5/2), (0, 0, 0, 4)]
[(1/2, 1/798, 125/42, 89/114), (0, 1/399, 103/42, 235/114), (0, 0, 7/2, 5/2), (0, 0, 0, 3)]
[(1/2, 1/1102, 19/58, 8489/1102), (0, 1/551, 9/58, 29651/1102), (0, 0, 1/2, 35/2), (0, 0, 0, 29)]
[(1/2, 0, 1/4, 37/4), (0, 1/380, 9/40, 5483/760), (0, 0, 1/2, 37/2), (0, 0, 0, 20)]
[(1/2, 1/494, 5/26, 5145/494), (0, 1/247, 5/13, 1934/247), (0, 0, 1/2, 19/2), (0, 0, 0, 13)]
[(1/2, 1/1406, 5/74, 39915/1406), (0, 1/703, 5/37, 13904/703), (0, 0, 1/2, 33/2), (0, 0, 0, 37)]
[(1/2, 1/2166, 25/57, 35813/1083), (0, 1/1083, 43/114, 57695/2166), (0, 0, 1/2, 79/2), (0, 0, 0, 57)]
[(1/2, 0, 1, 9/2), (0, 1/532, 45/28, 1157/266), (0, 0, 2, 2), (0, 0, 0, 7)]
[(1/2, 1/950, 23/50, 11909/950), (0, 1/475, 21/50, 22393/950), (0, 0, 1/2, 3/2), (0, 0, 0, 25)]
[(1/2, 0, 1/4, 3/4), (0, 1/38, 1/4, 125/76), (0, 0, 1/2, 3/2), (0, 0, 0, 2)]
[(1/2, 0, 1/4, 77/4), (0, 1/570, 19/60, 8713/1140), (0, 0, 1/2, 17/2), (0, 0, 0, 30)]
[(1/2, 1/1862, 17/98, 90227/1862), (0, 1/931, 17/49, 44608/931), (0, 0, 1/2, 29/2), (0, 0, 0, 49)]
[(1/2, 1/1178, 3/31, 11702/589), (0, 1/589, 6/31, 5145/589), (0, 0, 1/2, 37/2), (0, 0, 0, 31)]
[(1/2, 1/1406, 11/37, 9897/703), (0, 1/703, 7/74, 50133/1406), (0, 0, 1/2, 59/2), (0, 0, 0, 37)]
[(1/2, 1/2166, 7/114, 109531/2166), (0, 1/1083, 7/57, 47800/1083), (0, 0, 1/2, 35/2), (0, 0, 0, 57)]
[(1/2, 0, 1/4, 85/4), (0, 1/684, 11/72, 8257/1368), (0, 0, 1/2, 13/2), (0, 0, 0, 36)]
[(1/2, 0, 0, 17/2), (0, 1/646, 23/34, 3380/323), (0, 0, 1, 1), (0, 0, 0, 17)]
[(1/2, 0, 1/4, 131/4), (0, 1/874, 43/92, 12551/1748), (0, 0, 1/2, 39/2), (0, 0, 0, 46)]
[(1/2, 0, 1/4, 67/4), (0, 1/570, 19/60, 13463/1140), (0, 0, 1/2, 7/2), (0, 0, 0, 30)]
[(1/2, 0, 1/4, 3/4), (0, 1/494, 19/52, 4951/988), (0, 0, 1/2, 3/2), (0, 0, 0, 26)]
[(1/2, 1/950, 1/25, 5242/475), (0, 1/475, 2/25, 10484/475), (0, 0, 1/2, 47/2), (0, 0, 0, 25)]
[(1/2, 0, 1/4, 27/4), (0, 1/380, 19/40, 5863/760), (0, 0, 1/2, 27/2), (0, 0, 0, 20)]
[(1/2, 0, 1, 11/2), (0, 1/684, 5/36, 929/342), (0, 0, 2, 2), (0, 0, 0, 9)]
[(1/2, 1/798, 17/42, 9439/798), (0, 1/399, 13/42, 13691/798), (0, 0, 1/2, 13/2), (0, 0, 0, 21)]
[(1/2, 1/570, 7/30, 1801/570), (0, 1/285, 7/15, 1801/285), (0, 0, 1/2, 23/2), (0, 0, 0, 15)]
[(1/2, 1/1102, 2/29, 1708/551), (0, 1/551, 4/29, 3416/551), (0, 0, 1/2, 49/2), (0, 0, 0, 29)]
[(1/2, 1/1558, 23/82, 60777/1558), (0, 1/779, 5/82, 63129/1558), (0, 0, 1/2, 75/2), (0, 0, 0, 41)]
[(1/2, 0, 0, 11/2), (0, 1/418, 19/22, 1689/209), (0, 0, 1, 3), (0, 0, 0, 11)]
[(1/2, 1/1938, 20/51, 17269/969), (0, 1/969, 29/102, 68107/1938), (0, 0, 1/2, 1/2), (0, 0, 0, 51)]
[(1/2, 1/1558, 6/41, 21411/779), (0, 1/779, 12/41, 10883/779), (0, 0, 1/2, 13/2), (0, 0, 0, 41)]
[(1/2, 1/1178, 7/62, 29845/1178), (0, 1/589, 7/31, 11586/589), (0, 0, 1/2, 59/2), (0, 0, 0, 31)]
[(1/2, 1/342, 2/9, 169/171), (0, 1/171, 4/9, 338/171), (0, 0, 1/2, 1/2), (0, 0, 0, 9)]
[(1/2, 0, 1/4, 93/4), (0, 1/722, 3/76, 36377/1444), (0, 0, 1/2, 17/2), (0, 0, 0, 38)]
[(1/2, 1/1786, 12/47, 4767/893), (0, 1/893, 1/94, 69969/1786), (0, 0, 1/2, 37/2), (0, 0, 0, 47)]
[(1/2, 1/1862, 12/49, 37732/931), (0, 1/931, 24/49, 29845/931), (0, 0, 1/2, 43/2), (0, 0, 0, 49)]
[(1/2, 0, 1/4, 5/4), (0, 1/228, 1/24, 2899/456), (0, 0, 1/2, 5/2), (0, 0, 0, 12)]
[(1/2, 0, 1/4, 5/4), (0, 1/342, 7/36, 733/684), (0, 0, 1/2, 5/2), (0, 0, 0, 18)]
[(1/2, 0, 0, 27/2), (0, 1/1026, 37/54, 2753/513), (0, 0, 1, 5), (0, 0, 0, 27)]
[(1/2, 0, 1, 7/2), (0, 1/304, 3/16, 283/152), (0, 0, 2, 3), (0, 0, 0, 4)]
[(1/2, 1/418, 4/11, 1347/209), (0, 1/209, 5/22, 1417/418), (0, 0, 1/2, 19/2), (0, 0, 0, 11)]
[(1/2, 1/1178, 13/62, 10009/1178), (0, 1/589, 13/31, 10009/589), (0, 0, 1/2, 11/2), (0, 0, 0, 31)]
[(1/2, 0, 1, 1/2), (0, 1/456, 13/24, 1271/228), (0, 0, 2, 1), (0, 0, 0, 6)]
[(1/2, 1/1330, 11/35, 396/95), (0, 1/665, 22/35, 317/95), (0, 0, 7/2, 9/2), (0, 0, 0, 5)]
[(1/2, 0, 1/4, 5/4), (0, 1/114, 1/12, 163/228), (0, 0, 1/2, 5/2), (0, 0, 0, 6)]
[(1/2, 0, 1, 7/2), (0, 1/456, 19/24, 359/228), (0, 0, 2, 1), (0, 0, 0, 6)]
[(1/2, 1/1026, 4/27, 397/513), (0, 1/513, 8/27, 794/513), (0, 0, 1/2, 41/2), (0, 0, 0, 27)]
