[(1/2, 0, 1/2, 0), (0, 1/4, 0, 3/4), (0, 0, 1, 0), (0, 0, 0, 2)]
[(1/2, 0, 1/2, 0), (0, 1/28, 0, 157/28), (0, 0, 1, 0), (0, 0, 0, 14)]
[(1/2, 0, 1/2, 38), (0, 1/90, 38/45, 3329/90), (0, 0, 1, 31), (0, 0, 0, 45)]
[(1/2, 0, 1/2, 0), (0, 1/14, 0, 59/14), (0, 0, 1, 0), (0, 0, 0, 7)]
[(1/2, 0, 1/2, 14), (0, 1/56, 1/2, 1019/56), (0, 0, 1, 0), (0, 0, 0, 28)]
[(1/2, 0, 43/2, 0), (0, 1/86, 153/43, 1/2), (0, 0, 43, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 0), (0, 1/16, 0, 115/16), (0, 0, 1, 0), (0, 0, 0, 8)]
[(1/2, 0, 1/2, 22), (0, 1/88, 1/2, 1189/88), (0, 0, 1, 0), (0, 0, 0, 44)]
[(1/2, 0, 23/2, 0), (0, 1/46, 226/23, 1/2), (0, 0, 23, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 8), (0, 1/32, 1/2, 115/32), (0, 0, 1, 0), (0, 0, 0, 16)]
[(1/2, 0, 1/2, 0), (0, 1/2, 0, 1/2), (0, 0, 1, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 0), (0, 1/56, 0, 941/56), (0, 0, 1, 0), (0, 0, 0, 28)]
[(1/2, 0, 1/2, 0), (0, 1/88, 0, 1715/88), (0, 0, 1, 0), (0, 0, 0, 44)]
[(1/2, 0, 1/2, 0), (0, 1/46, 0, 77/46), (0, 0, 1, 0), (0, 0, 0, 23)]
[(1/2, 0, 1/2, 0), (0, 1/28, 0, 333/28), (0, 0, 1, 0), (0, 0, 0, 14)]
[(1/2, 0, 19/2, 0), (0, 1/38, 109/19, 1/2), (0, 0, 19, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 14), (0, 1/56, 1/2, 59/56), (0, 0, 1, 0), (0, 0, 0, 28)]
[(1/2, 0, 1/2, 23), (0, 1/90, 28/45, 3859/90), (0, 0, 1, 1), (0, 0, 0, 45)]
[(1/2, 0, 1/2, 0), (0, 1/76, 0, 1301/76), (0, 0, 1, 0), (0, 0, 0, 38)]
[(1/2, 0, 1/2, 2), (0, 1/80, 9/20, 1211/80), (0, 0, 1, 4), (0, 0, 0, 40)]
[(1/2, 0, 1/2, 0), (0, 1/44, 0, 21/44), (0, 0, 1, 0), (0, 0, 0, 22)]
[(1/2, 0, 1/2, 0), (0, 1/76, 0, 579/76), (0, 0, 1, 0), (0, 0, 0, 38)]
[(1/2, 0, 1/2, 35), (0, 1/82, 33/41, 3183/82), (0, 0, 1, 29), (0, 0, 0, 41)]
