[(1/2, 0, 1/2, 0), (0, 1/20, 0, 113/20), (0, 0, 1, 0), (0, 0, 0, 10)]
[(1/2, 0, 25/2, 0), (0, 1/50, 494/25, 1/2), (0, 0, 25, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 4), (0, 1/16, 1/2, 121/16), (0, 0, 1, 0), (0, 0, 0, 8)]
[(1/2, 0, 1/2, 0), (0, 1/8, 0, 7/8), (0, 0, 1, 0), (0, 0, 0, 4)]
[(1/2, 0, 1/2, 0), (0, 1/20, 0, 137/20), (0, 0, 1, 0), (0, 0, 0, 10)]
[(1/2, 0, 1/2, 26), (0, 1/54, 10/27, 793/54), (0, 0, 1, 25), (0, 0, 0, 27)]
[(1/2, 0, 1/2, 16), (0, 1/64, 1/2, 359/64), (0, 0, 1, 0), (0, 0, 0, 32)]
[(1/2, 0, 1/2, 10), (0, 1/40, 1/2, 337/40), (0, 0, 1, 0), (0, 0, 0, 20)]
[(1/2, 0, 1/2, 0), (0, 1/4, 0, 7/4), (0, 0, 1, 0), (0, 0, 0, 2)]
[(1/2, 0, 1/2, 0), (0, 1/2, 0, 1/2), (0, 0, 1, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 0), (0, 1/16, 0, 103/16), (0, 0, 1, 0), (0, 0, 0, 8)]
[(1/2, 0, 1/2, 10), (0, 1/60, 1/3, 1313/60), (0, 0, 1, 20), (0, 0, 0, 30)]
[(1/2, 0, 1/2, 0), (0, 1/34, 0, 481/34), (0, 0, 1, 0), (0, 0, 0, 17)]
[(1/2, 0, 1/2, 0), (0, 1/32, 0, 359/32), (0, 0, 1, 0), (0, 0, 0, 16)]
[(1/2, 0, 17/2, 0), (0, 1/34, 96/17, 1/2), (0, 0, 17, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 0), (0, 1/10, 0, 37/10), (0, 0, 1, 0), (0, 0, 0, 5)]
[(1/2, 0, 1/2, 0), (0, 1/40, 0, 537/40), (0, 0, 1, 0), (0, 0, 0, 20)]
[(1/2, 0, 1/2, 8), (0, 1/32, 1/2, 25/32), (0, 0, 1, 0), (0, 0, 0, 16)]
[(1/2, 0, 1/2, 2), (0, 1/8, 1/2, 15/8), (0, 0, 1, 0), (0, 0, 0, 4)]
[(1/2, 0, 1/2, 10), (0, 1/40, 1/2, 113/40), (0, 0, 1, 0), (0, 0, 0, 20)]
[(1/2, 0, 5/2, 0), (0, 1/10, 6/5, 1/2), (0, 0, 5, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 0), (0, 1/50, 0, 363/50), (0, 0, 1, 0), (0, 0, 0, 25)]
[(1/2, 0, 1/2, 0), (0, 1/40, 0, 313/40), (0, 0, 1, 0), (0, 0, 0, 20)]
[(1/2, 0, 1/2, 12), (0, 1/28, 2/7, 9/28), (0, 0, 1, 10), (0, 0, 0, 14)]
[(1/2, 0, 5/2, 0), (0, 1/40, 14/5, 5/8), (0, 0, 5, 0), (0, 0, 0, 4)]
[(1/2, 0, 1/2, 2), (0, 1/24, 1/6, 113/24), (0, 0, 1, 4), (0, 0, 0, 12)]
[(1/2, 0, 1/2, 1), (0, 1/18, 8/9, 55/18), (0, 0, 1, 2), (0, 0, 0, 9)]
[(1/2, 0, 1/2, 20), (0, 1/46, 13/23, 311/46), (0, 0, 1, 17), (0, 0, 0, 23)]
[(1/2, 0, 1/2, 5), (0, 1/18, 7/9, 13/18), (0, 0, 1, 1), (0, 0, 0, 9)]
[(1/2, 0, 1/2, 12), (0, 1/56, 6/7, 1433/56), (0, 0, 1, 24), (0, 0, 0, 28)]
[(1/2, 0, 1/2, 10), (0, 1/46, 14/23, 983/46), (0, 0, 1, 20), (0, 0, 0, 23)]
[(1/2, 0, 5/2, 1), (0, 1/30, 31/15, 5/6), (0, 0, 5, 2), (0, 0, 0, 3)]
[(1/2, 0, 1/2, 10), (0, 1/50, 1/5, 987/50), (0, 0, 1, 20), (0, 0, 0, 25)]
[(1/2, 0, 1/2, 4), (0, 1/44, 8/11, 447/44), (0, 0, 1, 8), (0, 0, 0, 22)]
[(1/2, 0, 1/2, 14), (0, 1/36, 1/9, 329/36), (0, 0, 1, 10), (0, 0, 0, 18)]
[(1/2, 0, 1/2, 16), (0, 1/52, 12/13, 655/52), (0, 0, 1, 6), (0, 0, 0, 26)]
[(1/2, 0, 1/2, 20), (0, 1/54, 22/27, 655/54), (0, 0, 1, 13), (0, 0, 0, 27)]
[(1/2, 0, 1/2, 2), (0, 1/48, 5/12, 271/48), (0, 0, 1, 4), (0, 0, 0, 24)]
[(1/2, 0, 5/2, 2), (0, 1/60, 53/15, 37/12), (0, 0, 5, 4), (0, 0, 0, 6)]
[(1/2, 0, 1/2, 2), (0, 1/24, 1/6, 239/24), (0, 0, 1, 4), (0, 0, 0, 12)]
[(1/2, 0, 1/2, 8), (0, 1/48, 2/3, 103/48), (0, 0, 1, 16), (0, 0, 0, 24)]
[(1/2, 0, 1/2, 16), (0, 1/44, 7/11, 369/44), (0, 0, 1, 10), (0, 0, 0, 22)]
[(1/2, 0, 1/2, 4), (0, 1/32, 3/4, 121/32), (0, 0, 1, 8), (0, 0, 0, 16)]
[(1/2, 0, 1/2, 6), (0, 1/52, 10/13, 1249/52), (0, 0, 1, 12), (0, 0, 0, 26)]
[(1/2, 0, 1/2, 12), (0, 1/28, 5/7, 369/28), (0, 0, 1, 10), (0, 0, 0, 14)]
[(1/2, 0, 1/2, 8), (0, 1/28, 3/7, 295/28), (0, 0, 1, 2), (0, 0, 0, 14)]
[(1/2, 0, 1/2, 1), (0, 1/42, 20/21, 841/42), (0, 0, 1, 2), (0, 0, 0, 21)]
[(1/2, 0, 1/2, 8), (0, 1/42, 20/21, 743/42), (0, 0, 1, 16), (0, 0, 0, 21)]
[(1/2, 0, 1/2, 21), (0, 1/46, 17/23, 181/46), (0, 0, 1, 19), (0, 0, 0, 23)]
[(1/2, 0, 1/2, 13), (0, 1/46, 14/23, 75/46), (0, 0, 1, 3), (0, 0, 0, 23)]
[(1/2, 0, 1/2, 8), (0, 1/54, 19/27, 433/54), (0, 0, 1, 16), (0, 0, 0, 27)]
[(1/2, 0, 1/2, 6), (0, 1/32, 3/8, 271/32), (0, 0, 1, 12), (0, 0, 0, 16)]
[(1/2, 0, 1/2, 17), (0, 1/46, 15/23, 865/46), (0, 0, 1, 11), (0, 0, 0, 23)]
[(1/2, 0, 1/2, 22), (0, 1/54, 25/27, 275/54), (0, 0, 1, 17), (0, 0, 0, 27)]
[(1/2, 0, 1/2, 2), (0, 1/12, 2/3, 7/12), (0, 0, 1, 4), (0, 0, 0, 6)]
[(1/2, 0, 1/2, 22), (0, 1/56, 3/14, 785/56), (0, 0, 1, 16), (0, 0, 0, 28)]
[(1/2, 0, 1/2, 19), (0, 1/42, 10/21, 467/42), (0, 0, 1, 17), (0, 0, 0, 21)]
[(1/2, 0, 1/2, 12), (0, 1/34, 15/17, 71/34), (0, 0, 1, 7), (0, 0, 0, 17)]
[(1/2, 0, 1/2, 16), (0, 1/44, 7/11, 127/44), (0, 0, 1, 10), (0, 0, 0, 22)]
[(1/2, 0, 1/2, 16), (0, 1/36, 7/9, 529/36), (0, 0, 1, 14), (0, 0, 0, 18)]
[(1/2, 0, 1/2, 18), (0, 1/44, 8/11, 279/44), (0, 0, 1, 14), (0, 0, 0, 22)]
[(1/2, 0, 1/2, 20), (0, 1/50, 3/5, 713/50), (0, 0, 1, 15), (0, 0, 0, 25)]
[(1/2, 0, 1/2, 3), (0, 1/46, 10/23, 587/46), (0, 0, 1, 6), (0, 0, 0, 23)]
[(1/2, 0, 1/2, 10), (0, 1/48, 5/12, 143/48), (0, 0, 1, 20), (0, 0, 0, 24)]
[(1/2, 0, 1/2, 16), (0, 1/36, 2/9, 137/36), (0, 0, 1, 14), (0, 0, 0, 18)]
[(1/2, 0, 1/2, 5), (0, 1/30, 2/3, 37/30), (0, 0, 1, 10), (0, 0, 0, 15)]
[(1/2, 0, 1/2, 20), (0, 1/52, 10/13, 103/52), (0, 0, 1, 14), (0, 0, 0, 26)]
[(1/2, 0, 1/2, 10), (0, 1/24, 5/6, 143/24), (0, 0, 1, 8), (0, 0, 0, 12)]
[(1/2, 0, 1/2, 19), (0, 1/54, 19/27, 1025/54), (0, 0, 1, 11), (0, 0, 0, 27)]
[(1/2, 0, 1/2, 5), (0, 1/42, 11/21, 149/42), (0, 0, 1, 10), (0, 0, 0, 21)]
[(1/2, 0, 1/2, 2), (0, 1/46, 6/23, 365/46), (0, 0, 1, 4), (0, 0, 0, 23)]
[(1/2, 0, 5/2, 1), (0, 1/30, 56/15, 1/6), (0, 0, 5, 2), (0, 0, 0, 3)]
[(1/2, 0, 5/2, 2), (0, 1/50, 69/25, 3/10), (0, 0, 5, 4), (0, 0, 0, 5)]
[(1/2, 0, 1/2, 20), (0, 1/42, 8/21, 827/42), (0, 0, 1, 19), (0, 0, 0, 21)]
[(1/2, 0, 1/2, 14), (0, 1/52, 11/13, 1265/52), (0, 0, 1, 2), (0, 0, 0, 26)]
[(1/2, 0, 1/2, 6), (0, 1/44, 7/11, 599/44), (0, 0, 1, 12), (0, 0, 0, 22)]
[(1/2, 0, 1/2, 20), (0, 1/42, 1/21, 757/42), (0, 0, 1, 19), (0, 0, 0, 21)]
[(1/2, 0, 1/2, 22), (0, 1/48, 1/12, 49/48), (0, 0, 1, 20), (0, 0, 0, 24)]
[(1/2, 0, 1/2, 16), (0, 1/42, 11/21, 733/42), (0, 0, 1, 11), (0, 0, 0, 21)]
[(1/2, 0, 1/2, 8), (0, 1/42, 8/21, 251/42), (0, 0, 1, 16), (0, 0, 0, 21)]
[(1/2, 0, 1/2, 5), (0, 1/58, 23/29, 7/58), (0, 0, 1, 10), (0, 0, 0, 29)]
[(1/2, 0, 1/2, 16), (0, 1/48, 1/3, 793/48), (0, 0, 1, 8), (0, 0, 0, 24)]
[(1/2, 0, 1/2, 6), (0, 1/38, 13/19, 115/38), (0, 0, 1, 12), (0, 0, 0, 19)]
[(1/2, 0, 1/2, 6), (0, 1/22, 8/11, 171/22), (0, 0, 1, 1), (0, 0, 0, 11)]
[(1/2, 0, 1/2, 10), (0, 1/38, 7/19, 651/38), (0, 0, 1, 1), (0, 0, 0, 19)]
[(1/2, 0, 1/2, 8), (0, 1/24, 1/3, 7/24), (0, 0, 1, 4), (0, 0, 0, 12)]
[(1/2, 0, 1/2, 19), (0, 1/42, 4/21, 695/42), (0, 0, 1, 17), (0, 0, 0, 21)]
[(1/2, 0, 5/2, 0), (0, 1/20, 3/5, 3/4), (0, 0, 5, 0), (0, 0, 0, 2)]
[(1/2, 0, 1/2, 20), (0, 1/44, 1/11, 463/44), (0, 0, 1, 18), (0, 0, 0, 22)]
[(1/2, 0, 1/2, 4), (0, 1/12, 1/3, 49/12), (0, 0, 1, 2), (0, 0, 0, 6)]
[(1/2, 0, 1/2, 9), (0, 1/34, 16/17, 291/34), (0, 0, 1, 1), (0, 0, 0, 17)]
[(1/2, 0, 5/2, 2), (0, 1/40, 3/10, 3/8), (0, 0, 5, 0), (0, 0, 0, 4)]
[(1/2, 0, 1/2, 2), (0, 1/44, 1/11, 263/44), (0, 0, 1, 4), (0, 0, 0, 22)]
[(1/2, 0, 1/2, 4), (0, 1/54, 16/27, 293/54), (0, 0, 1, 8), (0, 0, 0, 27)]
[(1/2, 0, 1/2, 10), (0, 1/36, 5/9, 503/36), (0, 0, 1, 2), (0, 0, 0, 18)]
[(1/2, 0, 1/2, 1), (0, 1/6, 2/3, 13/6), (0, 0, 1, 2), (0, 0, 0, 3)]
[(1/2, 0, 5/2, 2), (0, 1/40, 3/10, 29/8), (0, 0, 5, 0), (0, 0, 0, 4)]
[(1/2, 0, 1/2, 6), (0, 1/56, 11/14, 1359/56), (0, 0, 1, 12), (0, 0, 0, 28)]
[(1/2, 0, 1/2, 20), (0, 1/44, 1/11, 705/44), (0, 0, 1, 18), (0, 0, 0, 22)]
[(1/2, 0, 1/2, 2), (0, 1/16, 3/4, 113/16), (0, 0, 1, 4), (0, 0, 0, 8)]
[(1/2, 0, 1/2, 1), (0, 1/46, 16/23, 237/46), (0, 0, 1, 2), (0, 0, 0, 23)]
[(1/2, 0, 1/2, 11), (0, 1/58, 12/29, 281/58), (0, 0, 1, 22), (0, 0, 0, 29)]
[(1/2, 0, 1/2, 20), (0, 1/56, 2/7, 1415/56), (0, 0, 1, 12), (0, 0, 0, 28)]
[(1/2, 0, 1/2, 10), (0, 1/52, 1/13, 681/52), (0, 0, 1, 20), (0, 0, 0, 26)]
[(1/2, 0, 1/2, 2), (0, 1/14, 3/7, 65/14), (0, 0, 1, 4), (0, 0, 0, 7)]
[(1/2, 0, 1/2, 6), (0, 1/26, 7/13, 261/26), (0, 0, 1, 12), (0, 0, 0, 13)]
[(1/2, 0, 1/2, 23), (0, 1/54, 11/27, 1319/54), (0, 0, 1, 19), (0, 0, 0, 27)]
[(1/2, 0, 1/2, 4), (0, 1/36, 8/9, 617/36), (0, 0, 1, 8), (0, 0, 0, 18)]
[(1/2, 0, 1/2, 18), (0, 1/58, 17/29, 687/58), (0, 0, 1, 7), (0, 0, 0, 29)]
[(1/2, 0, 1/2, 10), (0, 1/26, 2/13, 5/26), (0, 0, 1, 7), (0, 0, 0, 13)]
[(1/2, 0, 1/2, 15), (0, 1/38, 10/19, 373/38), (0, 0, 1, 11), (0, 0, 0, 19)]
[(1/2, 0, 1/2, 8), (0, 1/28, 3/7, 1/28), (0, 0, 1, 2), (0, 0, 0, 14)]
[(1/2, 0, 5/2, 1), (0, 1/50, 81/25, 39/10), (0, 0, 5, 2), (0, 0, 0, 5)]
[(1/2, 0, 1/2, 8), (0, 1/18, 8/9, 107/18), (0, 0, 1, 7), (0, 0, 0, 9)]
[(1/2, 0, 1/2, 10), (0, 1/30, 1/3, 187/30), (0, 0, 1, 5), (0, 0, 0, 15)]
[(1/2, 0, 1/2, 16), (0, 1/56, 6/7, 135/56), (0, 0, 1, 4), (0, 0, 0, 28)]
