[(1/2, 1/6, 0, 1/3), (0, 1/3, 0, 2/3), (0, 0, 1/2, 1/2), (0, 0, 0, 1)]
[(1/2, 0, 1/4, 163/4), (0, 1/246, 9/164, 18541/492), (0, 0, 1/2, 163/2), (0, 0, 0, 82)]
[(1/2, 1/390, 51/130, 10841/390), (0, 1/195, 37/130, 21877/390), (0, 0, 1/2, 129/2), (0, 0, 0, 65)]
[(1/2, 1/78, 6/13, 436/39), (0, 1/39, 11/26, 691/78), (0, 0, 1/2, 1/2), (0, 0, 0, 13)]
[(1/2, 1/30, 1/10, 59/30), (0, 1/15, 1/5, 59/15), (0, 0, 1/2, 1/2), (0, 0, 0, 5)]
[(1/2, 0, 1/4, 163/4), (0, 1/246, 73/164, 35005/492), (0, 0, 1/2, 163/2), (0, 0, 0, 82)]
[(1/2, 1/246, 25/82, 9209/246), (0, 1/123, 9/82, 8455/246), (0, 0, 1/2, 81/2), (0, 0, 0, 41)]
[(1/2, 0, 1/4, 35/4), (0, 1/288, 7/192, 50227/576), (0, 0, 1/2, 35/2), (0, 0, 0, 96)]
[(1/2, 1/426, 51/142, 17801/426), (0, 1/213, 31/142, 5569/426), (0, 0, 1/2, 141/2), (0, 0, 0, 71)]
[(1/2, 1/486, 0, 19072/243), (0, 1/243, 0, 18461/243), (0, 0, 1/2, 81/2), (0, 0, 0, 81)]
[(1/2, 0, 0, 45/2), (0, 1/270, 1/2, 5464/135), (0, 0, 1, 0), (0, 0, 0, 45)]
[(1/2, 0, 0, 9/2), (0, 1/54, 1/2, 118/27), (0, 0, 1, 0), (0, 0, 0, 9)]
[(1/2, 1/186, 5/31, 2206/93), (0, 1/93, 10/31, 1529/93), (0, 0, 1/2, 61/2), (0, 0, 0, 31)]
[(1/2, 1/186, 0, 1591/93), (0, 1/93, 0, 299/93), (0, 0, 1/2, 31/2), (0, 0, 0, 31)]
[(1/2, 1/534, 45/178, 8855/534), (0, 1/267, 1/178, 17443/534), (0, 0, 1/2, 1/2), (0, 0, 0, 89)]
[(1/2, 1/150, 11/50, 11/150), (0, 1/75, 11/25, 11/75), (0, 0, 1/2, 49/2), (0, 0, 0, 25)]
[(1/2, 1/150, 0, 1261/75), (0, 1/75, 0, 647/75), (0, 0, 1/2, 25/2), (0, 0, 0, 25)]
[(1/2, 1/450, 0, 7489/225), (0, 1/225, 0, 14978/225), (0, 0, 1/2, 75/2), (0, 0, 0, 75)]
[(1/2, 1/498, 40/83, 6766/249), (0, 1/249, 77/166, 26815/498), (0, 0, 1/2, 1/2), (0, 0, 0, 83)]
[(1/2, 0, 0, 37/2), (0, 1/222, 1/2, 985/111), (0, 0, 1, 0), (0, 0, 0, 37)]
[(1/2, 0, 1/4, 275/4), (0, 1/270, 11/36, 33019/540), (0, 0, 1/2, 95/2), (0, 0, 0, 90)]
[(1/2, 1/390, 32/65, 11668/195), (0, 1/195, 63/130, 21127/390), (0, 0, 1/2, 1/2), (0, 0, 0, 65)]
[(1/2, 1/30, 1/10, 41/30), (0, 1/15, 1/5, 41/15), (0, 0, 1/2, 9/2), (0, 0, 0, 5)]
[(1/2, 0, 1/4, 5/4), (0, 1/6, 1/4, 19/12), (0, 0, 1/2, 1/2), (0, 0, 0, 2)]
[(1/2, 0, 1/4, 61/4), (0, 1/90, 17/60, 2563/180), (0, 0, 1/2, 1/2), (0, 0, 0, 30)]
[(1/2, 1/366, 5/122, 9887/366), (0, 1/183, 5/61, 9887/183), (0, 0, 1/2, 121/2), (0, 0, 0, 61)]
[(1/2, 0, 1, 9/2), (0, 1/288, 9/32, 253/144), (0, 0, 2, 9), (0, 0, 0, 24)]
[(1/2, 0, 1/4, 117/4), (0, 1/174, 53/116, 14911/348), (0, 0, 1/2, 1/2), (0, 0, 0, 58)]
[(1/2, 0, 1/4, 155/4), (0, 1/234, 67/156, 21751/468), (0, 0, 1/2, 155/2), (0, 0, 0, 78)]
[(1/2, 1/90, 7/15, 607/45), (0, 1/45, 13/30, 1123/90), (0, 0, 1/2, 29/2), (0, 0, 0, 15)]
[(1/2, 0, 0, 27/2), (0, 1/162, 1/2, 1576/81), (0, 0, 1, 0), (0, 0, 0, 27)]
[(1/2, 0, 1/4, 93/4), (0, 1/138, 17/92, 5779/276), (0, 0, 1/2, 1/2), (0, 0, 0, 46)]
[(1/2, 0, 0, 13/2), (0, 1/78, 1/2, 40/39), (0, 0, 1, 0), (0, 0, 0, 13)]
[(1/2, 0, 0, 3/2), (0, 1/18, 1/2, 10/9), (0, 0, 1, 0), (0, 0, 0, 3)]
[(1/2, 1/354, 21/118, 16145/354), (0, 1/177, 21/59, 5702/177), (0, 0, 1/2, 1/2), (0, 0, 0, 59)]
[(1/2, 1/90, 11/30, 1061/90), (0, 1/45, 7/30, 817/90), (0, 0, 1/2, 29/2), (0, 0, 0, 15)]
[(1/2, 0, 1, 35/2), (0, 1/300, 7/20, 3589/150), (0, 0, 2, 10), (0, 0, 0, 25)]
[(1/2, 0, 0, 51/2), (0, 1/306, 73/102, 3829/153), (0, 0, 1, 10), (0, 0, 0, 51)]
[(1/2, 1/270, 0, 5464/135), (0, 1/135, 0, 4853/135), (0, 0, 1/2, 45/2), (0, 0, 0, 45)]
[(1/2, 1/234, 25/78, 1925/234), (0, 1/117, 11/78, 3733/234), (0, 0, 1/2, 1/2), (0, 0, 0, 39)]
[(1/2, 1/138, 0, 187/69), (0, 1/69, 0, 374/69), (0, 0, 1/2, 23/2), (0, 0, 0, 23)]
[(1/2, 1/522, 35/87, 18931/261), (0, 1/261, 53/174, 30049/522), (0, 0, 1/2, 1/2), (0, 0, 0, 87)]
[(1/2, 1/390, 7/65, 2932/195), (0, 1/195, 14/65, 5864/195), (0, 0, 1/2, 129/2), (0, 0, 0, 65)]
[(1/2, 0, 1/4, 117/4), (0, 1/174, 5/116, 12175/348), (0, 0, 1/2, 1/2), (0, 0, 0, 58)]
[(1/2, 0, 1/4, 91/4), (0, 1/138, 17/92, 11149/276), (0, 0, 1/2, 91/2), (0, 0, 0, 46)]
[(1/2, 1/354, 21/118, 18665/354), (0, 1/177, 21/59, 8222/177), (0, 0, 1/2, 117/2), (0, 0, 0, 59)]
[(1/2, 0, 1/4, 115/4), (0, 1/270, 1/36, 10681/540), (0, 0, 1/2, 115/2), (0, 0, 0, 90)]
[(1/2, 1/426, 0, 7009/213), (0, 1/213, 0, 14018/213), (0, 0, 1/2, 71/2), (0, 0, 0, 71)]
[(1/2, 1/246, 25/82, 7601/246), (0, 1/123, 9/82, 4993/246), (0, 0, 1/2, 1/2), (0, 0, 0, 41)]
[(1/2, 1/558, 26/93, 2299/279), (0, 1/279, 11/186, 8917/558), (0, 0, 1/2, 1/2), (0, 0, 0, 93)]
[(1/2, 1/522, 41/174, 36233/522), (0, 1/261, 41/87, 13526/261), (0, 0, 1/2, 173/2), (0, 0, 0, 87)]
[(1/2, 1/222, 7/37, 622/111), (0, 1/111, 14/37, 1244/111), (0, 0, 1/2, 1/2), (0, 0, 0, 37)]
[(1/2, 1/258, 11/43, 3343/129), (0, 1/129, 1/86, 2149/258), (0, 0, 1/2, 1/2), (0, 0, 0, 43)]
[(1/2, 0, 0, 13/2), (0, 1/78, 1/2, 298/39), (0, 0, 1, 0), (0, 0, 0, 13)]
[(1/2, 0, 1/4, 171/4), (0, 1/258, 1/172, 1549/516), (0, 0, 1/2, 171/2), (0, 0, 0, 86)]
[(1/2, 1/270, 1/90, 10709/270), (0, 1/135, 1/45, 4634/135), (0, 0, 1/2, 1/2), (0, 0, 0, 45)]
[(1/2, 1/138, 10/23, 1462/69), (0, 1/69, 17/46, 2605/138), (0, 0, 1/2, 1/2), (0, 0, 0, 23)]
[(1/2, 1/174, 17/58, 2279/174), (0, 1/87, 5/58, 4645/174), (0, 0, 1/2, 57/2), (0, 0, 0, 29)]
[(1/2, 1/498, 3/166, 14273/498), (0, 1/249, 3/83, 14273/249), (0, 0, 1/2, 1/2), (0, 0, 0, 83)]
[(1/2, 0, 1/4, 237/4), (0, 1/282, 45/188, 22279/564), (0, 0, 1/2, 49/2), (0, 0, 0, 94)]
[(1/2, 0, 1/4, 21/4), (0, 1/30, 7/20, 133/60), (0, 0, 1/2, 1/2), (0, 0, 0, 10)]
[(1/2, 0, 1/4, 99/4), (0, 1/150, 3/100, 4903/300), (0, 0, 1/2, 99/2), (0, 0, 0, 50)]
[(1/2, 1/174, 17/58, 1085/174), (0, 1/87, 5/58, 2083/174), (0, 0, 1/2, 1/2), (0, 0, 0, 29)]
[(1/2, 1/366, 5/122, 4997/366), (0, 1/183, 5/61, 4997/183), (0, 0, 1/2, 1/2), (0, 0, 0, 61)]
[(1/2, 1/414, 43/138, 28385/414), (0, 1/207, 17/138, 27997/414), (0, 0, 1/2, 1/2), (0, 0, 0, 69)]
[(1/2, 1/162, 0, 1576/81), (0, 1/81, 0, 965/81), (0, 0, 1/2, 27/2), (0, 0, 0, 27)]
[(1/2, 1/78, 0, 40/39), (0, 1/39, 0, 80/39), (0, 0, 1/2, 13/2), (0, 0, 0, 13)]
[(1/2, 0, 0, 15/2), (0, 1/90, 1/2, 64/45), (0, 0, 1, 0), (0, 0, 0, 15)]
[(1/2, 1/18, 1/6, 17/18), (0, 1/9, 1/3, 17/9), (0, 0, 1/2, 1/2), (0, 0, 0, 3)]
[(1/2, 0, 1/4, 139/4), (0, 1/306, 47/204, 56923/612), (0, 0, 1/2, 139/2), (0, 0, 0, 102)]
[(1/2, 0, 1/4, 291/4), (0, 1/264, 49/176, 36805/528), (0, 0, 1/2, 115/2), (0, 0, 0, 88)]
[(1/2, 1/234, 19/39, 3919/117), (0, 1/117, 37/78, 6667/234), (0, 0, 1/2, 77/2), (0, 0, 0, 39)]
[(1/2, 1/390, 0, 1561/195), (0, 1/195, 0, 3122/195), (0, 0, 1/2, 65/2), (0, 0, 0, 65)]
[(1/2, 1/414, 0, 11296/207), (0, 1/207, 0, 8309/207), (0, 0, 1/2, 69/2), (0, 0, 0, 69)]
[(1/2, 0, 0, 49/2), (0, 1/294, 37/98, 5785/147), (0, 0, 1, 2), (0, 0, 0, 49)]
[(1/2, 0, 1/4, 157/4), (0, 1/234, 41/156, 16027/468), (0, 0, 1/2, 1/2), (0, 0, 0, 78)]
[(1/2, 0, 0, 5/2), (0, 1/30, 1/2, 64/15), (0, 0, 1, 0), (0, 0, 0, 5)]
[(1/2, 1/258, 11/43, 355/129), (0, 1/129, 1/86, 1549/258), (0, 0, 1/2, 85/2), (0, 0, 0, 43)]
[(1/2, 0, 0, 31/2), (0, 1/186, 1/2, 331/93), (0, 0, 1, 0), (0, 0, 0, 31)]
[(1/2, 0, 1/4, 149/4), (0, 1/222, 65/148, 19027/444), (0, 0, 1/2, 1/2), (0, 0, 0, 74)]
[(1/2, 1/450, 7/75, 8707/225), (0, 1/225, 14/75, 539/225), (0, 0, 1/2, 149/2), (0, 0, 0, 75)]
[(1/2, 1/54, 4/9, 238/27), (0, 1/27, 7/18, 7/54), (0, 0, 1/2, 17/2), (0, 0, 0, 9)]
[(1/2, 1/222, 23/74, 4343/222), (0, 1/111, 9/74, 361/222), (0, 0, 1/2, 1/2), (0, 0, 0, 37)]
[(1/2, 0, 1/4, 99/4), (0, 1/150, 47/100, 14947/300), (0, 0, 1/2, 99/2), (0, 0, 0, 50)]
[(1/2, 0, 1/4, 171/4), (0, 1/258, 85/172, 12985/516), (0, 0, 1/2, 171/2), (0, 0, 0, 86)]
[(1/2, 0, 1/4, 123/4), (0, 1/186, 11/124, 10303/372), (0, 0, 1/2, 123/2), (0, 0, 0, 62)]
[(1/2, 0, 1/4, 91/4), (0, 1/102, 33/68, 3709/204), (0, 0, 1/2, 23/2), (0, 0, 0, 34)]
[(1/2, 0, 1/4, 125/4), (0, 1/228, 33/152, 30283/456), (0, 0, 1/2, 125/2), (0, 0, 0, 76)]
[(1/2, 1/318, 35/106, 12665/318), (0, 1/159, 17/106, 9907/318), (0, 0, 1/2, 97/2), (0, 0, 0, 53)]
[(1/2, 0, 1/4, 83/4), (0, 1/174, 43/116, 19999/348), (0, 0, 1/2, 83/2), (0, 0, 0, 58)]
[(1/2, 1/486, 13/54, 1343/486), (0, 1/243, 13/27, 1343/243), (0, 0, 1/2, 75/2), (0, 0, 0, 81)]
[(1/2, 0, 1/4, 35/4), (0, 1/270, 5/36, 47581/540), (0, 0, 1/2, 35/2), (0, 0, 0, 90)]
[(1/2, 0, 1/4, 35/4), (0, 1/156, 7/104, 6739/312), (0, 0, 1/2, 35/2), (0, 0, 0, 52)]
[(1/2, 1/486, 23/54, 33905/486), (0, 1/243, 19/54, 20425/486), (0, 0, 1/2, 33/2), (0, 0, 0, 81)]
[(1/2, 0, 0, 5/2), (0, 1/210, 79/14, 73/15), (0, 0, 7, 0), (0, 0, 0, 5)]
[(1/2, 0, 1/4, 13/4), (0, 1/36, 5/24, 583/72), (0, 0, 1/2, 13/2), (0, 0, 0, 12)]
[(1/2, 1/546, 2623/91, 1/3), (0, 1/273, 2211/182, 1/6), (0, 0, 91/2, 1/2), (0, 0, 0, 1)]
[(1/2, 1/402, 17/67, 2023/201), (0, 1/201, 1/134, 6283/402), (0, 0, 1/2, 9/2), (0, 0, 0, 67)]
[(1/2, 0, 7/4, 21/4), (0, 1/126, 47/28, 79/36), (0, 0, 7/2, 9/2), (0, 0, 0, 6)]
[(1/2, 1/306, 22/51, 265/153), (0, 1/153, 37/102, 7639/306), (0, 0, 1/2, 59/2), (0, 0, 0, 51)]
[(1/2, 1/450, 13/75, 11308/225), (0, 1/225, 26/75, 5741/225), (0, 0, 1/2, 89/2), (0, 0, 0, 75)]
[(1/2, 0, 1/4, 61/4), (0, 1/144, 17/96, 2779/288), (0, 0, 1/2, 61/2), (0, 0, 0, 48)]
[(1/2, 0, 1, 5/2), (0, 1/156, 101/52, 973/78), (0, 0, 2, 5), (0, 0, 0, 13)]
[(1/2, 1/498, 5/83, 1069/249), (0, 1/249, 10/83, 2138/249), (0, 0, 1/2, 125/2), (0, 0, 0, 83)]
[(1/2, 0, 1/4, 19/4), (0, 1/66, 13/44, 745/132), (0, 0, 1/2, 19/2), (0, 0, 0, 22)]
[(1/2, 0, 1/4, 341/4), (0, 1/282, 73/188, 7651/564), (0, 0, 1/2, 153/2), (0, 0, 0, 94)]
[(1/2, 0, 0, 27/2), (0, 1/162, 11/54, 706/81), (0, 0, 1, 2), (0, 0, 0, 27)]
[(1/2, 1/510, 8/17, 14539/255), (0, 1/255, 15/34, 39031/510), (0, 0, 1/2, 75/2), (0, 0, 0, 85)]
[(1/2, 1/426, 57/142, 5219/426), (0, 1/213, 43/142, 19597/426), (0, 0, 1/2, 99/2), (0, 0, 0, 71)]
[(1/2, 0, 0, 5/2), (0, 1/210, 101/70, 19/15), (0, 0, 7, 3), (0, 0, 0, 5)]
[(1/2, 0, 1/4, 195/4), (0, 1/264, 9/176, 27613/528), (0, 0, 1/2, 19/2), (0, 0, 0, 88)]
[(1/2, 1/462, 15/77, 15502/231), (0, 1/231, 30/77, 13217/231), (0, 0, 1/2, 61/2), (0, 0, 0, 77)]
[(1/2, 0, 1/4, 35/4), (0, 1/72, 1/48, 1429/144), (0, 0, 1/2, 35/2), (0, 0, 0, 24)]
[(1/2, 0, 0, 25/2), (0, 1/150, 29/50, 1672/75), (0, 0, 1, 9), (0, 0, 0, 25)]
