[(1/2, 0, 0, 13/2), (0, 1/182, 1/2, 388/91), (0, 0, 1, 0), (0, 0, 0, 13)]
[(1/2, 1/406, 0, 1746/203), (0, 1/203, 0, 3492/203), (0, 0, 1/2, 29/2), (0, 0, 0, 29)]
[(1/2, 0, 0, 13/2), (0, 1/182, 1/2, 626/91), (0, 0, 1, 0), (0, 0, 0, 13)]
[(1/2, 1/602, 0, 3720/301), (0, 1/301, 0, 7440/301), (0, 0, 1/2, 43/2), (0, 0, 0, 43)]
[(1/2, 1/518, 0, 4014/259), (0, 1/259, 0, 8028/259), (0, 0, 1/2, 37/2), (0, 0, 0, 37)]
[(1/2, 1/518, 0, 2831/259), (0, 1/259, 0, 5662/259), (0, 0, 1/2, 37/2), (0, 0, 0, 37)]
[(1/2, 1/98, 0, 115/49), (0, 1/49, 0, 230/49), (0, 0, 1/2, 7/2), (0, 0, 0, 7)]
[(1/2, 1/966, 59/138, 3527/966), (0, 1/483, 49/138, 48109/966), (0, 0, 1/2, 53/2), (0, 0, 0, 69)]
[(1/2, 0, 0, 29/2), (0, 1/406, 1/2, 3300/203), (0, 0, 1, 0), (0, 0, 0, 29)]
[(1/2, 0, 2, 13/2), (0, 1/448, 27/64, 761/112), (0, 0, 4, 5), (0, 0, 0, 8)]
[(1/2, 1/826, 0, 8655/413), (0, 1/413, 0, 17310/413), (0, 0, 1/2, 59/2), (0, 0, 0, 59)]
[(1/2, 1/406, 0, 3300/203), (0, 1/203, 0, 713/203), (0, 0, 1/2, 29/2), (0, 0, 0, 29)]
[(1/2, 1/434, 0, 1585/217), (0, 1/217, 0, 3170/217), (0, 0, 1/2, 31/2), (0, 0, 0, 31)]
[(1/2, 1/574, 0, 6723/287), (0, 1/287, 0, 1679/287), (0, 0, 1/2, 41/2), (0, 0, 0, 41)]
[(1/2, 0, 0, 7/2), (0, 1/98, 1/2, 115/49), (0, 0, 1, 0), (0, 0, 0, 7)]
[(1/2, 0, 0, 3/2), (0, 1/420, 403/60, 8/21), (0, 0, 10, 2), (0, 0, 0, 3)]
[(1/2, 0, 0, 1/2), (0, 1/14, 1/2, 3/7), (0, 0, 1, 0), (0, 0, 0, 1)]
[(1/2, 1/742, 0, 13037/371), (0, 1/371, 0, 6411/371), (0, 0, 1/2, 53/2), (0, 0, 0, 53)]
[(1/2, 1/686, 0, 6975/343), (0, 1/343, 0, 13950/343), (0, 0, 1/2, 49/2), (0, 0, 0, 49)]
[(1/2, 0, 0, 29/2), (0, 1/406, 1/2, 1746/203), (0, 0, 1, 0), (0, 0, 0, 29)]
[(1/2, 1/574, 0, 3363/287), (0, 1/287, 0, 6726/287), (0, 0, 1/2, 41/2), (0, 0, 0, 41)]
[(1/2, 1/602, 0, 7374/301), (0, 1/301, 0, 1805/301), (0, 0, 1/2, 43/2), (0, 0, 0, 43)]
