[(1/2, 1/6, 0, 1/3), (0, 1/3, 0, 2/3), (0, 0, 1/2, 1/2), (0, 0, 0, 1)]
[(1/2, 1/30, 0, 28/15), (0, 1/15, 0, 56/15), (0, 0, 1/2, 5/2), (0, 0, 0, 5)]
[(1/2, 1/198, 0, 2842/99), (0, 1/99, 0, 2417/99), (0, 0, 1/2, 33/2), (0, 0, 0, 33)]
[(1/2, 0, 1/4, 43/4), (0, 1/66, 3/44, 487/132), (0, 0, 1/2, 43/2), (0, 0, 0, 22)]
[(1/2, 1/270, 0, 2572/135), (0, 1/135, 0, 5144/135), (0, 0, 1/2, 45/2), (0, 0, 0, 45)]
[(1/2, 0, 1/4, 67/4), (0, 1/102, 21/68, 3625/204), (0, 0, 1/2, 67/2), (0, 0, 0, 34)]
[(1/2, 1/30, 3/10, 53/30), (0, 1/15, 1/10, 121/30), (0, 0, 1/2, 9/2), (0, 0, 0, 5)]
[(1/2, 0, 0, 11/2), (0, 1/66, 1/2, 304/33), (0, 0, 1, 0), (0, 0, 0, 11)]
[(1/2, 0, 1/4, 19/4), (0, 1/30, 1/20, 421/60), (0, 0, 1/2, 19/2), (0, 0, 0, 10)]
[(1/2, 0, 1/4, 219/4), (0, 1/210, 29/140, 27289/420), (0, 0, 1/2, 79/2), (0, 0, 0, 70)]
[(1/2, 1/426, 33/71, 2665/213), (0, 1/213, 61/142, 10447/426), (0, 0, 1/2, 1/2), (0, 0, 0, 71)]
[(1/2, 1/270, 0, 628/135), (0, 1/135, 0, 1256/135), (0, 0, 1/2, 45/2), (0, 0, 0, 45)]
[(1/2, 1/330, 9/55, 5179/165), (0, 1/165, 18/55, 1283/165), (0, 0, 1/2, 109/2), (0, 0, 0, 55)]
[(1/2, 1/306, 49/102, 7193/306), (0, 1/153, 47/102, 14233/306), (0, 0, 1/2, 1/2), (0, 0, 0, 51)]
[(1/2, 0, 1/4, 99/4), (0, 1/246, 25/164, 39373/492), (0, 0, 1/2, 99/2), (0, 0, 0, 82)]
[(1/2, 0, 1/4, 61/4), (0, 1/90, 29/60, 1111/180), (0, 0, 1/2, 1/2), (0, 0, 0, 30)]
[(1/2, 1/162, 10/27, 1144/81), (0, 1/81, 13/54, 283/162), (0, 0, 1/2, 53/2), (0, 0, 0, 27)]
[(1/2, 1/306, 19/102, 2837/306), (0, 1/153, 19/51, 2837/153), (0, 0, 1/2, 1/2), (0, 0, 0, 51)]
[(1/2, 0, 1/4, 163/4), (0, 1/216, 59/144, 18967/432), (0, 0, 1/2, 19/2), (0, 0, 0, 72)]
[(1/2, 1/330, 9/55, 871/165), (0, 1/165, 18/55, 1742/165), (0, 0, 1/2, 1/2), (0, 0, 0, 55)]
[(1/2, 1/66, 2/11, 112/33), (0, 1/33, 4/11, 224/33), (0, 0, 1/2, 21/2), (0, 0, 0, 11)]
[(1/2, 0, 1/4, 13/4), (0, 1/18, 5/12, 175/36), (0, 0, 1/2, 1/2), (0, 0, 0, 6)]
[(1/2, 1/54, 0, 142/27), (0, 1/27, 0, 41/27), (0, 0, 1/2, 9/2), (0, 0, 0, 9)]
[(1/2, 0, 0, 25/2), (0, 1/150, 1/2, 553/75), (0, 0, 1, 0), (0, 0, 0, 25)]
[(1/2, 0, 0, 9/2), (0, 1/54, 1/2, 142/27), (0, 0, 1, 0), (0, 0, 0, 9)]
[(1/2, 1/66, 7/22, 227/66), (0, 1/33, 3/22, 487/66), (0, 0, 1/2, 21/2), (0, 0, 0, 11)]
[(1/2, 1/450, 0, 8053/225), (0, 1/225, 0, 16106/225), (0, 0, 1/2, 75/2), (0, 0, 0, 75)]
[(1/2, 1/90, 0, 547/45), (0, 1/45, 0, 419/45), (0, 0, 1/2, 15/2), (0, 0, 0, 15)]
[(1/2, 1/102, 1/17, 52/51), (0, 1/51, 2/17, 104/51), (0, 0, 1/2, 33/2), (0, 0, 0, 17)]
[(1/2, 1/318, 31/106, 4589/318), (0, 1/159, 9/106, 9337/318), (0, 0, 1/2, 105/2), (0, 0, 0, 53)]
[(1/2, 1/90, 13/30, 227/90), (0, 1/45, 11/30, 409/90), (0, 0, 1/2, 1/2), (0, 0, 0, 15)]
[(1/2, 0, 1/4, 99/4), (0, 1/150, 31/100, 9331/300), (0, 0, 1/2, 99/2), (0, 0, 0, 50)]
[(1/2, 0, 0, 33/2), (0, 1/198, 1/2, 304/99), (0, 0, 1, 0), (0, 0, 0, 33)]
[(1/2, 0, 1/4, 51/4), (0, 1/228, 39/152, 17059/456), (0, 0, 1/2, 51/2), (0, 0, 0, 76)]
[(1/2, 1/330, 0, 1753/165), (0, 1/165, 0, 3506/165), (0, 0, 1/2, 55/2), (0, 0, 0, 55)]
[(1/2, 1/258, 7/86, 7403/258), (0, 1/129, 7/43, 1856/129), (0, 0, 1/2, 85/2), (0, 0, 0, 43)]
[(1/2, 0, 1/4, 67/4), (0, 1/102, 13/68, 5521/204), (0, 0, 1/2, 67/2), (0, 0, 0, 34)]
[(1/2, 0, 1/4, 61/4), (0, 1/90, 11/60, 409/180), (0, 0, 1/2, 1/2), (0, 0, 0, 30)]
[(1/2, 0, 1/4, 109/4), (0, 1/162, 41/108, 4819/324), (0, 0, 1/2, 1/2), (0, 0, 0, 54)]
[(1/2, 0, 1/4, 19/4), (0, 1/30, 9/20, 349/60), (0, 0, 1/2, 19/2), (0, 0, 0, 10)]
[(1/2, 1/198, 0, 304/99), (0, 1/99, 0, 608/99), (0, 0, 1/2, 33/2), (0, 0, 0, 33)]
[(1/2, 1/150, 11/25, 514/75), (0, 1/75, 19/50, 1981/150), (0, 0, 1/2, 1/2), (0, 0, 0, 25)]
[(1/2, 0, 0, 39/2), (0, 1/234, 35/78, 1135/117), (0, 0, 1, 20), (0, 0, 0, 39)]
[(1/2, 1/18, 1/6, 29/18), (0, 1/9, 1/3, 2/9), (0, 0, 1/2, 1/2), (0, 0, 0, 3)]
[(1/2, 0, 1/4, 5/4), (0, 1/6, 1/4, 19/12), (0, 0, 1/2, 1/2), (0, 0, 0, 2)]
[(1/2, 1/102, 0, 172/51), (0, 1/51, 0, 344/51), (0, 0, 1/2, 17/2), (0, 0, 0, 17)]
[(1/2, 1/150, 3/50, 1547/150), (0, 1/75, 3/25, 1547/75), (0, 0, 1/2, 1/2), (0, 0, 0, 25)]
[(1/2, 1/258, 0, 7/129), (0, 1/129, 0, 14/129), (0, 0, 1/2, 43/2), (0, 0, 0, 43)]
[(1/2, 0, 0, 33/2), (0, 1/198, 1/2, 2842/99), (0, 0, 1, 0), (0, 0, 0, 33)]
[(1/2, 1/486, 10/81, 7705/243), (0, 1/243, 20/81, 15410/243), (0, 0, 1/2, 161/2), (0, 0, 0, 81)]
[(1/2, 1/318, 31/106, 6647/318), (0, 1/159, 9/106, 13135/318), (0, 0, 1/2, 1/2), (0, 0, 0, 53)]
[(1/2, 1/330, 0, 4297/165), (0, 1/165, 0, 8594/165), (0, 0, 1/2, 55/2), (0, 0, 0, 55)]
[(1/2, 1/330, 3/110, 13253/330), (0, 1/165, 3/55, 4178/165), (0, 0, 1/2, 29/2), (0, 0, 0, 55)]
[(1/2, 1/414, 35/138, 5915/414), (0, 1/207, 1/138, 21973/414), (0, 0, 1/2, 89/2), (0, 0, 0, 69)]
[(1/2, 1/426, 39/142, 25001/426), (0, 1/213, 7/142, 10597/426), (0, 0, 1/2, 43/2), (0, 0, 0, 71)]
[(1/2, 1/198, 5/11, 1924/99), (0, 1/99, 9/22, 6211/198), (0, 0, 1/2, 15/2), (0, 0, 0, 33)]
[(1/2, 0, 1, 23/2), (0, 1/156, 63/52, 463/78), (0, 0, 2, 10), (0, 0, 0, 13)]
[(1/2, 0, 1/4, 235/4), (0, 1/198, 5/132, 24097/396), (0, 0, 1/2, 103/2), (0, 0, 0, 66)]
[(1/2, 1/282, 27/94, 1937/282), (0, 1/141, 7/94, 10219/282), (0, 0, 1/2, 49/2), (0, 0, 0, 47)]
[(1/2, 1/294, 16/49, 3697/147), (0, 1/147, 15/98, 3763/294), (0, 0, 1/2, 75/2), (0, 0, 0, 49)]
[(1/2, 0, 1/4, 61/4), (0, 1/168, 27/112, 17545/336), (0, 0, 1/2, 61/2), (0, 0, 0, 56)]
[(1/2, 1/282, 33/94, 8195/282), (0, 1/141, 19/94, 4969/282), (0, 0, 1/2, 81/2), (0, 0, 0, 47)]
[(1/2, 0, 1/4, 173/4), (0, 1/162, 1/108, 8851/324), (0, 0, 1/2, 65/2), (0, 0, 0, 54)]
[(1/2, 1/90, 4/15, 406/45), (0, 1/45, 1/30, 1129/90), (0, 0, 1/2, 11/2), (0, 0, 0, 15)]
[(1/2, 1/354, 6/59, 10222/177), (0, 1/177, 12/59, 10001/177), (0, 0, 1/2, 35/2), (0, 0, 0, 59)]
[(1/2, 0, 1/4, 83/4), (0, 1/156, 43/104, 7/312), (0, 0, 1/2, 83/2), (0, 0, 0, 52)]
[(1/2, 0, 1/4, 29/4), (0, 1/132, 39/88, 1789/264), (0, 0, 1/2, 29/2), (0, 0, 0, 44)]
[(1/2, 1/414, 13/46, 7871/414), (0, 1/207, 3/46, 217/414), (0, 0, 1/2, 75/2), (0, 0, 0, 69)]
[(1/2, 0, 1/4, 181/4), (0, 1/150, 1/100, 9979/300), (0, 0, 1/2, 81/2), (0, 0, 0, 50)]
[(1/2, 1/306, 13/34, 10679/306), (0, 1/153, 9/34, 2539/306), (0, 0, 1/2, 21/2), (0, 0, 0, 51)]
[(1/2, 1/414, 29/69, 10900/207), (0, 1/207, 47/138, 4891/414), (0, 0, 1/2, 49/2), (0, 0, 0, 69)]
[(1/2, 0, 1/4, 51/4), (0, 1/150, 19/100, 13231/300), (0, 0, 1/2, 51/2), (0, 0, 0, 50)]
[(1/2, 0, 1/4, 85/4), (0, 1/78, 21/52, 751/156), (0, 0, 1/2, 33/2), (0, 0, 0, 26)]
[(1/2, 1/390, 1/65, 7834/195), (0, 1/195, 2/65, 2993/195), (0, 0, 1/2, 21/2), (0, 0, 0, 65)]
[(1/2, 0, 1/4, 51/4), (0, 1/210, 69/140, 28081/420), (0, 0, 1/2, 51/2), (0, 0, 0, 70)]
[(1/2, 0, 0, 27/2), (0, 1/162, 17/18, 1708/81), (0, 0, 1, 6), (0, 0, 0, 27)]
[(1/2, 1/150, 1/25, 709/75), (0, 1/75, 2/25, 1418/75), (0, 0, 1/2, 11/2), (0, 0, 0, 25)]
[(1/2, 0, 11/4, 1/4), (0, 1/66, 67/44, 5/12), (0, 0, 11/2, 1/2), (0, 0, 0, 2)]
[(1/2, 0, 1/4, 213/4), (0, 1/222, 29/148, 5767/444), (0, 0, 1/2, 65/2), (0, 0, 0, 74)]
