[(1/2, 1/6, 0, 1/3), (0, 1/3, 0, 2/3), (0, 0, 1/2, 1/2), (0, 0, 0, 1)]
[(1/2, 1/150, 3/25, 1147/75), (0, 1/75, 6/25, 419/75), (0, 0, 1/2, 1/2), (0, 0, 0, 25)]
[(1/2, 1/270, 7/45, 1267/135), (0, 1/135, 14/45, 2534/135), (0, 0, 1/2, 89/2), (0, 0, 0, 45)]
[(1/2, 0, 1/4, 91/4), (0, 1/138, 3/92, 10399/276), (0, 0, 1/2, 91/2), (0, 0, 0, 46)]
[(1/2, 1/330, 31/110, 13169/330), (0, 1/165, 7/110, 8023/330), (0, 0, 1/2, 1/2), (0, 0, 0, 55)]
[(1/2, 0, 0, 25/2), (0, 1/150, 1/2, 1819/75), (0, 0, 1, 0), (0, 0, 0, 25)]
[(1/2, 1/30, 0, 31/15), (0, 1/15, 0, 62/15), (0, 0, 1/2, 5/2), (0, 0, 0, 5)]
[(1/2, 0, 1/4, 45/4), (0, 1/66, 7/44, 37/132), (0, 0, 1/2, 1/2), (0, 0, 0, 22)]
[(1/2, 0, 1/4, 149/4), (0, 1/222, 1/148, 21163/444), (0, 0, 1/2, 1/2), (0, 0, 0, 74)]
[(1/2, 0, 0, 35/2), (0, 1/210, 5/14, 1756/105), (0, 0, 1, 30), (0, 0, 0, 35)]
[(1/2, 0, 0, 15/2), (0, 1/90, 1/2, 31/45), (0, 0, 1, 0), (0, 0, 0, 15)]
[(1/2, 0, 1/4, 45/4), (0, 1/66, 15/44, 997/132), (0, 0, 1/2, 1/2), (0, 0, 0, 22)]
[(1/2, 1/366, 0, 2434/183), (0, 1/183, 0, 4868/183), (0, 0, 1/2, 61/2), (0, 0, 0, 61)]
[(1/2, 1/90, 11/30, 491/90), (0, 1/45, 7/30, 1027/90), (0, 0, 1/2, 29/2), (0, 0, 0, 15)]
[(1/2, 1/330, 0, 244/165), (0, 1/165, 0, 488/165), (0, 0, 1/2, 55/2), (0, 0, 0, 55)]
[(1/2, 1/306, 4/51, 2707/153), (0, 1/153, 8/51, 5414/153), (0, 0, 1/2, 101/2), (0, 0, 0, 51)]
[(1/2, 1/330, 0, 6169/165), (0, 1/165, 0, 3263/165), (0, 0, 1/2, 55/2), (0, 0, 0, 55)]
[(1/2, 0, 1/4, 125/4), (0, 1/186, 37/124, 2815/372), (0, 0, 1/2, 1/2), (0, 0, 0, 62)]
[(1/2, 1/354, 45/118, 17183/354), (0, 1/177, 31/118, 13303/354), (0, 0, 1/2, 1/2), (0, 0, 0, 59)]
[(1/2, 0, 0, 5/2), (0, 1/30, 1/2, 31/15), (0, 0, 1, 0), (0, 0, 0, 5)]
[(1/2, 1/66, 0, 244/33), (0, 1/33, 0, 125/33), (0, 0, 1/2, 11/2), (0, 0, 0, 11)]
[(1/2, 0, 0, 5/2), (0, 1/210, 461/70, 31/15), (0, 0, 7, 2), (0, 0, 0, 5)]
[(1/2, 1/186, 0, 2260/93), (0, 1/93, 0, 1637/93), (0, 0, 1/2, 31/2), (0, 0, 0, 31)]
[(1/2, 1/270, 2/45, 5668/135), (0, 1/135, 4/45, 5261/135), (0, 0, 1/2, 1/2), (0, 0, 0, 45)]
[(1/2, 0, 1, 15/2), (0, 1/204, 9/68, 13/102), (0, 0, 2, 15), (0, 0, 0, 17)]
