[(1/2, 1/646, 0, 443/323), (0, 1/323, 0, 886/323), (0, 0, 1/2, 17/2), (0, 0, 0, 17)]
[(1/2, 1/1482, 5/39, 12052/741), (0, 1/741, 10/39, 24104/741), (0, 0, 1/2, 73/2), (0, 0, 0, 39)]
[(1/2, 1/646, 0, 424/323), (0, 1/323, 0, 848/323), (0, 0, 1/2, 17/2), (0, 0, 0, 17)]
[(1/2, 1/38, 0, 6/19), (0, 1/19, 0, 12/19), (0, 0, 1/2, 1/2), (0, 0, 0, 1)]
[(1/2, 1/1482, 103/78, 17/114), (0, 1/741, 103/39, 17/57), (0, 0, 13/2, 1/2), (0, 0, 0, 3)]
[(1/2, 1/1406, 5/37, 538/703), (0, 1/703, 10/37, 1076/703), (0, 0, 1/2, 9/2), (0, 0, 0, 37)]
[(1/2, 0, 0, 9/2), (0, 1/342, 13/18, 785/171), (0, 0, 1, 8), (0, 0, 0, 9)]
[(1/2, 0, 0, 17/2), (0, 1/646, 1/2, 443/323), (0, 0, 1, 0), (0, 0, 0, 17)]
[(1/2, 0, 1/4, 77/4), (0, 1/570, 13/60, 11671/1140), (0, 0, 1/2, 17/2), (0, 0, 0, 30)]
[(1/2, 0, 0, 1/2), (0, 1/38, 1/2, 6/19), (0, 0, 1, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/4, 123/4), (0, 1/608, 27/64, 23071/1216), (0, 0, 1/2, 59/2), (0, 0, 0, 32)]
[(1/2, 0, 1/4, 69/4), (0, 1/418, 3/44, 4641/836), (0, 0, 1/2, 25/2), (0, 0, 0, 22)]
[(1/2, 1/950, 7/25, 6979/475), (0, 1/475, 3/50, 19841/950), (0, 0, 1/2, 17/2), (0, 0, 0, 25)]
[(1/2, 0, 7/4, 13/4), (0, 1/532, 191/56, 549/152), (0, 0, 7/2, 5/2), (0, 0, 0, 4)]
[(1/2, 0, 1/4, 37/4), (0, 1/342, 1/36, 6731/684), (0, 0, 1/2, 1/2), (0, 0, 0, 18)]
[(1/2, 0, 1/4, 77/4), (0, 1/570, 7/60, 32989/1140), (0, 0, 1/2, 17/2), (0, 0, 0, 30)]
[(1/2, 1/646, 7/34, 2691/646), (0, 1/323, 7/17, 2691/323), (0, 0, 1/2, 19/2), (0, 0, 0, 17)]
[(1/2, 0, 1/4, 77/4), (0, 1/494, 23/52, 20069/988), (0, 0, 1/2, 25/2), (0, 0, 0, 26)]
[(1/2, 0, 1/4, 37/4), (0, 1/228, 11/24, 4945/456), (0, 0, 1/2, 13/2), (0, 0, 0, 12)]
[(1/2, 0, 1, 11/2), (0, 1/608, 31/32, 2115/304), (0, 0, 2, 3), (0, 0, 0, 8)]
[(1/2, 0, 0, 17/2), (0, 1/646, 1/34, 3958/323), (0, 0, 1, 3), (0, 0, 0, 17)]
[(1/2, 1/798, 17/42, 8201/798), (0, 1/399, 13/42, 4831/798), (0, 0, 1/2, 29/2), (0, 0, 0, 21)]
[(1/2, 0, 1/4, 43/4), (0, 1/304, 9/32, 613/608), (0, 0, 1/2, 11/2), (0, 0, 0, 16)]
[(1/2, 1/570, 7/15, 4129/285), (0, 1/285, 13/30, 3121/570), (0, 0, 1/2, 17/2), (0, 0, 0, 15)]
[(1/2, 0, 1, 7/2), (0, 1/456, 1/24, 557/228), (0, 0, 2, 1), (0, 0, 0, 6)]
[(1/2, 0, 1/4, 59/4), (0, 1/342, 7/36, 5971/684), (0, 0, 1/2, 23/2), (0, 0, 0, 18)]
[(1/2, 0, 1, 5/2), (0, 1/228, 17/12, 215/114), (0, 0, 2, 2), (0, 0, 0, 3)]
[(1/2, 0, 0, 15/2), (0, 1/570, 1/30, 3806/285), (0, 0, 1, 2), (0, 0, 0, 15)]
[(1/2, 1/418, 4/11, 804/209), (0, 1/209, 5/22, 1753/418), (0, 0, 1/2, 7/2), (0, 0, 0, 11)]
[(1/2, 0, 1/4, 13/4), (0, 1/342, 7/36, 9581/684), (0, 0, 1/2, 13/2), (0, 0, 0, 18)]
[(1/2, 0, 7, 1/2), (0, 1/532, 169/28, 9/38), (0, 0, 14, 0), (0, 0, 0, 1)]
