[(1/2, 0, 0, 17/2), (0, 1/374, 1/2, 1743/187), (0, 0, 1, 0), (0, 0, 0, 17)]
[(1/2, 0, 0, 11/2), (0, 1/242, 1/2, 5/121), (0, 0, 1, 0), (0, 0, 0, 11)]
[(1/2, 1/418, 0, 159/209), (0, 1/209, 0, 318/209), (0, 0, 1/2, 19/2), (0, 0, 0, 19)]
[(1/2, 1/22, 0, 5/11), (0, 1/11, 0, 10/11), (0, 0, 1/2, 1/2), (0, 0, 0, 1)]
[(1/2, 0, 1, 11/2), (0, 1/616, 29/56, 1237/308), (0, 0, 2, 11), (0, 0, 0, 14)]
[(1/2, 1/902, 0, 17803/451), (0, 1/451, 0, 17115/451), (0, 0, 1/2, 41/2), (0, 0, 0, 41)]
[(1/2, 0, 0, 1/2), (0, 1/22, 1/2, 5/11), (0, 0, 1, 0), (0, 0, 0, 1)]
[(1/2, 0, 0, 13/2), (0, 1/286, 1/2, 1006/143), (0, 0, 1, 0), (0, 0, 0, 13)]
[(1/2, 1/946, 0, 16065/473), (0, 1/473, 0, 11791/473), (0, 0, 1/2, 43/2), (0, 0, 0, 43)]
[(1/2, 1/638, 0, 8596/319), (0, 1/319, 0, 7941/319), (0, 0, 1/2, 29/2), (0, 0, 0, 29)]
[(1/2, 0, 0, 17/2), (0, 1/374, 31/34, 16/187), (0, 0, 1, 7), (0, 0, 0, 17)]
[(1/2, 1/242, 0, 5/121), (0, 1/121, 0, 10/121), (0, 0, 1/2, 11/2), (0, 0, 0, 11)]
[(1/2, 1/418, 0, 2007/209), (0, 1/209, 0, 43/209), (0, 0, 1/2, 19/2), (0, 0, 0, 19)]
[(1/2, 1/374, 0, 280/187), (0, 1/187, 0, 560/187), (0, 0, 1/2, 17/2), (0, 0, 0, 17)]
[(1/2, 0, 1/4, 23/4), (0, 1/616, 5/112, 3837/1232), (0, 0, 1/2, 23/2), (0, 0, 0, 56)]
[(1/2, 1/682, 0, 16/341), (0, 1/341, 0, 32/341), (0, 0, 1/2, 31/2), (0, 0, 0, 31)]
[(1/2, 1/682, 0, 7672/341), (0, 1/341, 0, 4773/341), (0, 0, 1/2, 31/2), (0, 0, 0, 31)]
[(1/2, 1/374, 0, 1743/187), (0, 1/187, 0, 307/187), (0, 0, 1/2, 17/2), (0, 0, 0, 17)]
[(1/2, 0, 1/4, 207/4), (0, 1/682, 5/124, 65085/1364), (0, 0, 1/2, 83/2), (0, 0, 0, 62)]
[(1/2, 0, 0, 19/2), (0, 1/418, 1/2, 2007/209), (0, 0, 1, 0), (0, 0, 0, 19)]
[(1/2, 0, 0, 13/2), (0, 1/286, 1/2, 346/143), (0, 0, 1, 0), (0, 0, 0, 13)]
[(1/2, 1/638, 0, 2337/319), (0, 1/319, 0, 4674/319), (0, 0, 1/2, 29/2), (0, 0, 0, 29)]
[(1/2, 1/286, 0, 1006/143), (0, 1/143, 0, 153/143), (0, 0, 1/2, 13/2), (0, 0, 0, 13)]
[(1/2, 0, 9/4, 15/4), (0, 1/396, 319/72, 287/88), (0, 0, 9/2, 7/2), (0, 0, 0, 4)]
[(1/2, 0, 1/4, 33/4), (0, 1/682, 17/124, 17367/1364), (0, 0, 1/2, 33/2), (0, 0, 0, 62)]
[(1/2, 0, 1, 5/2), (0, 1/484, 19/44, 1633/242), (0, 0, 2, 5), (0, 0, 0, 11)]
[(1/2, 1/286, 0, 346/143), (0, 1/143, 0, 692/143), (0, 0, 1/2, 13/2), (0, 0, 0, 13)]
[(1/2, 1/814, 0, 4207/407), (0, 1/407, 0, 8414/407), (0, 0, 1/2, 37/2), (0, 0, 0, 37)]
[(1/2, 1/902, 23/82, 8865/902), (0, 1/451, 5/82, 35319/902), (0, 0, 1/2, 43/2), (0, 0, 0, 41)]
[(1/2, 1/946, 17/86, 30557/946), (0, 1/473, 17/43, 10218/473), (0, 0, 1/2, 79/2), (0, 0, 0, 43)]
[(1/2, 1/682, 7/62, 12319/682), (0, 1/341, 7/31, 1748/341), (0, 0, 1/2, 33/2), (0, 0, 0, 31)]
[(1/2, 0, 1/4, 7/4), (0, 1/88, 7/16, 383/176), (0, 0, 1/2, 7/2), (0, 0, 0, 8)]
[(1/2, 0, 1, 5/2), (0, 1/308, 51/28, 225/154), (0, 0, 2, 5), (0, 0, 0, 7)]
[(1/2, 0, 1/4, 7/4), (0, 1/352, 7/64, 13055/704), (0, 0, 1/2, 7/2), (0, 0, 0, 32)]
[(1/2, 0, 1, 23/2), (0, 1/616, 51/56, 951/308), (0, 0, 2, 9), (0, 0, 0, 14)]
[(1/2, 1/682, 4/31, 4471/341), (0, 1/341, 8/31, 8942/341), (0, 0, 1/2, 57/2), (0, 0, 0, 31)]
[(1/2, 1/726, 43/66, 1921/242), (0, 1/363, 43/33, 590/121), (0, 0, 3/2, 19/2), (0, 0, 0, 11)]
[(1/2, 0, 3/4, 5/4), (0, 1/132, 23/24, 69/88), (0, 0, 3/2, 5/2), (0, 0, 0, 4)]
[(1/2, 1/726, 10/33, 449/121), (0, 1/363, 20/33, 898/121), (0, 0, 3/2, 5/2), (0, 0, 0, 11)]
[(1/2, 1/814, 13/37, 8178/407), (0, 1/407, 15/74, 7885/814), (0, 0, 1/2, 61/2), (0, 0, 0, 37)]
[(1/2, 1/858, 2/3, 735/143), (0, 1/429, 4/3, 1470/143), (0, 0, 3/2, 13/2), (0, 0, 0, 13)]
[(1/2, 1/1122, 79/102, 513/374), (0, 1/561, 5/102, 3831/374), (0, 0, 3/2, 19/2), (0, 0, 0, 17)]
[(1/2, 0, 1/4, 25/4), (0, 1/374, 7/68, 11625/748), (0, 0, 1/2, 25/2), (0, 0, 0, 34)]
[(1/2, 0, 1/4, 103/4), (0, 1/308, 23/56, 10767/616), (0, 0, 1/2, 47/2), (0, 0, 0, 28)]
[(1/2, 0, 1, 23/2), (0, 1/616, 93/56, 3877/308), (0, 0, 2, 9), (0, 0, 0, 14)]
