[(1/2, 0, 39/2, 0), (0, 1/78, 20/39, 1/2), (0, 0, 39, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 30), (0, 1/64, 15/16, 1263/64), (0, 0, 1, 28), (0, 0, 0, 32)]
[(1/2, 0, 1/2, 0), (0, 1/12, 0, 23/12), (0, 0, 1, 0), (0, 0, 0, 6)]
[(1/2, 0, 23/2, 0), (0, 1/46, 157/23, 1/2), (0, 0, 23, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 0), (0, 1/48, 0, 761/48), (0, 0, 1, 0), (0, 0, 0, 24)]
[(1/2, 0, 1/2, 6), (0, 1/24, 1/2, 49/24), (0, 0, 1, 0), (0, 0, 0, 12)]
[(1/2, 0, 1/2, 0), (0, 1/54, 0, 1031/54), (0, 0, 1, 0), (0, 0, 0, 27)]
[(1/2, 0, 1/2, 12), (0, 1/48, 1/2, 985/48), (0, 0, 1, 0), (0, 0, 0, 24)]
[(1/2, 0, 9/2, 0), (0, 1/18, 11/9, 1/2), (0, 0, 9, 0), (0, 0, 0, 1)]
[(1/2, 0, 15/2, 0), (0, 1/60, 109/15, 1/4), (0, 0, 15, 0), (0, 0, 0, 2)]
[(1/2, 0, 29/2, 0), (0, 1/58, 451/29, 1/2), (0, 0, 29, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 0), (0, 1/30, 0, 311/30), (0, 0, 1, 0), (0, 0, 0, 15)]
[(1/2, 0, 1/2, 0), (0, 1/4, 0, 7/4), (0, 0, 1, 0), (0, 0, 0, 2)]
[(1/2, 0, 1/2, 0), (0, 1/60, 0, 689/60), (0, 0, 1, 0), (0, 0, 0, 30)]
[(1/2, 0, 1/2, 0), (0, 1/6, 0, 5/6), (0, 0, 1, 0), (0, 0, 0, 3)]
[(1/2, 0, 1/2, 0), (0, 1/46, 0, 843/46), (0, 0, 1, 0), (0, 0, 0, 23)]
[(1/2, 0, 13/2, 0), (0, 1/26, 149/13, 1/2), (0, 0, 13, 0), (0, 0, 0, 1)]
