[(1/2, 0, 0, 35/2), (0, 1/490, 39/70, 132/245), (0, 0, 1, 9), (0, 0, 0, 35)]
[(1/2, 1/266, 0, 1588/133), (0, 1/133, 0, 649/133), (0, 0, 1/2, 19/2), (0, 0, 0, 19)]
[(1/2, 0, 0, 7/2), (0, 1/98, 1/2, 167/49), (0, 0, 1, 0), (0, 0, 0, 7)]
[(1/2, 0, 0, 15/2), (0, 1/420, 71/60, 479/105), (0, 0, 2, 13), (0, 0, 0, 15)]
[(1/2, 0, 0, 29/2), (0, 1/406, 1/2, 3793/203), (0, 0, 1, 0), (0, 0, 0, 29)]
[(1/2, 0, 0, 27/2), (0, 1/378, 5/54, 4031/189), (0, 0, 1, 25), (0, 0, 0, 27)]
[(1/2, 1/406, 0, 3793/203), (0, 1/203, 0, 1699/203), (0, 0, 1/2, 29/2), (0, 0, 0, 29)]
[(1/2, 0, 0, 1/2), (0, 1/14, 1/2, 6/7), (0, 0, 1, 0), (0, 0, 0, 1)]
[(1/2, 0, 0, 17/2), (0, 1/238, 1/2, 1448/119), (0, 0, 1, 0), (0, 0, 0, 17)]
[(1/2, 1/966, 47/138, 12353/966), (0, 1/483, 25/138, 19393/966), (0, 0, 1/2, 11/2), (0, 0, 0, 69)]
[(1/2, 1/238, 0, 286/119), (0, 1/119, 0, 572/119), (0, 0, 1/2, 17/2), (0, 0, 0, 17)]
[(1/2, 1/238, 0, 1448/119), (0, 1/119, 0, 873/119), (0, 0, 1/2, 17/2), (0, 0, 0, 17)]
[(1/2, 1/266, 0, 2022/133), (0, 1/133, 0, 1517/133), (0, 0, 1/2, 19/2), (0, 0, 0, 19)]
[(1/2, 1/602, 0, 5508/301), (0, 1/301, 0, 11016/301), (0, 0, 1/2, 43/2), (0, 0, 0, 43)]
[(1/2, 1/406, 0, 412/203), (0, 1/203, 0, 824/203), (0, 0, 1/2, 29/2), (0, 0, 0, 29)]
[(1/2, 1/854, 0, 6474/427), (0, 1/427, 0, 12948/427), (0, 0, 1/2, 61/2), (0, 0, 0, 61)]
[(1/2, 1/658, 0, 6327/329), (0, 1/329, 0, 12654/329), (0, 0, 1/2, 47/2), (0, 0, 0, 47)]
[(1/2, 1/518, 0, 2722/259), (0, 1/259, 0, 5444/259), (0, 0, 1/2, 37/2), (0, 0, 0, 37)]
[(1/2, 0, 0, 17/2), (0, 1/238, 1/2, 286/119), (0, 0, 1, 0), (0, 0, 0, 17)]
[(1/2, 0, 0, 3/2), (0, 1/420, 457/60, 2/21), (0, 0, 10, 2), (0, 0, 0, 3)]
[(1/2, 0, 0, 19/2), (0, 1/266, 1/2, 1588/133), (0, 0, 1, 0), (0, 0, 0, 19)]
[(1/2, 1/98, 0, 167/49), (0, 1/49, 0, 334/49), (0, 0, 1/2, 7/2), (0, 0, 0, 7)]
[(1/2, 1/686, 0, 3597/343), (0, 1/343, 0, 7194/343), (0, 0, 1/2, 49/2), (0, 0, 0, 49)]
[(1/2, 1/14, 0, 6/7), (0, 1/7, 0, 5/7), (0, 0, 1/2, 1/2), (0, 0, 0, 1)]
