[(1/2, 1/2294, 0, 23077/1147), (0, 1/1147, 0, 3715/1147), (0, 0, 1/2, 37/2), (0, 0, 0, 37)]
[(1/2, 1/4154, 18/67, 33493/2077), (0, 1/2077, 5/134, 148511/4154), (0, 0, 1/2, 127/2), (0, 0, 0, 67)]
[(1/2, 0, 0, 27/2), (0, 1/1674, 19/54, 17063/837), (0, 0, 1, 23), (0, 0, 0, 27)]
[(1/2, 1/2666, 0, 42390/1333), (0, 1/1333, 0, 27461/1333), (0, 0, 1/2, 43/2), (0, 0, 0, 43)]
[(1/2, 0, 0, 25/2), (0, 1/1550, 1/2, 10119/775), (0, 0, 1, 0), (0, 0, 0, 25)]
[(1/2, 1/2790, 193/90, 2789/558), (0, 1/1395, 161/90, 1951/558), (0, 0, 5/2, 13/2), (0, 0, 0, 9)]
[(1/2, 1/3038, 11/98, 72721/3038), (0, 1/1519, 11/49, 72721/1519), (0, 0, 1/2, 37/2), (0, 0, 0, 49)]
[(1/2, 1/1922, 0, 12258/961), (0, 1/961, 0, 24516/961), (0, 0, 1/2, 31/2), (0, 0, 0, 31)]
[(1/2, 0, 5/8, 61/8), (0, 1/930, 97/120, 2507/744), (0, 0, 5/4, 13/4), (0, 0, 0, 12)]
[(1/2, 1/62, 0, 13/31), (0, 1/31, 0, 26/31), (0, 0, 1/2, 1/2), (0, 0, 0, 1)]
[(1/2, 0, 1/8, 505/8), (0, 1/1116, 11/144, 301021/4464), (0, 0, 1/4, 217/4), (0, 0, 0, 72)]
[(1/2, 1/2046, 7/132, 46831/4092), (0, 1/1023, 7/66, 46831/2046), (0, 0, 1/4, 23/4), (0, 0, 0, 66)]
[(1/2, 1/2046, 13/132, 218509/4092), (0, 1/1023, 13/66, 83473/2046), (0, 0, 1/4, 191/4), (0, 0, 0, 66)]
[(1/2, 0, 0, 5/2), (0, 1/310, 1/2, 106/155), (0, 0, 1, 0), (0, 0, 0, 5)]
[(1/2, 0, 0, 5/2), (0, 1/310, 1/2, 44/155), (0, 0, 1, 0), (0, 0, 0, 5)]
[(1/2, 0, 10, 1/2), (0, 1/1240, 357/40, 23/62), (0, 0, 20, 0), (0, 0, 0, 1)]
[(1/2, 1/1550, 0, 10119/775), (0, 1/775, 0, 863/775), (0, 0, 1/2, 25/2), (0, 0, 0, 25)]
[(1/2, 1/310, 0, 44/155), (0, 1/155, 0, 88/155), (0, 0, 1/2, 5/2), (0, 0, 0, 5)]
[(1/2, 1/4526, 1/73, 22209/2263), (0, 1/2263, 2/73, 44418/2263), (0, 0, 1/2, 103/2), (0, 0, 0, 73)]
[(1/2, 0, 0, 1/2), (0, 1/62, 1/2, 13/31), (0, 0, 1, 0), (0, 0, 0, 1)]
[(1/2, 1/310, 0, 106/155), (0, 1/155, 0, 212/155), (0, 0, 1/2, 5/2), (0, 0, 0, 5)]
[(1/2, 1/2294, 0, 17993/1147), (0, 1/1147, 0, 35986/1147), (0, 0, 1/2, 37/2), (0, 0, 0, 37)]
[(1/2, 0, 0, 31/2), (0, 1/1922, 1/2, 12258/961), (0, 0, 1, 0), (0, 0, 0, 31)]
[(1/2, 1/1550, 0, 8631/775), (0, 1/775, 0, 17262/775), (0, 0, 1/2, 25/2), (0, 0, 0, 25)]
[(1/2, 1/1674, 1/27, 13/837), (0, 1/837, 2/27, 26/837), (0, 0, 1/2, 29/2), (0, 0, 0, 27)]
[(1/2, 1/1550, 3/20, 104801/3100), (0, 1/775, 1/20, 66227/3100), (0, 0, 1/4, 185/4), (0, 0, 0, 50)]
[(1/2, 1/930, 7/30, 371/186), (0, 1/465, 7/15, 371/93), (0, 0, 5/4, 19/4), (0, 0, 0, 6)]
