[(1/2, 0, 1/2, 0), (0, 1/26, 0, 231/26), (0, 0, 1, 0), (0, 0, 0, 13)]
[(1/2, 0, 1/2, 4), (0, 1/16, 1/2, 125/16), (0, 0, 1, 0), (0, 0, 0, 8)]
[(1/2, 0, 1/2, 0), (0, 1/20, 0, 147/20), (0, 0, 1, 0), (0, 0, 0, 10)]
[(1/2, 0, 1/2, 8), (0, 1/32, 1/2, 413/32), (0, 0, 1, 0), (0, 0, 0, 16)]
[(1/2, 0, 13/2, 0), (0, 1/26, 31/13, 1/2), (0, 0, 13, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 0), (0, 1/32, 0, 483/32), (0, 0, 1, 0), (0, 0, 0, 16)]
[(1/2, 0, 17/2, 0), (0, 1/34, 144/17, 1/2), (0, 0, 17, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 0), (0, 1/38, 0, 31/38), (0, 0, 1, 0), (0, 0, 0, 19)]
[(1/2, 0, 1/2, 0), (0, 1/4, 0, 3/4), (0, 0, 1, 0), (0, 0, 0, 2)]
[(1/2, 0, 1/2, 0), (0, 1/34, 0, 1/34), (0, 0, 1, 0), (0, 0, 0, 17)]
[(1/2, 0, 25/2, 0), (0, 1/50, 289/25, 1/2), (0, 0, 25, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 10), (0, 1/58, 1/29, 1621/58), (0, 0, 1, 20), (0, 0, 0, 29)]
[(1/2, 0, 5/2, 0), (0, 1/10, 11/5, 1/2), (0, 0, 5, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 2), (0, 1/8, 1/2, 11/8), (0, 0, 1, 0), (0, 0, 0, 4)]
[(1/2, 0, 19/2, 0), (0, 1/38, 196/19, 1/2), (0, 0, 19, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 0), (0, 1/8, 0, 3/8), (0, 0, 1, 0), (0, 0, 0, 4)]
[(1/2, 0, 29/2, 0), (0, 1/58, 430/29, 1/2), (0, 0, 29, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 0), (0, 1/16, 0, 99/16), (0, 0, 1, 0), (0, 0, 0, 8)]
[(1/2, 0, 1/2, 1), (0, 1/54, 1/27, 269/54), (0, 0, 1, 2), (0, 0, 0, 27)]
[(1/2, 0, 1/2, 0), (0, 1/2, 0, 1/2), (0, 0, 1, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 10), (0, 1/40, 1/2, 747/40), (0, 0, 1, 0), (0, 0, 0, 20)]
[(1/2, 0, 1/2, 0), (0, 1/40, 0, 253/40), (0, 0, 1, 0), (0, 0, 0, 20)]
[(1/2, 0, 1/2, 0), (0, 1/10, 0, 47/10), (0, 0, 1, 0), (0, 0, 0, 5)]
[(1/2, 0, 1/2, 0), (0, 1/40, 0, 797/40), (0, 0, 1, 0), (0, 0, 0, 20)]
[(1/2, 0, 1/2, 0), (0, 1/20, 0, 197/20), (0, 0, 1, 0), (0, 0, 0, 10)]
[(1/2, 0, 1/2, 10), (0, 1/40, 1/2, 597/40), (0, 0, 1, 0), (0, 0, 0, 20)]
[(1/2, 0, 1/2, 0), (0, 1/46, 0, 557/46), (0, 0, 1, 0), (0, 0, 0, 23)]
[(1/2, 0, 23/2, 0), (0, 1/46, 515/23, 1/2), (0, 0, 23, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 0), (0, 1/50, 0, 47/50), (0, 0, 1, 0), (0, 0, 0, 25)]
[(1/2, 0, 5/2, 4), (0, 1/60, 7/15, 49/12), (0, 0, 5, 2), (0, 0, 0, 6)]
[(1/2, 0, 1/2, 5), (0, 1/46, 7/23, 477/46), (0, 0, 1, 10), (0, 0, 0, 23)]
[(1/2, 0, 1/2, 20), (0, 1/48, 5/6, 131/48), (0, 0, 1, 16), (0, 0, 0, 24)]
[(1/2, 0, 1/2, 16), (0, 1/44, 1/11, 213/44), (0, 0, 1, 10), (0, 0, 0, 22)]
[(1/2, 0, 1/2, 8), (0, 1/34, 10/17, 513/34), (0, 0, 1, 16), (0, 0, 0, 17)]
[(1/2, 0, 1/2, 16), (0, 1/44, 1/11, 939/44), (0, 0, 1, 10), (0, 0, 0, 22)]
[(1/2, 0, 1/2, 8), (0, 1/36, 4/9, 395/36), (0, 0, 1, 16), (0, 0, 0, 18)]
