[(1/2, 1/518, 0, 8476/259), (0, 1/259, 0, 7369/259), (0, 0, 1/2, 37/2), (0, 0, 0, 37)]
[(1/2, 1/658, 0, 14678/329), (0, 1/329, 0, 13893/329), (0, 0, 1/2, 47/2), (0, 0, 0, 47)]
[(1/2, 0, 0, 3/2), (0, 1/546, 479/78, 50/21), (0, 0, 13, 1), (0, 0, 0, 3)]
[(1/2, 1/854, 41/122, 44357/854), (0, 1/427, 21/122, 9719/854), (0, 0, 1/2, 63/2), (0, 0, 0, 61)]
[(1/2, 1/154, 0, 601/77), (0, 1/77, 0, 355/77), (0, 0, 1/2, 11/2), (0, 0, 0, 11)]
[(1/2, 1/518, 0, 5214/259), (0, 1/259, 0, 845/259), (0, 0, 1/2, 37/2), (0, 0, 0, 37)]
[(1/2, 1/658, 0, 7412/329), (0, 1/329, 0, 14824/329), (0, 0, 1/2, 47/2), (0, 0, 0, 47)]
[(1/2, 1/322, 0, 629/161), (0, 1/161, 0, 1258/161), (0, 0, 1/2, 23/2), (0, 0, 0, 23)]
[(1/2, 1/686, 0, 12963/343), (0, 1/343, 0, 9119/343), (0, 0, 1/2, 49/2), (0, 0, 0, 49)]
[(1/2, 1/602, 0, 4696/301), (0, 1/301, 0, 9392/301), (0, 0, 1/2, 43/2), (0, 0, 0, 43)]
[(1/2, 1/322, 0, 958/161), (0, 1/161, 0, 1916/161), (0, 0, 1/2, 23/2), (0, 0, 0, 23)]
[(1/2, 0, 0, 23/2), (0, 1/322, 1/2, 629/161), (0, 0, 1, 0), (0, 0, 0, 23)]
[(1/2, 1/1050, 71/75, 571/105), (0, 1/525, 142/75, 1142/105), (0, 0, 5/2, 19/2), (0, 0, 0, 15)]
[(1/2, 1/98, 0, 272/49), (0, 1/49, 0, 201/49), (0, 0, 1/2, 7/2), (0, 0, 0, 7)]
[(1/2, 0, 0, 15/2), (0, 1/420, 59/60, 1004/105), (0, 0, 2, 7), (0, 0, 0, 15)]
[(1/2, 1/266, 0, 2015/133), (0, 1/133, 0, 1503/133), (0, 0, 1/2, 19/2), (0, 0, 0, 19)]
[(1/2, 1/938, 0, 17002/469), (0, 1/469, 0, 2581/469), (0, 0, 1/2, 67/2), (0, 0, 0, 67)]
[(1/2, 1/826, 0, 14321/413), (0, 1/413, 0, 4275/413), (0, 0, 1/2, 59/2), (0, 0, 0, 59)]
[(1/2, 1/602, 0, 4549/301), (0, 1/301, 0, 9098/301), (0, 0, 1/2, 43/2), (0, 0, 0, 43)]
[(1/2, 0, 0, 33/2), (0, 1/462, 31/66, 2197/231), (0, 0, 1, 7), (0, 0, 0, 33)]
[(1/2, 1/1106, 1150/79, 3/7), (0, 1/553, 2300/79, 6/7), (0, 0, 79/2, 1/2), (0, 0, 0, 1)]
[(1/2, 1/742, 0, 3625/371), (0, 1/371, 0, 7250/371), (0, 0, 1/2, 53/2), (0, 0, 0, 53)]
[(1/2, 1/266, 0, 1595/133), (0, 1/133, 0, 663/133), (0, 0, 1/2, 19/2), (0, 0, 0, 19)]
[(1/2, 0, 0, 9/2), (0, 1/504, 35/72, 467/63), (0, 0, 4, 4), (0, 0, 0, 9)]
[(1/2, 0, 0, 7/2), (0, 1/392, 61/56, 222/49), (0, 0, 4, 3), (0, 0, 0, 7)]
[(1/2, 0, 0, 11/2), (0, 1/154, 1/2, 125/77), (0, 0, 1, 0), (0, 0, 0, 11)]
[(1/2, 0, 0, 7/2), (0, 1/98, 1/2, 272/49), (0, 0, 1, 0), (0, 0, 0, 7)]
[(1/2, 1/14, 0, 6/7), (0, 1/7, 0, 5/7), (0, 0, 1/2, 1/2), (0, 0, 0, 1)]
[(1/2, 0, 0, 19/2), (0, 1/266, 1/2, 1595/133), (0, 0, 1, 0), (0, 0, 0, 19)]
[(1/2, 1/854, 9/61, 16281/427), (0, 1/427, 18/61, 6515/427), (0, 0, 1/2, 93/2), (0, 0, 0, 61)]
[(1/2, 1/966, 49/138, 43013/966), (0, 1/483, 29/138, 42073/966), (0, 0, 1/2, 91/2), (0, 0, 0, 69)]
[(1/2, 0, 0, 11/2), (0, 1/154, 1/2, 601/77), (0, 0, 1, 0), (0, 0, 0, 11)]
[(1/2, 1/938, 0, 9932/469), (0, 1/469, 0, 19864/469), (0, 0, 1/2, 67/2), (0, 0, 0, 67)]
[(1/2, 0, 0, 19/2), (0, 1/266, 1/2, 2015/133), (0, 0, 1, 0), (0, 0, 0, 19)]
[(1/2, 1/994, 0, 16351/497), (0, 1/497, 0, 32702/497), (0, 0, 1/2, 71/2), (0, 0, 0, 71)]
[(1/2, 1/154, 0, 125/77), (0, 1/77, 0, 250/77), (0, 0, 1/2, 11/2), (0, 0, 0, 11)]
