[(1/2, 0, 0, 7/2), (0, 1/98, 1/2, 230/49), (0, 0, 1, 0), (0, 0, 0, 7)]
[(1/2, 1/322, 0, 1084/161), (0, 1/161, 0, 2168/161), (0, 0, 1/2, 23/2), (0, 0, 0, 23)]
[(1/2, 1/658, 0, 2211/329), (0, 1/329, 0, 4422/329), (0, 0, 1/2, 47/2), (0, 0, 0, 47)]
[(1/2, 1/490, 0, 916/245), (0, 1/245, 0, 1832/245), (0, 0, 1/2, 35/2), (0, 0, 0, 35)]
[(1/2, 1/686, 27/98, 9735/686), (0, 1/343, 5/98, 13639/686), (0, 0, 1/2, 17/2), (0, 0, 0, 49)]
[(1/2, 1/798, 26/57, 18976/399), (0, 1/399, 47/114, 41989/798), (0, 0, 1/2, 85/2), (0, 0, 0, 57)]
[(1/2, 1/686, 6/49, 8245/343), (0, 1/343, 12/49, 16490/343), (0, 0, 1/2, 41/2), (0, 0, 0, 49)]
[(1/2, 1/574, 0, 6411/287), (0, 1/287, 0, 1055/287), (0, 0, 1/2, 41/2), (0, 0, 0, 41)]
[(1/2, 1/686, 0, 16694/343), (0, 1/343, 0, 16581/343), (0, 0, 1/2, 49/2), (0, 0, 0, 49)]
[(1/2, 1/182, 0, 706/91), (0, 1/91, 0, 229/91), (0, 0, 1/2, 13/2), (0, 0, 0, 13)]
[(1/2, 0, 0, 23/2), (0, 1/322, 1/2, 1084/161), (0, 0, 1, 0), (0, 0, 0, 23)]
[(1/2, 0, 0, 25/2), (0, 1/350, 3/10, 3359/175), (0, 0, 1, 20), (0, 0, 0, 25)]
[(1/2, 1/70, 0, 41/35), (0, 1/35, 0, 82/35), (0, 0, 1/2, 5/2), (0, 0, 0, 5)]
[(1/2, 1/658, 0, 4416/329), (0, 1/329, 0, 8832/329), (0, 0, 1/2, 47/2), (0, 0, 0, 47)]
[(1/2, 0, 0, 25/2), (0, 1/350, 1/2, 916/175), (0, 0, 1, 0), (0, 0, 0, 25)]
[(1/2, 1/574, 0, 1994/287), (0, 1/287, 0, 3988/287), (0, 0, 1/2, 41/2), (0, 0, 0, 41)]
[(1/2, 0, 0, 29/2), (0, 1/406, 1/2, 2827/203), (0, 0, 1, 0), (0, 0, 0, 29)]
[(1/2, 1/406, 0, 2827/203), (0, 1/203, 0, 5654/203), (0, 0, 1/2, 29/2), (0, 0, 0, 29)]
[(1/2, 1/798, 22/57, 16246/399), (0, 1/399, 31/114, 5533/798), (0, 0, 1/2, 35/2), (0, 0, 0, 57)]
[(1/2, 0, 0, 13/2), (0, 1/182, 1/2, 139/91), (0, 0, 1, 0), (0, 0, 0, 13)]
[(1/2, 1/70, 0, 34/35), (0, 1/35, 0, 68/35), (0, 0, 1/2, 5/2), (0, 0, 0, 5)]
[(1/2, 1/406, 0, 1378/203), (0, 1/203, 0, 2756/203), (0, 0, 1/2, 29/2), (0, 0, 0, 29)]
[(1/2, 1/266, 0, 258/133), (0, 1/133, 0, 516/133), (0, 0, 1/2, 19/2), (0, 0, 0, 19)]
[(1/2, 1/322, 0, 503/161), (0, 1/161, 0, 1006/161), (0, 0, 1/2, 23/2), (0, 0, 0, 23)]
[(1/2, 0, 0, 5/2), (0, 1/70, 1/2, 41/35), (0, 0, 1, 0), (0, 0, 0, 5)]
[(1/2, 0, 0, 13/2), (0, 1/182, 1/2, 706/91), (0, 0, 1, 0), (0, 0, 0, 13)]
[(1/2, 1/350, 0, 916/175), (0, 1/175, 0, 1832/175), (0, 0, 1/2, 25/2), (0, 0, 0, 25)]
[(1/2, 1/714, 16/51, 7391/357), (0, 1/357, 13/102, 9929/714), (0, 0, 1/2, 55/2), (0, 0, 0, 51)]
[(1/2, 0, 0, 19/2), (0, 1/266, 1/2, 825/133), (0, 0, 1, 0), (0, 0, 0, 19)]
[(1/2, 0, 0, 23/2), (0, 1/322, 1/2, 503/161), (0, 0, 1, 0), (0, 0, 0, 23)]
[(1/2, 1/714, 29/102, 32345/714), (0, 1/357, 7/102, 9355/714), (0, 0, 1/2, 53/2), (0, 0, 0, 51)]
[(1/2, 0, 0, 17/2), (0, 1/476, 83/68, 1872/119), (0, 0, 2, 9), (0, 0, 0, 17)]
[(1/2, 1/182, 0, 139/91), (0, 1/91, 0, 278/91), (0, 0, 1/2, 13/2), (0, 0, 0, 13)]
[(1/2, 1/910, 0, 19634/455), (0, 1/455, 0, 9693/455), (0, 0, 1/2, 65/2), (0, 0, 0, 65)]
[(1/2, 0, 0, 19/2), (0, 1/266, 1/2, 258/133), (0, 0, 1, 0), (0, 0, 0, 19)]
[(1/2, 1/14, 0, 6/7), (0, 1/7, 0, 5/7), (0, 0, 1/2, 1/2), (0, 0, 0, 1)]
[(1/2, 1/350, 0, 2834/175), (0, 1/175, 0, 1293/175), (0, 0, 1/2, 25/2), (0, 0, 0, 25)]
[(1/2, 1/98, 0, 230/49), (0, 1/49, 0, 117/49), (0, 0, 1/2, 7/2), (0, 0, 0, 7)]
[(1/2, 1/266, 0, 825/133), (0, 1/133, 0, 1650/133), (0, 0, 1/2, 19/2), (0, 0, 0, 19)]
