[(1/2, 0, 0, 3/2), (0, 1/84, 19/12, 5/21), (0, 0, 2, 2), (0, 0, 0, 3)]
[(1/2, 1/98, 0, 199/49), (0, 1/49, 0, 55/49), (0, 0, 1/2, 7/2), (0, 0, 0, 7)]
[(1/2, 0, 0, 1/2), (0, 1/14, 1/2, 3/7), (0, 0, 1, 0), (0, 0, 0, 1)]
[(1/2, 0, 0, 5/2), (0, 1/70, 1/2, 157/35), (0, 0, 1, 0), (0, 0, 0, 5)]
[(1/2, 1/70, 0, 157/35), (0, 1/35, 0, 139/35), (0, 0, 1/2, 5/2), (0, 0, 0, 5)]
[(1/2, 1/14, 0, 3/7), (0, 1/7, 0, 6/7), (0, 0, 1/2, 1/2), (0, 0, 0, 1)]
[(1/2, 1/154, 0, 556/77), (0, 1/77, 0, 265/77), (0, 0, 1/2, 11/2), (0, 0, 0, 11)]
[(1/2, 1/182, 6/13, 836/91), (0, 1/91, 11/26, 523/182), (0, 0, 1/2, 5/2), (0, 0, 0, 13)]
[(1/2, 0, 0, 5/2), (0, 1/70, 1/2, 143/35), (0, 0, 1, 0), (0, 0, 0, 5)]
[(1/2, 1/70, 0, 143/35), (0, 1/35, 0, 111/35), (0, 0, 1/2, 5/2), (0, 0, 0, 5)]
[(1/2, 1/42, 1/6, 97/42), (0, 1/21, 1/3, 34/21), (0, 0, 1/2, 5/2), (0, 0, 0, 3)]
[(1/2, 0, 0, 3/2), (0, 1/84, 13/12, 19/21), (0, 0, 2, 1), (0, 0, 0, 3)]
[(1/2, 1/126, 5/18, 517/126), (0, 1/63, 1/18, 971/126), (0, 0, 1/2, 1/2), (0, 0, 0, 9)]
[(1/2, 1/126, 5/18, 293/126), (0, 1/63, 1/18, 649/126), (0, 0, 1/2, 17/2), (0, 0, 0, 9)]
[(1/2, 1/126, 4/9, 451/63), (0, 1/63, 7/18, 355/126), (0, 0, 1/2, 5/2), (0, 0, 0, 9)]
[(1/2, 0, 0, 5/2), (0, 1/70, 9/10, 24/35), (0, 0, 1, 2), (0, 0, 0, 5)]
[(1/2, 1/182, 11/26, 1441/182), (0, 1/91, 9/26, 607/182), (0, 0, 1/2, 25/2), (0, 0, 0, 13)]
[(1/2, 0, 0, 1/2), (0, 1/28, 5/4, 5/7), (0, 0, 2, 0), (0, 0, 0, 1)]
[(1/2, 0, 0, 1/2), (0, 1/28, 3/4, 5/7), (0, 0, 2, 0), (0, 0, 0, 1)]
[(1/2, 1/126, 1/9, 500/63), (0, 1/63, 2/9, 433/63), (0, 0, 1/2, 7/2), (0, 0, 0, 9)]
[(1/2, 0, 2, 1/2), (0, 1/56, 5/8, 5/14), (0, 0, 4, 0), (0, 0, 0, 1)]
[(1/2, 1/70, 1/10, 83/70), (0, 1/35, 1/5, 83/35), (0, 0, 1/2, 3/2), (0, 0, 0, 5)]
[(1/2, 0, 0, 3/2), (0, 1/84, 5/12, 19/21), (0, 0, 2, 2), (0, 0, 0, 3)]
[(1/2, 0, 0, 1/2), (0, 1/56, 29/8, 6/7), (0, 0, 4, 0), (0, 0, 0, 1)]
[(1/2, 0, 0, 1/2), (0, 1/56, 3/8, 6/7), (0, 0, 4, 0), (0, 0, 0, 1)]
[(1/2, 1/154, 5/11, 255/77), (0, 1/77, 9/22, 789/154), (0, 0, 1/2, 3/2), (0, 0, 0, 11)]
[(1/2, 1/154, 4/11, 549/77), (0, 1/77, 5/22, 1041/154), (0, 0, 1/2, 15/2), (0, 0, 0, 11)]
[(1/2, 1/70, 2/5, 136/35), (0, 1/35, 3/10, 89/70), (0, 0, 1/2, 3/2), (0, 0, 0, 5)]
[(1/2, 1/126, 7/18, 251/126), (0, 1/63, 5/18, 61/126), (0, 0, 1/2, 7/2), (0, 0, 0, 9)]
[(1/2, 1/98, 1/14, 475/98), (0, 1/49, 1/7, 132/49), (0, 0, 1/2, 1/2), (0, 0, 0, 7)]
[(1/2, 0, 0, 3/2), (0, 1/42, 5/6, 52/21), (0, 0, 1, 2), (0, 0, 0, 3)]
[(1/2, 0, 2, 1/2), (0, 1/56, 27/8, 5/14), (0, 0, 4, 0), (0, 0, 0, 1)]
[(1/2, 1/98, 2/7, 178/49), (0, 1/49, 1/14, 173/98), (0, 0, 1/2, 11/2), (0, 0, 0, 7)]
[(1/2, 1/154, 3/22, 1637/154), (0, 1/77, 3/11, 790/77), (0, 0, 1/2, 7/2), (0, 0, 0, 11)]
[(1/2, 0, 0, 5/2), (0, 1/70, 9/10, 101/35), (0, 0, 1, 3), (0, 0, 0, 5)]
[(1/2, 0, 0, 5/2), (0, 1/70, 1/10, 171/35), (0, 0, 1, 2), (0, 0, 0, 5)]
[(1/2, 1/98, 1/7, 304/49), (0, 1/49, 2/7, 265/49), (0, 0, 1/2, 9/2), (0, 0, 0, 7)]
[(1/2, 1/42, 1/3, 59/21), (0, 1/21, 1/6, 89/42), (0, 0, 1/2, 1/2), (0, 0, 0, 3)]
[(1/2, 1/98, 5/14, 167/98), (0, 1/49, 3/14, 89/98), (0, 0, 1/2, 5/2), (0, 0, 0, 7)]
[(1/2, 0, 0, 3/2), (0, 1/84, 11/12, 61/21), (0, 0, 2, 2), (0, 0, 0, 3)]
[(1/2, 1/126, 2/9, 178/63), (0, 1/63, 4/9, 356/63), (0, 0, 1/2, 1/2), (0, 0, 0, 9)]
[(1/2, 1/126, 1/18, 223/126), (0, 1/63, 1/9, 223/63), (0, 0, 1/2, 5/2), (0, 0, 0, 9)]
[(1/2, 1/154, 3/22, 783/154), (0, 1/77, 3/11, 783/77), (0, 0, 1/2, 15/2), (0, 0, 0, 11)]
[(1/2, 1/126, 1/18, 587/126), (0, 1/63, 1/9, 20/63), (0, 0, 1/2, 13/2), (0, 0, 0, 9)]
[(1/2, 0, 0, 3/2), (0, 1/42, 5/6, 38/21), (0, 0, 1, 1), (0, 0, 0, 3)]
[(1/2, 0, 0, 3/2), (0, 1/42, 1/6, 17/21), (0, 0, 1, 2), (0, 0, 0, 3)]
[(1/2, 1/126, 4/9, 521/63), (0, 1/63, 7/18, 131/126), (0, 0, 1/2, 13/2), (0, 0, 0, 9)]
[(1/2, 1/98, 3/7, 213/49), (0, 1/49, 5/14, 215/98), (0, 0, 1/2, 13/2), (0, 0, 0, 7)]
[(1/2, 0, 0, 3/2), (0, 1/42, 1/6, 10/21), (0, 0, 1, 1), (0, 0, 0, 3)]
[(1/2, 1/126, 1/9, 472/63), (0, 1/63, 2/9, 377/63), (0, 0, 1/2, 11/2), (0, 0, 0, 9)]
[(1/2, 1/70, 2/5, 164/35), (0, 1/35, 3/10, 61/70), (0, 0, 1/2, 7/2), (0, 0, 0, 5)]
[(1/2, 1/154, 1/22, 279/154), (0, 1/77, 1/11, 279/77), (0, 0, 1/2, 19/2), (0, 0, 0, 11)]
[(1/2, 1/98, 3/14, 503/98), (0, 1/49, 3/7, 160/49), (0, 0, 1/2, 3/2), (0, 0, 0, 7)]
[(1/2, 1/154, 4/11, 661/77), (0, 1/77, 5/22, 411/154), (0, 0, 1/2, 7/2), (0, 0, 0, 11)]
[(1/2, 1/154, 5/11, 108/77), (0, 1/77, 9/22, 663/154), (0, 0, 1/2, 19/2), (0, 0, 0, 11)]
[(1/2, 0, 0, 5/2), (0, 1/70, 1/10, 129/35), (0, 0, 1, 3), (0, 0, 0, 5)]
[(1/2, 1/126, 2/9, 227/63), (0, 1/63, 4/9, 454/63), (0, 0, 1/2, 17/2), (0, 0, 0, 9)]
[(1/2, 1/154, 1/22, 447/154), (0, 1/77, 1/11, 447/77), (0, 0, 1/2, 3/2), (0, 0, 0, 11)]
[(1/2, 1/42, 1/6, 83/42), (0, 1/21, 1/3, 20/21), (0, 0, 1/2, 1/2), (0, 0, 0, 3)]
[(1/2, 1/182, 1/13, 766/91), (0, 1/91, 2/13, 349/91), (0, 0, 1/2, 1/2), (0, 0, 0, 13)]
[(1/2, 1/126, 7/18, 559/126), (0, 1/63, 5/18, 425/126), (0, 0, 1/2, 11/2), (0, 0, 0, 9)]
[(1/2, 1/42, 1/3, 31/21), (0, 1/21, 1/6, 19/42), (0, 0, 1/2, 5/2), (0, 0, 0, 3)]
[(1/2, 1/70, 1/10, 167/70), (0, 1/35, 1/5, 167/35), (0, 0, 1/2, 7/2), (0, 0, 0, 5)]
[(1/2, 0, 0, 3/2), (0, 1/84, 19/12, 40/21), (0, 0, 2, 1), (0, 0, 0, 3)]
