[(1/2, 1/6, 0, 1/3), (0, 1/3, 0, 2/3), (0, 0, 1/2, 1/2), (0, 0, 0, 1)]
[(1/2, 1/450, 13/75, 14113/225), (0, 1/225, 26/75, 11351/225), (0, 0, 1/2, 149/2), (0, 0, 0, 75)]
[(1/2, 1/462, 38/77, 7507/231), (0, 1/231, 75/154, 30259/462), (0, 0, 1/2, 153/2), (0, 0, 0, 77)]
[(1/2, 1/210, 1/70, 7001/210), (0, 1/105, 1/35, 3326/105), (0, 0, 1/2, 69/2), (0, 0, 0, 35)]
[(1/2, 0, 0, 37/2), (0, 1/222, 61/74, 3523/111), (0, 0, 1, 17), (0, 0, 0, 37)]
[(1/2, 0, 1/4, 133/4), (0, 1/198, 35/132, 20425/396), (0, 0, 1/2, 1/2), (0, 0, 0, 66)]
[(1/2, 1/414, 16/69, 7192/207), (0, 1/207, 32/69, 101/207), (0, 0, 1/2, 137/2), (0, 0, 0, 69)]
[(1/2, 0, 1/4, 109/4), (0, 1/162, 23/108, 3325/324), (0, 0, 1/2, 1/2), (0, 0, 0, 54)]
[(1/2, 0, 1/4, 293/4), (0, 1/246, 5/164, 2671/492), (0, 0, 1/2, 129/2), (0, 0, 0, 82)]
[(1/2, 1/90, 1/30, 1199/90), (0, 1/45, 1/15, 524/45), (0, 0, 1/2, 1/2), (0, 0, 0, 15)]
[(1/2, 1/30, 2/5, 67/15), (0, 1/15, 3/10, 133/30), (0, 0, 1/2, 9/2), (0, 0, 0, 5)]
[(1/2, 0, 1/4, 37/4), (0, 1/54, 5/36, 1327/108), (0, 0, 1/2, 1/2), (0, 0, 0, 18)]
[(1/2, 1/450, 1/150, 7949/450), (0, 1/225, 1/75, 7949/225), (0, 0, 1/2, 1/2), (0, 0, 0, 75)]
[(1/2, 1/18, 0, 25/9), (0, 1/9, 0, 23/9), (0, 0, 1/2, 3/2), (0, 0, 0, 3)]
[(1/2, 0, 0, 35/2), (0, 1/210, 1/2, 526/105), (0, 0, 1, 0), (0, 0, 0, 35)]
[(1/2, 1/414, 7/69, 145/207), (0, 1/207, 14/69, 290/207), (0, 0, 1/2, 137/2), (0, 0, 0, 69)]
[(1/2, 0, 1/4, 43/4), (0, 1/66, 9/44, 2869/132), (0, 0, 1/2, 43/2), (0, 0, 0, 22)]
[(1/2, 0, 1/4, 91/4), (0, 1/138, 5/92, 649/276), (0, 0, 1/2, 91/2), (0, 0, 0, 46)]
[(1/2, 1/90, 0, 349/45), (0, 1/45, 0, 23/45), (0, 0, 1/2, 15/2), (0, 0, 0, 15)]
[(1/2, 1/210, 3/35, 3643/105), (0, 1/105, 6/35, 3611/105), (0, 0, 1/2, 69/2), (0, 0, 0, 35)]
[(1/2, 0, 1/4, 11/4), (0, 1/18, 1/12, 13/36), (0, 0, 1/2, 11/2), (0, 0, 0, 6)]
[(1/2, 0, 1/4, 61/4), (0, 1/90, 17/60, 2443/180), (0, 0, 1/2, 1/2), (0, 0, 0, 30)]
[(1/2, 1/270, 11/90, 9371/270), (0, 1/135, 11/45, 3296/135), (0, 0, 1/2, 89/2), (0, 0, 0, 45)]
[(1/2, 1/462, 43/154, 31835/462), (0, 1/231, 9/154, 27865/462), (0, 0, 1/2, 1/2), (0, 0, 0, 77)]
[(1/2, 1/138, 0, 1504/69), (0, 1/69, 0, 1421/69), (0, 0, 1/2, 23/2), (0, 0, 0, 23)]
[(1/2, 0, 1/4, 139/4), (0, 1/210, 47/140, 14467/420), (0, 0, 1/2, 139/2), (0, 0, 0, 70)]
[(1/2, 0, 1/4, 141/4), (0, 1/210, 33/140, 14107/420), (0, 0, 1/2, 1/2), (0, 0, 0, 70)]
[(1/2, 0, 1/4, 29/4), (0, 1/234, 25/156, 26347/468), (0, 0, 1/2, 29/2), (0, 0, 0, 78)]
[(1/2, 0, 1/4, 5/4), (0, 1/6, 1/4, 19/12), (0, 0, 1/2, 1/2), (0, 0, 0, 2)]
[(1/2, 1/126, 1/42, 2603/126), (0, 1/63, 1/21, 1280/63), (0, 0, 1/2, 1/2), (0, 0, 0, 21)]
[(1/2, 1/270, 29/90, 7859/270), (0, 1/135, 13/90, 3703/270), (0, 0, 1/2, 89/2), (0, 0, 0, 45)]
[(1/2, 1/150, 1/50, 2051/150), (0, 1/75, 1/25, 176/75), (0, 0, 1/2, 49/2), (0, 0, 0, 25)]
[(1/2, 0, 1, 35/2), (0, 1/240, 29/16, 901/120), (0, 0, 2, 15), (0, 0, 0, 20)]
[(1/2, 1/126, 0, 160/63), (0, 1/63, 0, 320/63), (0, 0, 1/2, 21/2), (0, 0, 0, 21)]
[(1/2, 1/42, 1/14, 239/42), (0, 1/21, 1/7, 92/21), (0, 0, 1/2, 13/2), (0, 0, 0, 7)]
[(1/2, 0, 0, 5/2), (0, 1/30, 1/2, 49/15), (0, 0, 1, 0), (0, 0, 0, 5)]
[(1/2, 1/354, 0, 8770/177), (0, 1/177, 0, 7097/177), (0, 0, 1/2, 59/2), (0, 0, 0, 59)]
[(1/2, 1/210, 17/35, 2572/105), (0, 1/105, 33/70, 3043/210), (0, 0, 1/2, 69/2), (0, 0, 0, 35)]
[(1/2, 1/30, 0, 49/15), (0, 1/15, 0, 23/15), (0, 0, 1/2, 5/2), (0, 0, 0, 5)]
[(1/2, 0, 0, 25/2), (0, 1/150, 1/2, 424/75), (0, 0, 1, 0), (0, 0, 0, 25)]
[(1/2, 1/330, 21/110, 6359/330), (0, 1/165, 21/55, 6359/165), (0, 0, 1/2, 1/2), (0, 0, 0, 55)]
[(1/2, 0, 1/4, 45/4), (0, 1/66, 9/44, 1003/132), (0, 0, 1/2, 1/2), (0, 0, 0, 22)]
[(1/2, 0, 0, 7/2), (0, 1/42, 1/2, 85/21), (0, 0, 1, 0), (0, 0, 0, 7)]
[(1/2, 1/330, 0, 6049/165), (0, 1/165, 0, 3023/165), (0, 0, 1/2, 55/2), (0, 0, 0, 55)]
[(1/2, 1/210, 3/35, 2482/105), (0, 1/105, 6/35, 1289/105), (0, 0, 1/2, 1/2), (0, 0, 0, 35)]
[(1/2, 0, 0, 15/2), (0, 1/90, 1/2, 349/45), (0, 0, 1, 0), (0, 0, 0, 15)]
[(1/2, 1/330, 17/55, 2953/165), (0, 1/165, 13/110, 11647/330), (0, 0, 1/2, 1/2), (0, 0, 0, 55)]
[(1/2, 1/198, 1/66, 3629/198), (0, 1/99, 1/33, 362/99), (0, 0, 1/2, 1/2), (0, 0, 0, 33)]
[(1/2, 1/66, 1/22, 485/66), (0, 1/33, 1/11, 122/33), (0, 0, 1/2, 21/2), (0, 0, 0, 11)]
[(1/2, 1/378, 17/63, 7669/189), (0, 1/189, 5/126, 6673/378), (0, 0, 1/2, 1/2), (0, 0, 0, 63)]
[(1/2, 1/198, 5/33, 2800/99), (0, 1/99, 10/33, 2333/99), (0, 0, 1/2, 1/2), (0, 0, 0, 33)]
[(1/2, 1/354, 19/59, 3559/177), (0, 1/177, 17/118, 14413/354), (0, 0, 1/2, 117/2), (0, 0, 0, 59)]
[(1/2, 1/42, 0, 85/21), (0, 1/21, 0, 23/21), (0, 0, 1/2, 7/2), (0, 0, 0, 7)]
[(1/2, 0, 1/4, 323/4), (0, 1/246, 79/164, 28027/492), (0, 0, 1/2, 159/2), (0, 0, 0, 82)]
[(1/2, 0, 1/4, 83/4), (0, 1/126, 37/84, 9193/252), (0, 0, 1/2, 83/2), (0, 0, 0, 42)]
[(1/2, 0, 0, 5/2), (0, 1/30, 1/2, 1/15), (0, 0, 1, 0), (0, 0, 0, 5)]
[(1/2, 1/330, 1/110, 18149/330), (0, 1/165, 1/55, 9074/165), (0, 0, 1/2, 1/2), (0, 0, 0, 55)]
[(1/2, 1/294, 18/49, 3007/147), (0, 1/147, 23/98, 12175/294), (0, 0, 1/2, 97/2), (0, 0, 0, 49)]
[(1/2, 0, 1/4, 133/4), (0, 1/198, 53/132, 24367/396), (0, 0, 1/2, 1/2), (0, 0, 0, 66)]
[(1/2, 0, 1/4, 91/4), (0, 1/138, 41/92, 3445/276), (0, 0, 1/2, 91/2), (0, 0, 0, 46)]
[(1/2, 1/378, 0, 11257/189), (0, 1/189, 0, 10607/189), (0, 0, 1/2, 63/2), (0, 0, 0, 63)]
[(1/2, 1/54, 0, 79/27), (0, 1/27, 0, 158/27), (0, 0, 1/2, 9/2), (0, 0, 0, 9)]
[(1/2, 1/402, 31/67, 433/201), (0, 1/201, 57/134, 1933/402), (0, 0, 1/2, 133/2), (0, 0, 0, 67)]
[(1/2, 1/66, 0, 1/33), (0, 1/33, 0, 2/33), (0, 0, 1/2, 11/2), (0, 0, 0, 11)]
[(1/2, 1/294, 0, 2731/147), (0, 1/147, 0, 5462/147), (0, 0, 1/2, 49/2), (0, 0, 0, 49)]
[(1/2, 0, 1/4, 83/4), (0, 1/126, 19/84, 5143/252), (0, 0, 1/2, 83/2), (0, 0, 0, 42)]
[(1/2, 0, 1/4, 27/4), (0, 1/42, 9/28, 1045/84), (0, 0, 1/2, 27/2), (0, 0, 0, 14)]
[(1/2, 0, 0, 35/2), (0, 1/210, 1/2, 601/105), (0, 0, 1, 0), (0, 0, 0, 35)]
[(1/2, 0, 1/4, 253/4), (0, 1/228, 13/152, 32719/456), (0, 0, 1/2, 101/2), (0, 0, 0, 76)]
[(1/2, 1/402, 5/134, 16889/402), (0, 1/201, 5/67, 3422/201), (0, 0, 1/2, 133/2), (0, 0, 0, 67)]
[(1/2, 1/150, 12/25, 187/75), (0, 1/75, 23/50, 823/150), (0, 0, 1/2, 49/2), (0, 0, 0, 25)]
[(1/2, 0, 0, 25/2), (0, 1/150, 1/2, 826/75), (0, 0, 1, 0), (0, 0, 0, 25)]
[(1/2, 1/138, 0, 1141/69), (0, 1/69, 0, 695/69), (0, 0, 1/2, 23/2), (0, 0, 0, 23)]
[(1/2, 1/162, 25/54, 1703/162), (0, 1/81, 23/54, 3325/162), (0, 0, 1/2, 1/2), (0, 0, 0, 27)]
[(1/2, 1/402, 13/134, 5681/402), (0, 1/201, 13/67, 5681/201), (0, 0, 1/2, 111/2), (0, 0, 0, 67)]
[(1/2, 0, 1/4, 219/4), (0, 1/174, 41/116, 11389/348), (0, 0, 1/2, 103/2), (0, 0, 0, 58)]
[(1/2, 0, 1/4, 179/4), (0, 1/216, 31/144, 18715/432), (0, 0, 1/2, 35/2), (0, 0, 0, 72)]
[(1/2, 0, 1/4, 43/4), (0, 1/222, 3/148, 21367/444), (0, 0, 1/2, 43/2), (0, 0, 0, 74)]
[(1/2, 0, 1/4, 27/4), (0, 1/126, 11/28, 397/252), (0, 0, 1/2, 27/2), (0, 0, 0, 42)]
[(1/2, 0, 1, 5/2), (0, 1/60, 5/4, 49/30), (0, 0, 2, 0), (0, 0, 0, 5)]
[(1/2, 0, 1/4, 69/4), (0, 1/162, 13/36, 4717/324), (0, 0, 1/2, 69/2), (0, 0, 0, 54)]
[(1/2, 1/450, 31/150, 33689/450), (0, 1/225, 31/75, 16814/225), (0, 0, 1/2, 121/2), (0, 0, 0, 75)]
[(1/2, 1/330, 12/55, 8137/165), (0, 1/165, 24/55, 7199/165), (0, 0, 1/2, 59/2), (0, 0, 0, 55)]
[(1/2, 1/450, 22/75, 11143/225), (0, 1/225, 13/150, 28597/450), (0, 0, 1/2, 71/2), (0, 0, 0, 75)]
[(1/2, 1/270, 4/9, 3574/135), (0, 1/135, 7/18, 10921/270), (0, 0, 1/2, 25/2), (0, 0, 0, 45)]
[(1/2, 1/246, 5/41, 1945/123), (0, 1/123, 10/41, 3890/123), (0, 0, 1/2, 43/2), (0, 0, 0, 41)]
[(1/2, 0, 1/4, 107/4), (0, 1/138, 19/92, 9487/276), (0, 0, 1/2, 15/2), (0, 0, 0, 46)]
[(1/2, 0, 1, 9/2), (0, 1/168, 111/56, 949/84), (0, 0, 2, 9), (0, 0, 0, 14)]
[(1/2, 1/366, 25/122, 14657/366), (0, 1/183, 25/61, 3494/183), (0, 0, 1/2, 99/2), (0, 0, 0, 61)]
[(1/2, 0, 1, 15/2), (0, 1/228, 97/76, 2119/114), (0, 0, 2, 15), (0, 0, 0, 19)]
[(1/2, 0, 1/4, 59/4), (0, 1/102, 13/68, 5449/204), (0, 0, 1/2, 59/2), (0, 0, 0, 34)]
[(1/2, 1/450, 11/25, 15253/225), (0, 1/225, 19/50, 18487/450), (0, 0, 1/2, 39/2), (0, 0, 0, 75)]
[(1/2, 1/342, 20/57, 7705/171), (0, 1/171, 23/114, 1921/342), (0, 0, 1/2, 55/2), (0, 0, 0, 57)]
[(1/2, 1/390, 3/26, 23273/390), (0, 1/195, 3/13, 10598/195), (0, 0, 1/2, 125/2), (0, 0, 0, 65)]
[(1/2, 1/186, 3/31, 451/93), (0, 1/93, 6/31, 902/93), (0, 0, 1/2, 29/2), (0, 0, 0, 31)]
[(1/2, 0, 1/4, 13/4), (0, 1/216, 65/144, 5179/432), (0, 0, 1/2, 13/2), (0, 0, 0, 72)]
[(1/2, 0, 1, 13/2), (0, 1/180, 41/60, 253/90), (0, 0, 2, 13), (0, 0, 0, 15)]
[(1/2, 0, 0, 31/2), (0, 1/186, 39/62, 136/93), (0, 0, 1, 10), (0, 0, 0, 31)]
[(1/2, 0, 1, 3/2), (0, 1/240, 111/80, 1723/120), (0, 0, 2, 3), (0, 0, 0, 20)]
[(1/2, 1/390, 27/65, 12358/195), (0, 1/195, 43/130, 19987/390), (0, 0, 1/2, 21/2), (0, 0, 0, 65)]
[(1/2, 1/234, 1/13, 1132/117), (0, 1/117, 2/13, 2264/117), (0, 0, 1/2, 75/2), (0, 0, 0, 39)]
[(1/2, 0, 0, 23/2), (0, 1/138, 29/46, 1117/69), (0, 0, 1, 21), (0, 0, 0, 23)]
