[(1/2, 0, 0, 11/2), (0, 1/242, 1/2, 819/121), (0, 0, 1, 0), (0, 0, 0, 11)]
[(1/2, 0, 1, 5/2), (0, 1/352, 41/32, 203/176), (0, 0, 2, 5), (0, 0, 0, 8)]
[(1/2, 1/418, 0, 3855/209), (0, 1/209, 0, 3739/209), (0, 0, 1/2, 19/2), (0, 0, 0, 19)]
[(1/2, 0, 0, 1/2), (0, 1/22, 1/2, 5/11), (0, 0, 1, 0), (0, 0, 0, 1)]
[(1/2, 0, 0, 19/2), (0, 1/418, 1/2, 3855/209), (0, 0, 1, 0), (0, 0, 0, 19)]
[(1/2, 1/902, 0, 1314/451), (0, 1/451, 0, 2628/451), (0, 0, 1/2, 41/2), (0, 0, 0, 41)]
[(1/2, 1/286, 0, 1028/143), (0, 1/143, 0, 197/143), (0, 0, 1/2, 13/2), (0, 0, 0, 13)]
[(1/2, 1/242, 0, 819/121), (0, 1/121, 0, 307/121), (0, 0, 1/2, 11/2), (0, 0, 0, 11)]
[(1/2, 1/506, 0, 3833/253), (0, 1/253, 0, 1847/253), (0, 0, 1/2, 23/2), (0, 0, 0, 23)]
[(1/2, 1/638, 0, 6671/319), (0, 1/319, 0, 4091/319), (0, 0, 1/2, 29/2), (0, 0, 0, 29)]
[(1/2, 1/1342, 0, 15977/671), (0, 1/671, 0, 31954/671), (0, 0, 1/2, 61/2), (0, 0, 0, 61)]
[(1/2, 1/418, 0, 2282/209), (0, 1/209, 0, 593/209), (0, 0, 1/2, 19/2), (0, 0, 0, 19)]
[(1/2, 1/946, 0, 10202/473), (0, 1/473, 0, 65/473), (0, 0, 1/2, 43/2), (0, 0, 0, 43)]
[(1/2, 0, 0, 13/2), (0, 1/286, 1/2, 324/143), (0, 0, 1, 0), (0, 0, 0, 13)]
[(1/2, 1/286, 0, 324/143), (0, 1/143, 0, 648/143), (0, 0, 1/2, 13/2), (0, 0, 0, 13)]
[(1/2, 1/22, 0, 5/11), (0, 1/11, 0, 10/11), (0, 0, 1/2, 1/2), (0, 0, 0, 1)]
[(1/2, 1/638, 0, 4262/319), (0, 1/319, 0, 8524/319), (0, 0, 1/2, 29/2), (0, 0, 0, 29)]
[(1/2, 0, 0, 19/2), (0, 1/418, 7/38, 2117/209), (0, 0, 1, 15), (0, 0, 0, 19)]
[(1/2, 1/682, 0, 6088/341), (0, 1/341, 0, 1605/341), (0, 0, 1/2, 31/2), (0, 0, 0, 31)]
[(1/2, 1/682, 0, 1600/341), (0, 1/341, 0, 3200/341), (0, 0, 1/2, 31/2), (0, 0, 0, 31)]
[(1/2, 0, 0, 13/2), (0, 1/286, 1/2, 1028/143), (0, 0, 1, 0), (0, 0, 0, 13)]
[(1/2, 1/506, 0, 1457/253), (0, 1/253, 0, 2914/253), (0, 0, 1/2, 23/2), (0, 0, 0, 23)]
[(1/2, 0, 3/4, 11/4), (0, 1/396, 47/72, 2819/264), (0, 0, 3/2, 11/2), (0, 0, 0, 12)]
[(1/2, 0, 1/4, 55/4), (0, 1/308, 19/56, 12395/616), (0, 0, 1/2, 55/2), (0, 0, 0, 28)]
[(1/2, 0, 1/4, 89/4), (0, 1/374, 19/68, 10701/748), (0, 0, 1/2, 21/2), (0, 0, 0, 34)]
