[(1/2, 0, 21/2, 0), (0, 1/42, 110/21, 1/2), (0, 0, 21, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 2), (0, 1/8, 1/2, 27/8), (0, 0, 1, 0), (0, 0, 0, 4)]
[(1/2, 0, 9/2, 0), (0, 1/18, 34/9, 1/2), (0, 0, 9, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 0), (0, 1/32, 0, 19/32), (0, 0, 1, 0), (0, 0, 0, 16)]
[(1/2, 0, 3/2, 0), (0, 1/6, 7/3, 1/2), (0, 0, 3, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 0), (0, 1/28, 0, 123/28), (0, 0, 1, 0), (0, 0, 0, 14)]
[(1/2, 0, 1/2, 0), (0, 1/24, 0, 13/24), (0, 0, 1, 0), (0, 0, 0, 12)]
[(1/2, 0, 1/2, 0), (0, 1/30, 0, 311/30), (0, 0, 1, 0), (0, 0, 0, 15)]
[(1/2, 0, 15/2, 0), (0, 1/30, 43/15, 1/2), (0, 0, 15, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 0), (0, 1/30, 0, 239/30), (0, 0, 1, 0), (0, 0, 0, 15)]
[(1/2, 0, 1/2, 0), (0, 1/36, 0, 149/36), (0, 0, 1, 0), (0, 0, 0, 18)]
[(1/2, 0, 1/2, 18), (0, 1/38, 3/19, 421/38), (0, 0, 1, 17), (0, 0, 0, 19)]
[(1/2, 0, 1/2, 12), (0, 1/44, 7/11, 635/44), (0, 0, 1, 2), (0, 0, 0, 22)]
[(1/2, 0, 1/2, 10), (0, 1/40, 1/2, 389/40), (0, 0, 1, 0), (0, 0, 0, 20)]
[(1/2, 0, 5/2, 0), (0, 1/40, 17/5, 9/8), (0, 0, 5, 0), (0, 0, 0, 4)]
[(1/2, 0, 1/2, 0), (0, 1/2, 0, 1/2), (0, 0, 1, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 6), (0, 1/24, 1/2, 283/24), (0, 0, 1, 0), (0, 0, 0, 12)]
[(1/2, 0, 11/2, 0), (0, 1/22, 93/11, 1/2), (0, 0, 11, 0), (0, 0, 0, 1)]
[(1/2, 0, 21/2, 0), (0, 1/42, 61/21, 1/2), (0, 0, 21, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 18), (0, 1/42, 1/7, 491/42), (0, 0, 1, 15), (0, 0, 0, 21)]
[(1/2, 0, 1/2, 8), (0, 1/32, 1/2, 365/32), (0, 0, 1, 0), (0, 0, 0, 16)]
[(1/2, 0, 1/2, 0), (0, 1/14, 0, 73/14), (0, 0, 1, 0), (0, 0, 0, 7)]
[(1/2, 0, 15/2, 0), (0, 1/30, 218/15, 1/2), (0, 0, 15, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 0), (0, 1/10, 0, 11/10), (0, 0, 1, 0), (0, 0, 0, 5)]
[(1/2, 0, 5/2, 0), (0, 1/10, 7/5, 1/2), (0, 0, 5, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 0), (0, 1/24, 0, 211/24), (0, 0, 1, 0), (0, 0, 0, 12)]
[(1/2, 0, 1/2, 6), (0, 1/24, 1/2, 229/24), (0, 0, 1, 0), (0, 0, 0, 12)]
[(1/2, 0, 1/2, 4), (0, 1/16, 1/2, 77/16), (0, 0, 1, 0), (0, 0, 0, 8)]
[(1/2, 0, 1/2, 0), (0, 1/20, 0, 189/20), (0, 0, 1, 0), (0, 0, 0, 10)]
[(1/2, 0, 1/2, 0), (0, 1/36, 0, 13/36), (0, 0, 1, 0), (0, 0, 0, 18)]
[(1/2, 0, 1/2, 0), (0, 1/20, 0, 61/20), (0, 0, 1, 0), (0, 0, 0, 10)]
[(1/2, 0, 1/2, 0), (0, 1/12, 0, 67/12), (0, 0, 1, 0), (0, 0, 0, 6)]
[(1/2, 0, 1/2, 0), (0, 1/6, 0, 13/6), (0, 0, 1, 0), (0, 0, 0, 3)]
[(1/2, 0, 19/2, 0), (0, 1/38, 110/19, 1/2), (0, 0, 19, 0), (0, 0, 0, 1)]
[(1/2, 0, 7/2, 0), (0, 1/14, 37/7, 1/2), (0, 0, 7, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 0), (0, 1/28, 0, 221/28), (0, 0, 1, 0), (0, 0, 0, 14)]
[(1/2, 0, 1/2, 0), (0, 1/12, 0, 13/12), (0, 0, 1, 0), (0, 0, 0, 6)]
[(1/2, 0, 1/2, 0), (0, 1/18, 0, 149/18), (0, 0, 1, 0), (0, 0, 0, 9)]
[(1/2, 0, 1/2, 10), (0, 1/40, 1/2, 539/40), (0, 0, 1, 0), (0, 0, 0, 20)]
[(1/2, 0, 1/2, 0), (0, 1/40, 0, 461/40), (0, 0, 1, 0), (0, 0, 0, 20)]
[(1/2, 0, 1/2, 0), (0, 1/16, 0, 19/16), (0, 0, 1, 0), (0, 0, 0, 8)]
[(1/2, 0, 1/2, 12), (0, 1/38, 7/19, 457/38), (0, 0, 1, 5), (0, 0, 0, 19)]
[(1/2, 0, 1/2, 0), (0, 1/22, 0, 177/22), (0, 0, 1, 0), (0, 0, 0, 11)]
[(1/2, 0, 1/2, 0), (0, 1/4, 0, 3/4), (0, 0, 1, 0), (0, 0, 0, 2)]
[(1/2, 0, 1/2, 0), (0, 1/8, 0, 19/8), (0, 0, 1, 0), (0, 0, 0, 4)]
[(1/2, 0, 1/2, 6), (0, 1/36, 1/3, 5/36), (0, 0, 1, 12), (0, 0, 0, 18)]
[(1/2, 0, 1/2, 17), (0, 1/38, 9/19, 641/38), (0, 0, 1, 15), (0, 0, 0, 19)]
[(1/2, 0, 1/2, 3), (0, 1/18, 2/3, 157/18), (0, 0, 1, 6), (0, 0, 0, 9)]
[(1/2, 0, 1/2, 2), (0, 1/32, 5/8, 411/32), (0, 0, 1, 4), (0, 0, 0, 16)]
[(1/2, 0, 1/2, 6), (0, 1/16, 3/4, 27/16), (0, 0, 1, 4), (0, 0, 0, 8)]
[(1/2, 0, 1/2, 6), (0, 1/32, 7/8, 347/32), (0, 0, 1, 12), (0, 0, 0, 16)]
[(1/2, 0, 1/2, 14), (0, 1/38, 11/19, 25/38), (0, 0, 1, 9), (0, 0, 0, 19)]
[(1/2, 0, 3/2, 0), (0, 1/30, 4/3, 13/10), (0, 0, 3, 0), (0, 0, 0, 5)]
[(1/2, 0, 3/2, 0), (0, 1/24, 5/3, 15/8), (0, 0, 3, 0), (0, 0, 0, 4)]
[(1/2, 0, 1/2, 13), (0, 1/34, 8/17, 19/34), (0, 0, 1, 9), (0, 0, 0, 17)]
[(1/2, 0, 1/2, 18), (0, 1/42, 1/7, 589/42), (0, 0, 1, 15), (0, 0, 0, 21)]
[(1/2, 0, 1/2, 2), (0, 1/16, 1/4, 91/16), (0, 0, 1, 4), (0, 0, 0, 8)]
[(1/2, 0, 3/2, 0), (0, 1/30, 4/3, 37/10), (0, 0, 3, 0), (0, 0, 0, 5)]
[(1/2, 0, 1/2, 1), (0, 1/34, 16/17, 375/34), (0, 0, 1, 2), (0, 0, 0, 17)]
[(1/2, 0, 9/2, 0), (0, 1/36, 17/9, 3/4), (0, 0, 9, 0), (0, 0, 0, 2)]
[(1/2, 0, 1/2, 6), (0, 1/26, 7/13, 261/26), (0, 0, 1, 12), (0, 0, 0, 13)]
[(1/2, 0, 5/2, 0), (0, 1/20, 9/5, 7/4), (0, 0, 5, 0), (0, 0, 0, 2)]
[(1/2, 0, 1/2, 1), (0, 1/22, 8/11, 179/22), (0, 0, 1, 2), (0, 0, 0, 11)]
[(1/2, 0, 3/2, 4), (0, 1/36, 8/9, 47/12), (0, 0, 3, 2), (0, 0, 0, 6)]
[(1/2, 0, 1/2, 10), (0, 1/34, 13/17, 201/34), (0, 0, 1, 3), (0, 0, 0, 17)]
[(1/2, 0, 1/2, 8), (0, 1/22, 4/11, 225/22), (0, 0, 1, 5), (0, 0, 0, 11)]
[(1/2, 0, 1/2, 10), (0, 1/28, 2/7, 85/28), (0, 0, 1, 6), (0, 0, 0, 14)]
[(1/2, 0, 3/2, 0), (0, 1/12, 8/3, 7/4), (0, 0, 3, 0), (0, 0, 0, 2)]
[(1/2, 0, 1/2, 7), (0, 1/34, 13/17, 377/34), (0, 0, 1, 14), (0, 0, 0, 17)]
[(1/2, 0, 1/2, 14), (0, 1/34, 7/17, 229/34), (0, 0, 1, 11), (0, 0, 0, 17)]
[(1/2, 0, 3/2, 1), (0, 1/18, 16/9, 11/6), (0, 0, 3, 2), (0, 0, 0, 3)]
[(1/2, 0, 1/2, 12), (0, 1/36, 1/3, 157/36), (0, 0, 1, 6), (0, 0, 0, 18)]
[(1/2, 0, 1/2, 12), (0, 1/32, 3/4, 435/32), (0, 0, 1, 8), (0, 0, 0, 16)]
[(1/2, 0, 1/2, 4), (0, 1/28, 2/7, 307/28), (0, 0, 1, 8), (0, 0, 0, 14)]
[(1/2, 0, 9/2, 0), (0, 1/36, 17/9, 5/4), (0, 0, 9, 0), (0, 0, 0, 2)]
[(1/2, 0, 1/2, 2), (0, 1/38, 9/19, 81/38), (0, 0, 1, 4), (0, 0, 0, 19)]
[(1/2, 0, 3/2, 0), (0, 1/12, 1/3, 7/4), (0, 0, 3, 0), (0, 0, 0, 2)]
[(1/2, 0, 3/2, 2), (0, 1/24, 1/6, 9/8), (0, 0, 3, 0), (0, 0, 0, 4)]
[(1/2, 0, 1/2, 4), (0, 1/34, 8/17, 559/34), (0, 0, 1, 8), (0, 0, 0, 17)]
[(1/2, 0, 1/2, 3), (0, 1/14, 3/7, 97/14), (0, 0, 1, 6), (0, 0, 0, 7)]
[(1/2, 0, 1/2, 7), (0, 1/26, 7/13, 77/26), (0, 0, 1, 1), (0, 0, 0, 13)]
[(1/2, 0, 1/2, 5), (0, 1/38, 11/19, 697/38), (0, 0, 1, 10), (0, 0, 0, 19)]
[(1/2, 0, 5/2, 0), (0, 1/20, 9/5, 1/4), (0, 0, 5, 0), (0, 0, 0, 2)]
[(1/2, 0, 3/2, 4), (0, 1/36, 19/9, 31/12), (0, 0, 3, 2), (0, 0, 0, 6)]
[(1/2, 0, 1/2, 4), (0, 1/14, 4/7, 13/14), (0, 0, 1, 1), (0, 0, 0, 7)]
[(1/2, 0, 1/2, 4), (0, 1/32, 3/4, 77/32), (0, 0, 1, 8), (0, 0, 0, 16)]
[(1/2, 0, 1/2, 16), (0, 1/34, 16/17, 203/34), (0, 0, 1, 15), (0, 0, 0, 17)]
[(1/2, 0, 3/2, 2), (0, 1/24, 1/6, 23/8), (0, 0, 3, 0), (0, 0, 0, 4)]
[(1/2, 0, 1/2, 3), (0, 1/42, 1/7, 293/42), (0, 0, 1, 6), (0, 0, 0, 21)]
[(1/2, 0, 3/2, 2), (0, 1/36, 19/9, 41/12), (0, 0, 3, 4), (0, 0, 0, 6)]
[(1/2, 0, 1/2, 10), (0, 1/32, 1/8, 475/32), (0, 0, 1, 4), (0, 0, 0, 16)]
[(1/2, 0, 1/2, 3), (0, 1/34, 10/17, 433/34), (0, 0, 1, 6), (0, 0, 0, 17)]
[(1/2, 0, 1/2, 1), (0, 1/26, 4/13, 191/26), (0, 0, 1, 2), (0, 0, 0, 13)]
[(1/2, 0, 3/2, 2), (0, 1/36, 8/9, 25/12), (0, 0, 3, 4), (0, 0, 0, 6)]
[(1/2, 0, 7/2, 0), (0, 1/28, 43/7, 3/4), (0, 0, 7, 0), (0, 0, 0, 2)]
[(1/2, 0, 5/2, 0), (0, 1/30, 19/5, 1/6), (0, 0, 5, 0), (0, 0, 0, 3)]
[(1/2, 0, 3/2, 0), (0, 1/24, 4/3, 15/8), (0, 0, 3, 0), (0, 0, 0, 4)]
[(1/2, 0, 1/2, 12), (0, 1/36, 1/3, 643/36), (0, 0, 1, 6), (0, 0, 0, 18)]
[(1/2, 0, 1/2, 3), (0, 1/26, 2/13, 333/26), (0, 0, 1, 6), (0, 0, 0, 13)]
[(1/2, 0, 5/2, 0), (0, 1/30, 19/5, 17/6), (0, 0, 5, 0), (0, 0, 0, 3)]
[(1/2, 0, 1/2, 14), (0, 1/32, 3/8, 283/32), (0, 0, 1, 12), (0, 0, 0, 16)]
[(1/2, 0, 1/2, 10), (0, 1/26, 11/13, 177/26), (0, 0, 1, 7), (0, 0, 0, 13)]
[(1/2, 0, 1/2, 6), (0, 1/36, 1/3, 491/36), (0, 0, 1, 12), (0, 0, 0, 18)]
[(1/2, 0, 1/2, 4), (0, 1/28, 2/7, 13/28), (0, 0, 1, 8), (0, 0, 0, 14)]
[(1/2, 0, 1/2, 6), (0, 1/18, 2/3, 5/18), (0, 0, 1, 3), (0, 0, 0, 9)]
[(1/2, 0, 3/2, 2), (0, 1/18, 16/9, 7/6), (0, 0, 3, 1), (0, 0, 0, 3)]
[(1/2, 0, 1/2, 10), (0, 1/22, 8/11, 63/22), (0, 0, 1, 9), (0, 0, 0, 11)]
[(1/2, 0, 1/2, 3), (0, 1/22, 4/11, 17/22), (0, 0, 1, 6), (0, 0, 0, 11)]
[(1/2, 0, 1/2, 10), (0, 1/28, 5/7, 181/28), (0, 0, 1, 6), (0, 0, 0, 14)]
[(1/2, 0, 7/2, 0), (0, 1/28, 43/7, 5/4), (0, 0, 7, 0), (0, 0, 0, 2)]
[(1/2, 0, 1/2, 12), (0, 1/26, 9/13, 139/26), (0, 0, 1, 11), (0, 0, 0, 13)]
