[(1/2, 1/6, 0, 1/3), (0, 1/3, 0, 2/3), (0, 0, 1/2, 1/2), (0, 0, 0, 1)]
[(1/2, 1/114, 0, 904/57), (0, 1/57, 0, 725/57), (0, 0, 1/2, 19/2), (0, 0, 0, 19)]
[(1/2, 0, 1/4, 101/4), (0, 1/150, 9/100, 6091/300), (0, 0, 1/2, 1/2), (0, 0, 0, 50)]
[(1/2, 0, 1/4, 75/4), (0, 1/114, 35/76, 1327/228), (0, 0, 1/2, 75/2), (0, 0, 0, 38)]
[(1/2, 0, 1/4, 189/4), (0, 1/240, 71/160, 301/480), (0, 0, 1/2, 29/2), (0, 0, 0, 80)]
[(1/2, 1/330, 6/55, 8959/165), (0, 1/165, 12/55, 8843/165), (0, 0, 1/2, 1/2), (0, 0, 0, 55)]
[(1/2, 0, 1/4, 5/4), (0, 1/6, 1/4, 19/12), (0, 0, 1/2, 1/2), (0, 0, 0, 2)]
[(1/2, 1/234, 0, 1669/117), (0, 1/117, 0, 3338/117), (0, 0, 1/2, 39/2), (0, 0, 0, 39)]
[(1/2, 1/210, 13/70, 5657/210), (0, 1/105, 13/35, 1982/105), (0, 0, 1/2, 1/2), (0, 0, 0, 35)]
[(1/2, 1/282, 11/94, 1703/282), (0, 1/141, 11/47, 1703/141), (0, 0, 1/2, 93/2), (0, 0, 0, 47)]
[(1/2, 0, 1/4, 69/4), (0, 1/102, 31/68, 4933/204), (0, 0, 1/2, 1/2), (0, 0, 0, 34)]
[(1/2, 1/462, 0, 8779/231), (0, 1/231, 0, 17558/231), (0, 0, 1/2, 77/2), (0, 0, 0, 77)]
[(1/2, 1/114, 11/38, 695/114), (0, 1/57, 3/38, 1447/114), (0, 0, 1/2, 37/2), (0, 0, 0, 19)]
[(1/2, 0, 1/4, 341/4), (0, 1/258, 57/172, 28915/516), (0, 0, 1/2, 169/2), (0, 0, 0, 86)]
[(1/2, 1/78, 4/13, 199/39), (0, 1/39, 3/26, 835/78), (0, 0, 1/2, 25/2), (0, 0, 0, 13)]
[(1/2, 1/126, 4/21, 592/63), (0, 1/63, 8/21, 1184/63), (0, 0, 1/2, 41/2), (0, 0, 0, 21)]
[(1/2, 0, 1/4, 75/4), (0, 1/270, 1/12, 35107/540), (0, 0, 1/2, 75/2), (0, 0, 0, 90)]
[(1/2, 1/90, 7/30, 203/90), (0, 1/45, 7/15, 203/45), (0, 0, 1/2, 1/2), (0, 0, 0, 15)]
[(1/2, 0, 0, 23/2), (0, 1/138, 1/2, 454/69), (0, 0, 1, 0), (0, 0, 0, 23)]
[(1/2, 0, 1/4, 307/4), (0, 1/276, 51/184, 4447/552), (0, 0, 1/2, 123/2), (0, 0, 0, 92)]
[(1/2, 1/138, 17/46, 707/138), (0, 1/69, 11/46, 1483/138), (0, 0, 1/2, 45/2), (0, 0, 0, 23)]
[(1/2, 1/282, 0, 4852/141), (0, 1/141, 0, 3077/141), (0, 0, 1/2, 47/2), (0, 0, 0, 47)]
[(1/2, 1/66, 5/11, 28/33), (0, 1/33, 9/22, 79/66), (0, 0, 1/2, 1/2), (0, 0, 0, 11)]
[(1/2, 0, 0, 3/2), (0, 1/18, 1/2, 22/9), (0, 0, 1, 0), (0, 0, 0, 3)]
[(1/2, 1/150, 0, 1117/75), (0, 1/75, 0, 359/75), (0, 0, 1/2, 25/2), (0, 0, 0, 25)]
[(1/2, 1/402, 37/134, 24083/402), (0, 1/201, 7/134, 21031/402), (0, 0, 1/2, 1/2), (0, 0, 0, 67)]
[(1/2, 1/78, 0, 190/39), (0, 1/39, 0, 380/39), (0, 0, 1/2, 13/2), (0, 0, 0, 13)]
[(1/2, 1/390, 0, 2683/195), (0, 1/195, 0, 5366/195), (0, 0, 1/2, 65/2), (0, 0, 0, 65)]
[(1/2, 1/270, 11/45, 2824/135), (0, 1/135, 22/45, 5648/135), (0, 0, 1/2, 1/2), (0, 0, 0, 45)]
[(1/2, 1/138, 0, 454/69), (0, 1/69, 0, 908/69), (0, 0, 1/2, 23/2), (0, 0, 0, 23)]
[(1/2, 1/330, 16/55, 2239/165), (0, 1/165, 9/110, 8791/330), (0, 0, 1/2, 1/2), (0, 0, 0, 55)]
[(1/2, 1/330, 0, 5983/165), (0, 1/165, 0, 2891/165), (0, 0, 1/2, 55/2), (0, 0, 0, 55)]
[(1/2, 0, 1/4, 181/4), (0, 1/246, 17/164, 8035/492), (0, 0, 1/2, 17/2), (0, 0, 0, 82)]
[(1/2, 1/402, 37/134, 20807/402), (0, 1/201, 7/134, 14881/402), (0, 0, 1/2, 133/2), (0, 0, 0, 67)]
[(1/2, 1/450, 4/75, 10879/225), (0, 1/225, 8/75, 4883/225), (0, 0, 1/2, 149/2), (0, 0, 0, 75)]
[(1/2, 1/474, 0, 5419/237), (0, 1/237, 0, 10838/237), (0, 0, 1/2, 79/2), (0, 0, 0, 79)]
[(1/2, 0, 0, 17/2), (0, 1/102, 1/2, 316/51), (0, 0, 1, 0), (0, 0, 0, 17)]
[(1/2, 1/330, 0, 2608/165), (0, 1/165, 0, 5216/165), (0, 0, 1/2, 55/2), (0, 0, 0, 55)]
[(1/2, 0, 1/4, 77/4), (0, 1/114, 35/76, 1561/228), (0, 0, 1/2, 1/2), (0, 0, 0, 38)]
[(1/2, 1/198, 0, 1264/99), (0, 1/99, 0, 2528/99), (0, 0, 1/2, 33/2), (0, 0, 0, 33)]
[(1/2, 0, 1/4, 11/4), (0, 1/258, 39/172, 7627/516), (0, 0, 1/2, 11/2), (0, 0, 0, 86)]
[(1/2, 0, 1/4, 83/4), (0, 1/126, 37/84, 2305/252), (0, 0, 1/2, 83/2), (0, 0, 0, 42)]
[(1/2, 1/390, 0, 5767/195), (0, 1/195, 0, 11534/195), (0, 0, 1/2, 65/2), (0, 0, 0, 65)]
[(1/2, 1/210, 4/35, 2446/105), (0, 1/105, 8/35, 1217/105), (0, 0, 1/2, 1/2), (0, 0, 0, 35)]
[(1/2, 0, 0, 43/2), (0, 1/258, 75/86, 3478/129), (0, 0, 1, 29), (0, 0, 0, 43)]
[(1/2, 1/390, 57/130, 1097/390), (0, 1/195, 49/130, 2389/390), (0, 0, 1/2, 129/2), (0, 0, 0, 65)]
[(1/2, 0, 0, 5/2), (0, 1/30, 1/2, 58/15), (0, 0, 1, 0), (0, 0, 0, 5)]
[(1/2, 0, 1/4, 45/4), (0, 1/66, 13/44, 2407/132), (0, 0, 1/2, 1/2), (0, 0, 0, 22)]
[(1/2, 1/510, 29/85, 15754/255), (0, 1/255, 31/170, 19921/510), (0, 0, 1/2, 169/2), (0, 0, 0, 85)]
[(1/2, 1/102, 7/34, 449/102), (0, 1/51, 7/17, 449/51), (0, 0, 1/2, 33/2), (0, 0, 0, 17)]
[(1/2, 0, 1/4, 27/4), (0, 1/42, 9/28, 37/84), (0, 0, 1/2, 27/2), (0, 0, 0, 14)]
[(1/2, 0, 0, 5/2), (0, 1/30, 1/2, 67/15), (0, 0, 1, 0), (0, 0, 0, 5)]
[(1/2, 0, 1/4, 157/4), (0, 1/234, 29/156, 31015/468), (0, 0, 1/2, 1/2), (0, 0, 0, 78)]
