[(1/2, 0, 0, 13/2), (0, 1/182, 1/2, 968/91), (0, 0, 1, 0), (0, 0, 0, 13)]
[(1/2, 0, 0, 13/2), (0, 1/182, 1/2, 891/91), (0, 0, 1, 0), (0, 0, 0, 13)]
[(1/2, 1/70, 0, 156/35), (0, 1/35, 0, 137/35), (0, 0, 1/2, 5/2), (0, 0, 0, 5)]
[(1/2, 1/434, 0, 3691/217), (0, 1/217, 0, 655/217), (0, 0, 1/2, 31/2), (0, 0, 0, 31)]
[(1/2, 0, 0, 17/2), (0, 1/238, 1/2, 1745/119), (0, 0, 1, 0), (0, 0, 0, 17)]
[(1/2, 1/350, 0, 2431/175), (0, 1/175, 0, 487/175), (0, 0, 1/2, 25/2), (0, 0, 0, 25)]
[(1/2, 0, 0, 7/2), (0, 1/98, 1/2, 107/49), (0, 0, 1, 0), (0, 0, 0, 7)]
[(1/2, 1/238, 0, 856/119), (0, 1/119, 0, 1712/119), (0, 0, 1/2, 17/2), (0, 0, 0, 17)]
[(1/2, 0, 0, 5/2), (0, 1/70, 1/2, 156/35), (0, 0, 1, 0), (0, 0, 0, 5)]
[(1/2, 0, 0, 17/2), (0, 1/238, 1/2, 856/119), (0, 0, 1, 0), (0, 0, 0, 17)]
[(1/2, 1/770, 7/22, 7613/770), (0, 1/385, 3/22, 28701/770), (0, 0, 1/2, 75/2), (0, 0, 0, 55)]
[(1/2, 0, 0, 11/2), (0, 1/308, 29/44, 617/77), (0, 0, 2, 2), (0, 0, 0, 11)]
[(1/2, 0, 2, 5/2), (0, 1/336, 131/48, 281/84), (0, 0, 4, 5), (0, 0, 0, 6)]
[(1/2, 1/686, 0, 4566/343), (0, 1/343, 0, 9132/343), (0, 0, 1/2, 49/2), (0, 0, 0, 49)]
[(1/2, 1/182, 0, 891/91), (0, 1/91, 0, 599/91), (0, 0, 1/2, 13/2), (0, 0, 0, 13)]
[(1/2, 0, 0, 1/2), (0, 1/14, 1/2, 2/7), (0, 0, 1, 0), (0, 0, 0, 1)]
[(1/2, 0, 0, 21/2), (0, 1/294, 13/42, 1157/147), (0, 0, 1, 2), (0, 0, 0, 21)]
[(1/2, 1/546, 1/6, 17315/546), (0, 1/273, 1/3, 6668/273), (0, 0, 1/2, 13/2), (0, 0, 0, 39)]
[(1/2, 0, 0, 23/2), (0, 1/322, 9/46, 1157/161), (0, 0, 1, 1), (0, 0, 0, 23)]
[(1/2, 0, 0, 23/2), (0, 1/322, 1/2, 1864/161), (0, 0, 1, 0), (0, 0, 0, 23)]
[(1/2, 1/14, 0, 2/7), (0, 1/7, 0, 4/7), (0, 0, 1/2, 1/2), (0, 0, 0, 1)]
[(1/2, 1/490, 0, 3194/245), (0, 1/245, 0, 6388/245), (0, 0, 1/2, 35/2), (0, 0, 0, 35)]
[(1/2, 1/490, 0, 6281/245), (0, 1/245, 0, 3987/245), (0, 0, 1/2, 35/2), (0, 0, 0, 35)]
[(1/2, 1/434, 0, 4958/217), (0, 1/217, 0, 3189/217), (0, 0, 1/2, 31/2), (0, 0, 0, 31)]
[(1/2, 1/546, 29/78, 641/546), (0, 1/273, 19/78, 13021/546), (0, 0, 1/2, 35/2), (0, 0, 0, 39)]
[(1/2, 1/770, 24/55, 11552/385), (0, 1/385, 41/110, 29653/770), (0, 0, 1/2, 43/2), (0, 0, 0, 55)]
[(1/2, 1/238, 0, 1745/119), (0, 1/119, 0, 1467/119), (0, 0, 1/2, 17/2), (0, 0, 0, 17)]
[(1/2, 1/322, 0, 1864/161), (0, 1/161, 0, 25/161), (0, 0, 1/2, 23/2), (0, 0, 0, 23)]
[(1/2, 1/182, 0, 968/91), (0, 1/91, 0, 753/91), (0, 0, 1/2, 13/2), (0, 0, 0, 13)]
[(1/2, 1/350, 0, 3194/175), (0, 1/175, 0, 2013/175), (0, 0, 1/2, 25/2), (0, 0, 0, 25)]
[(1/2, 0, 0, 5/2), (0, 1/70, 1/2, 44/35), (0, 0, 1, 0), (0, 0, 0, 5)]
[(1/2, 1/70, 0, 44/35), (0, 1/35, 0, 88/35), (0, 0, 1/2, 5/2), (0, 0, 0, 5)]
[(1/2, 1/98, 0, 107/49), (0, 1/49, 0, 214/49), (0, 0, 1/2, 7/2), (0, 0, 0, 7)]
[(1/2, 1/322, 0, 2368/161), (0, 1/161, 0, 1033/161), (0, 0, 1/2, 23/2), (0, 0, 0, 23)]
[(1/2, 0, 0, 9/2), (0, 1/252, 13/36, 344/63), (0, 0, 2, 8), (0, 0, 0, 9)]
[(1/2, 0, 2, 3/2), (0, 1/224, 3/32, 71/56), (0, 0, 4, 3), (0, 0, 0, 4)]
[(1/2, 1/490, 5/14, 5737/490), (0, 1/245, 3/14, 15149/490), (0, 0, 1/2, 55/2), (0, 0, 0, 35)]
[(1/2, 1/434, 4/31, 6638/217), (0, 1/217, 8/31, 6549/217), (0, 0, 1/2, 61/2), (0, 0, 0, 31)]
[(1/2, 1/322, 15/46, 809/322), (0, 1/161, 7/46, 4999/322), (0, 0, 1/2, 25/2), (0, 0, 0, 23)]
[(1/2, 0, 0, 7/2), (0, 1/196, 3/28, 197/49), (0, 0, 2, 2), (0, 0, 0, 7)]
[(1/2, 1/490, 17/70, 8089/490), (0, 1/245, 17/35, 8089/245), (0, 0, 1/2, 57/2), (0, 0, 0, 35)]
[(1/2, 0, 0, 11/2), (0, 1/154, 15/22, 9/77), (0, 0, 1, 1), (0, 0, 0, 11)]
[(1/2, 1/658, 4/47, 9606/329), (0, 1/329, 8/47, 3749/329), (0, 0, 1/2, 5/2), (0, 0, 0, 47)]
[(1/2, 1/294, 1/42, 5891/294), (0, 1/147, 1/21, 2804/147), (0, 0, 1/2, 19/2), (0, 0, 0, 21)]
[(1/2, 1/406, 5/29, 5427/203), (0, 1/203, 10/29, 4967/203), (0, 0, 1/2, 35/2), (0, 0, 0, 29)]
[(1/2, 0, 0, 21/2), (0, 1/294, 19/42, 1514/147), (0, 0, 1, 11), (0, 0, 0, 21)]
[(1/2, 1/126, 5/18, 305/126), (0, 1/63, 1/18, 295/126), (0, 0, 1/2, 5/2), (0, 0, 0, 9)]
[(1/2, 1/266, 3/19, 1262/133), (0, 1/133, 6/19, 2524/133), (0, 0, 1/2, 21/2), (0, 0, 0, 19)]
[(1/2, 0, 0, 21/2), (0, 1/294, 31/42, 149/147), (0, 0, 1, 8), (0, 0, 0, 21)]
[(1/2, 1/42, 1/6, 67/42), (0, 1/21, 1/3, 4/21), (0, 0, 1/2, 5/2), (0, 0, 0, 3)]
[(1/2, 1/546, 29/78, 10105/546), (0, 1/273, 19/78, 3557/546), (0, 0, 1/2, 61/2), (0, 0, 0, 39)]
[(1/2, 0, 0, 17/2), (0, 1/238, 3/34, 548/119), (0, 0, 1, 6), (0, 0, 0, 17)]
[(1/2, 1/602, 2/43, 170/301), (0, 1/301, 4/43, 340/301), (0, 0, 1/2, 1/2), (0, 0, 0, 43)]
[(1/2, 1/154, 9/22, 725/154), (0, 1/77, 7/22, 757/154), (0, 0, 1/2, 9/2), (0, 0, 0, 11)]
[(1/2, 1/406, 11/58, 6465/406), (0, 1/203, 11/29, 578/203), (0, 0, 1/2, 49/2), (0, 0, 0, 29)]
[(1/2, 1/238, 3/34, 3119/238), (0, 1/119, 3/17, 1096/119), (0, 0, 1/2, 23/2), (0, 0, 0, 17)]
[(1/2, 1/630, 13/90, 9881/630), (0, 1/315, 13/45, 9881/315), (0, 0, 1/2, 67/2), (0, 0, 0, 45)]
[(1/2, 1/126, 7/18, 515/126), (0, 1/63, 5/18, 967/126), (0, 0, 1/2, 1/2), (0, 0, 0, 9)]
[(1/2, 0, 0, 9/2), (0, 1/126, 7/18, 107/63), (0, 0, 1, 8), (0, 0, 0, 9)]
[(1/2, 1/294, 10/21, 863/147), (0, 1/147, 19/42, 4187/294), (0, 0, 1/2, 37/2), (0, 0, 0, 21)]
[(1/2, 1/378, 13/54, 9881/378), (0, 1/189, 13/27, 4778/189), (0, 0, 1/2, 13/2), (0, 0, 0, 27)]
[(1/2, 1/574, 12/41, 9697/287), (0, 1/287, 7/82, 10375/574), (0, 0, 1/2, 17/2), (0, 0, 0, 41)]
[(1/2, 1/350, 2/5, 3831/175), (0, 1/175, 3/10, 3949/350), (0, 0, 1/2, 15/2), (0, 0, 0, 25)]
[(1/2, 0, 0, 9/2), (0, 1/252, 11/36, 239/63), (0, 0, 2, 7), (0, 0, 0, 9)]
[(1/2, 1/378, 5/54, 2125/378), (0, 1/189, 5/27, 2125/189), (0, 0, 1/2, 31/2), (0, 0, 0, 27)]
[(1/2, 1/714, 2/51, 6890/357), (0, 1/357, 4/51, 13780/357), (0, 0, 1/2, 71/2), (0, 0, 0, 51)]
[(1/2, 1/574, 6/41, 2221/287), (0, 1/287, 12/41, 4442/287), (0, 0, 1/2, 5/2), (0, 0, 0, 41)]
[(1/2, 1/490, 1/10, 15649/490), (0, 1/245, 1/5, 7074/245), (0, 0, 1/2, 7/2), (0, 0, 0, 35)]
[(1/2, 1/518, 21/74, 14445/518), (0, 1/259, 5/74, 17753/518), (0, 0, 1/2, 43/2), (0, 0, 0, 37)]
[(1/2, 0, 0, 13/2), (0, 1/182, 15/26, 212/91), (0, 0, 1, 3), (0, 0, 0, 13)]
[(1/2, 0, 0, 1/2), (0, 1/224, 501/32, 1/7), (0, 0, 16, 0), (0, 0, 0, 1)]
[(1/2, 0, 0, 15/2), (0, 1/210, 17/30, 457/105), (0, 0, 1, 2), (0, 0, 0, 15)]
[(1/2, 1/714, 2/51, 3803/357), (0, 1/357, 4/51, 7606/357), (0, 0, 1/2, 65/2), (0, 0, 0, 51)]
[(1/2, 1/462, 31/66, 5149/462), (0, 1/231, 29/66, 2213/462), (0, 0, 1/2, 35/2), (0, 0, 0, 33)]
[(1/2, 1/602, 13/43, 5231/301), (0, 1/301, 9/86, 8583/602), (0, 0, 1/2, 41/2), (0, 0, 0, 43)]
[(1/2, 0, 0, 5/2), (0, 1/140, 3/20, 71/35), (0, 0, 2, 1), (0, 0, 0, 5)]
[(1/2, 1/546, 10/39, 1360/273), (0, 1/273, 1/78, 15541/546), (0, 0, 1/2, 41/2), (0, 0, 0, 39)]
[(1/2, 1/378, 7/54, 1649/378), (0, 1/189, 7/27, 1649/189), (0, 0, 1/2, 37/2), (0, 0, 0, 27)]
[(1/2, 1/742, 39/106, 39225/742), (0, 1/371, 25/106, 10557/742), (0, 0, 1/2, 77/2), (0, 0, 0, 53)]
[(1/2, 1/546, 7/78, 17917/546), (0, 1/273, 7/39, 7270/273), (0, 0, 1/2, 41/2), (0, 0, 0, 39)]
[(1/2, 1/210, 1/15, 1423/105), (0, 1/105, 2/15, 1271/105), (0, 0, 1/2, 23/2), (0, 0, 0, 15)]
[(1/2, 1/462, 7/66, 14263/462), (0, 1/231, 7/33, 6640/231), (0, 0, 1/2, 65/2), (0, 0, 0, 33)]
[(1/2, 1/126, 1/18, 949/126), (0, 1/63, 1/9, 382/63), (0, 0, 1/2, 11/2), (0, 0, 0, 9)]
[(1/2, 0, 0, 3/2), (0, 1/42, 5/6, 58/21), (0, 0, 1, 2), (0, 0, 0, 3)]
[(1/2, 1/210, 1/3, 331/105), (0, 1/105, 1/6, 1849/210), (0, 0, 1/2, 25/2), (0, 0, 0, 15)]
[(1/2, 1/546, 1/6, 10063/546), (0, 1/273, 1/3, 10063/273), (0, 0, 1/2, 65/2), (0, 0, 0, 39)]
[(1/2, 1/266, 2/19, 2088/133), (0, 1/133, 4/19, 1649/133), (0, 0, 1/2, 1/2), (0, 0, 0, 19)]
