[(1/2, 0, 0, 7/2), (0, 1/98, 1/2, 160/49), (0, 0, 1, 0), (0, 0, 0, 7)]
[(1/2, 1/742, 5/106, 3631/742), (0, 1/371, 5/53, 3631/371), (0, 0, 1/2, 43/2), (0, 0, 0, 53)]
[(1/2, 0, 0, 27/2), (0, 1/378, 37/54, 4367/189), (0, 0, 1, 20), (0, 0, 0, 27)]
[(1/2, 1/602, 0, 4514/301), (0, 1/301, 0, 9028/301), (0, 0, 1/2, 43/2), (0, 0, 0, 43)]
[(1/2, 0, 0, 1/2), (0, 1/14, 1/2, 6/7), (0, 0, 1, 0), (0, 0, 0, 1)]
[(1/2, 1/742, 3/106, 25093/742), (0, 1/371, 3/53, 5430/371), (0, 0, 1/2, 33/2), (0, 0, 0, 53)]
[(1/2, 0, 0, 25/2), (0, 1/350, 1/2, 1119/175), (0, 0, 1, 0), (0, 0, 0, 25)]
[(1/2, 1/266, 0, 720/133), (0, 1/133, 0, 1440/133), (0, 0, 1/2, 19/2), (0, 0, 0, 19)]
[(1/2, 1/238, 0, 1112/119), (0, 1/119, 0, 201/119), (0, 0, 1/2, 17/2), (0, 0, 0, 17)]
[(1/2, 1/630, 7/18, 26437/630), (0, 1/315, 5/18, 16649/630), (0, 0, 1/2, 25/2), (0, 0, 0, 45)]
[(1/2, 1/602, 0, 4731/301), (0, 1/301, 0, 9462/301), (0, 0, 1/2, 43/2), (0, 0, 0, 43)]
[(1/2, 0, 0, 17/2), (0, 1/238, 1/2, 1112/119), (0, 0, 1, 0), (0, 0, 0, 17)]
[(1/2, 1/630, 16/45, 7538/315), (0, 1/315, 19/90, 26057/630), (0, 0, 1/2, 13/2), (0, 0, 0, 45)]
[(1/2, 1/798, 1/3, 5417/399), (0, 1/399, 1/6, 14087/798), (0, 0, 1/2, 19/2), (0, 0, 0, 57)]
[(1/2, 0, 0, 19/2), (0, 1/266, 1/2, 363/133), (0, 0, 1, 0), (0, 0, 0, 19)]
[(1/2, 0, 0, 5/2), (0, 1/70, 1/2, 6/35), (0, 0, 1, 0), (0, 0, 0, 5)]
[(1/2, 1/714, 16/51, 12704/357), (0, 1/357, 13/102, 11903/714), (0, 0, 1/2, 7/2), (0, 0, 0, 51)]
[(1/2, 0, 0, 19/2), (0, 1/266, 1/2, 720/133), (0, 0, 1, 0), (0, 0, 0, 19)]
[(1/2, 0, 0, 17/2), (0, 1/238, 1/2, 622/119), (0, 0, 1, 0), (0, 0, 0, 17)]
[(1/2, 1/238, 0, 622/119), (0, 1/119, 0, 1244/119), (0, 0, 1/2, 17/2), (0, 0, 0, 17)]
[(1/2, 0, 0, 23/2), (0, 1/322, 33/46, 3555/161), (0, 0, 1, 12), (0, 0, 0, 23)]
[(1/2, 1/406, 0, 951/203), (0, 1/203, 0, 1902/203), (0, 0, 1/2, 29/2), (0, 0, 0, 29)]
[(1/2, 1/798, 1/114, 15881/798), (0, 1/399, 1/57, 15881/399), (0, 0, 1/2, 13/2), (0, 0, 0, 57)]
[(1/2, 1/70, 0, 6/35), (0, 1/35, 0, 12/35), (0, 0, 1/2, 5/2), (0, 0, 0, 5)]
[(1/2, 1/70, 0, 69/35), (0, 1/35, 0, 138/35), (0, 0, 1/2, 5/2), (0, 0, 0, 5)]
[(1/2, 1/406, 0, 3254/203), (0, 1/203, 0, 621/203), (0, 0, 1/2, 29/2), (0, 0, 0, 29)]
[(1/2, 1/350, 0, 1119/175), (0, 1/175, 0, 2238/175), (0, 0, 1/2, 25/2), (0, 0, 0, 25)]
[(1/2, 1/882, 13/63, 8224/441), (0, 1/441, 26/63, 16448/441), (0, 0, 1/2, 83/2), (0, 0, 0, 63)]
[(1/2, 1/350, 0, 2631/175), (0, 1/175, 0, 887/175), (0, 0, 1/2, 25/2), (0, 0, 0, 25)]
[(1/2, 1/490, 0, 4619/245), (0, 1/245, 0, 663/245), (0, 0, 1/2, 35/2), (0, 0, 0, 35)]
[(1/2, 1/154, 0, 48/77), (0, 1/77, 0, 96/77), (0, 0, 1/2, 11/2), (0, 0, 0, 11)]
[(1/2, 1/714, 25/51, 3352/357), (0, 1/357, 49/102, 24475/714), (0, 0, 1/2, 71/2), (0, 0, 0, 51)]
[(1/2, 0, 0, 25/2), (0, 1/350, 1/2, 2631/175), (0, 0, 1, 0), (0, 0, 0, 25)]
[(1/2, 1/798, 13/114, 18233/798), (0, 1/399, 13/57, 18233/399), (0, 0, 1/2, 67/2), (0, 0, 0, 57)]
[(1/2, 1/518, 0, 5697/259), (0, 1/259, 0, 1811/259), (0, 0, 1/2, 37/2), (0, 0, 0, 37)]
[(1/2, 1/826, 0, 23946/413), (0, 1/413, 0, 23525/413), (0, 0, 1/2, 59/2), (0, 0, 0, 59)]
[(1/2, 1/518, 0, 7993/259), (0, 1/259, 0, 6403/259), (0, 0, 1/2, 37/2), (0, 0, 0, 37)]
[(1/2, 0, 0, 3/2), (0, 1/336, 83/48, 62/21), (0, 0, 8, 1), (0, 0, 0, 3)]
[(1/2, 1/154, 0, 678/77), (0, 1/77, 0, 509/77), (0, 0, 1/2, 11/2), (0, 0, 0, 11)]
[(1/2, 0, 0, 11/2), (0, 1/154, 1/2, 678/77), (0, 0, 1, 0), (0, 0, 0, 11)]
[(1/2, 1/14, 0, 6/7), (0, 1/7, 0, 5/7), (0, 0, 1/2, 1/2), (0, 0, 0, 1)]
[(1/2, 1/686, 0, 9421/343), (0, 1/343, 0, 2035/343), (0, 0, 1/2, 49/2), (0, 0, 0, 49)]
[(1/2, 1/266, 0, 363/133), (0, 1/133, 0, 726/133), (0, 0, 1/2, 19/2), (0, 0, 0, 19)]
[(1/2, 1/490, 0, 7706/245), (0, 1/245, 0, 6837/245), (0, 0, 1/2, 35/2), (0, 0, 0, 35)]
[(1/2, 0, 0, 5/2), (0, 1/70, 1/2, 69/35), (0, 0, 1, 0), (0, 0, 0, 5)]
[(1/2, 0, 0, 11/2), (0, 1/154, 1/2, 48/77), (0, 0, 1, 0), (0, 0, 0, 11)]
[(1/2, 1/742, 16/53, 7755/371), (0, 1/371, 11/106, 2453/742), (0, 0, 1/2, 77/2), (0, 0, 0, 53)]
[(1/2, 1/98, 0, 160/49), (0, 1/49, 0, 320/49), (0, 0, 1/2, 7/2), (0, 0, 0, 7)]
[(1/2, 1/574, 7/82, 3701/574), (0, 1/287, 7/41, 3701/287), (0, 0, 1/2, 59/2), (0, 0, 0, 41)]
[(1/2, 0, 0, 1/2), (0, 1/112, 83/16, 6/7), (0, 0, 8, 0), (0, 0, 0, 1)]
[(1/2, 1/406, 19/58, 3841/406), (0, 1/203, 9/58, 7073/406), (0, 0, 1/2, 3/2), (0, 0, 0, 29)]
[(1/2, 1/518, 8/37, 1945/259), (0, 1/259, 16/37, 3890/259), (0, 0, 1/2, 19/2), (0, 0, 0, 37)]
[(1/2, 1/210, 7/30, 299/210), (0, 1/105, 7/15, 299/105), (0, 0, 1/2, 7/2), (0, 0, 0, 15)]
[(1/2, 0, 0, 21/2), (0, 1/294, 13/42, 1931/147), (0, 0, 1, 17), (0, 0, 0, 21)]
[(1/2, 1/406, 8/29, 4997/203), (0, 1/203, 3/58, 11665/406), (0, 0, 1/2, 41/2), (0, 0, 0, 29)]
[(1/2, 1/602, 33/86, 23231/602), (0, 1/301, 23/86, 21479/602), (0, 0, 1/2, 83/2), (0, 0, 0, 43)]
[(1/2, 1/714, 19/102, 31001/714), (0, 1/357, 19/51, 12794/357), (0, 0, 1/2, 61/2), (0, 0, 0, 51)]
[(1/2, 1/658, 18/47, 14685/329), (0, 1/329, 25/94, 3797/658), (0, 0, 1/2, 73/2), (0, 0, 0, 47)]
[(1/2, 0, 0, 25/2), (0, 1/350, 27/50, 27/175), (0, 0, 1, 12), (0, 0, 0, 25)]
[(1/2, 1/602, 11/43, 11213/301), (0, 1/301, 1/86, 1809/602), (0, 0, 1/2, 57/2), (0, 0, 0, 43)]
[(1/2, 1/574, 21/82, 9021/574), (0, 1/287, 1/82, 535/574), (0, 0, 1/2, 61/2), (0, 0, 0, 41)]
[(1/2, 1/546, 23/78, 7901/546), (0, 1/273, 7/78, 16075/546), (0, 0, 1/2, 77/2), (0, 0, 0, 39)]
[(1/2, 1/434, 4/31, 4542/217), (0, 1/217, 8/31, 2357/217), (0, 0, 1/2, 23/2), (0, 0, 0, 31)]
[(1/2, 1/714, 25/51, 11444/357), (0, 1/357, 49/102, 32567/714), (0, 0, 1/2, 37/2), (0, 0, 0, 51)]
[(1/2, 1/42, 1/3, 62/21), (0, 1/21, 1/6, 101/42), (0, 0, 1/2, 1/2), (0, 0, 0, 3)]
[(1/2, 0, 4, 1/2), (0, 1/224, 77/32, 47/28), (0, 0, 8, 1), (0, 0, 0, 2)]
[(1/2, 0, 2, 1/2), (0, 1/336, 53/48, 451/84), (0, 0, 4, 1), (0, 0, 0, 6)]
[(1/2, 1/406, 6/29, 1483/203), (0, 1/203, 12/29, 2966/203), (0, 0, 1/2, 13/2), (0, 0, 0, 29)]
[(1/2, 1/322, 9/46, 4625/322), (0, 1/161, 9/23, 922/161), (0, 0, 1/2, 7/2), (0, 0, 0, 23)]
[(1/2, 0, 2, 5/2), (0, 1/280, 17/8, 3/70), (0, 0, 4, 0), (0, 0, 0, 5)]
[(1/2, 0, 0, 17/2), (0, 1/238, 5/34, 188/119), (0, 0, 1, 6), (0, 0, 0, 17)]
[(1/2, 1/490, 17/70, 10589/490), (0, 1/245, 17/35, 2014/245), (0, 0, 1/2, 47/2), (0, 0, 0, 35)]
[(1/2, 0, 0, 21/2), (0, 1/294, 37/42, 2099/147), (0, 0, 1, 8), (0, 0, 0, 21)]
[(1/2, 1/714, 8/51, 14923/357), (0, 1/357, 16/51, 11639/357), (0, 0, 1/2, 31/2), (0, 0, 0, 51)]
[(1/2, 0, 0, 15/2), (0, 1/210, 5/6, 181/105), (0, 0, 1, 10), (0, 0, 0, 15)]
[(1/2, 1/266, 147/19, 4/7), (0, 1/133, 227/38, 9/14), (0, 0, 19/2, 1/2), (0, 0, 0, 1)]
[(1/2, 1/686, 17/98, 30483/686), (0, 1/343, 17/49, 13676/343), (0, 0, 1/2, 75/2), (0, 0, 0, 49)]
[(1/2, 1/462, 4/33, 4493/231), (0, 1/231, 8/33, 1363/231), (0, 0, 1/2, 19/2), (0, 0, 0, 33)]
[(1/2, 1/406, 5/29, 2589/203), (0, 1/203, 10/29, 5178/203), (0, 0, 1/2, 3/2), (0, 0, 0, 29)]
[(1/2, 1/602, 5/86, 25541/602), (0, 1/301, 5/43, 12598/301), (0, 0, 1/2, 5/2), (0, 0, 0, 43)]
[(1/2, 0, 0, 7/2), (0, 1/98, 11/14, 174/49), (0, 0, 1, 2), (0, 0, 0, 7)]
[(1/2, 0, 0, 9/2), (0, 1/252, 43/36, 248/63), (0, 0, 2, 2), (0, 0, 0, 9)]
[(1/2, 1/210, 7/30, 1951/210), (0, 1/105, 7/15, 376/105), (0, 0, 1/2, 23/2), (0, 0, 0, 15)]
[(1/2, 0, 0, 5/2), (0, 1/280, 23/8, 61/35), (0, 0, 4, 0), (0, 0, 0, 5)]
[(1/2, 1/714, 23/51, 2617/357), (0, 1/357, 41/102, 14395/714), (0, 0, 1/2, 91/2), (0, 0, 0, 51)]
[(1/2, 1/350, 1/25, 3352/175), (0, 1/175, 2/25, 2329/175), (0, 0, 1/2, 37/2), (0, 0, 0, 25)]
[(1/2, 1/98, 1/14, 481/98), (0, 1/49, 1/7, 138/49), (0, 0, 1/2, 11/2), (0, 0, 0, 7)]
[(1/2, 1/490, 1/7, 1056/245), (0, 1/245, 2/7, 2112/245), (0, 0, 1/2, 5/2), (0, 0, 0, 35)]
[(1/2, 0, 0, 11/2), (0, 1/308, 19/44, 283/77), (0, 0, 2, 5), (0, 0, 0, 11)]
[(1/2, 1/658, 33/94, 4457/658), (0, 1/329, 19/94, 21087/658), (0, 0, 1/2, 57/2), (0, 0, 0, 47)]
[(1/2, 0, 0, 23/2), (0, 1/322, 37/46, 3037/161), (0, 0, 1, 16), (0, 0, 0, 23)]
[(1/2, 1/490, 6/35, 5872/245), (0, 1/245, 12/35, 3169/245), (0, 0, 1/2, 27/2), (0, 0, 0, 35)]
[(1/2, 0, 0, 17/2), (0, 1/238, 19/34, 328/119), (0, 0, 1, 10), (0, 0, 0, 17)]
[(1/2, 1/574, 12/41, 7601/287), (0, 1/287, 7/82, 10027/574), (0, 0, 1/2, 71/2), (0, 0, 0, 41)]
[(1/2, 1/630, 1/18, 9413/630), (0, 1/315, 1/9, 9413/315), (0, 0, 1/2, 5/2), (0, 0, 0, 45)]
[(1/2, 1/546, 58/39, 50/21), (0, 1/273, 116/39, 37/21), (0, 0, 13/2, 1/2), (0, 0, 0, 3)]
[(1/2, 0, 0, 23/2), (0, 1/322, 1/46, 1364/161), (0, 0, 1, 18), (0, 0, 0, 23)]
[(1/2, 1/574, 5/41, 8413/287), (0, 1/287, 10/41, 5059/287), (0, 0, 1/2, 25/2), (0, 0, 0, 41)]
[(1/2, 0, 4, 1/2), (0, 1/336, 205/48, 47/42), (0, 0, 8, 1), (0, 0, 0, 3)]
[(1/2, 0, 0, 5/2), (0, 1/280, 147/40, 173/35), (0, 0, 4, 3), (0, 0, 0, 5)]
[(1/2, 0, 0, 19/2), (0, 1/266, 27/38, 1924/133), (0, 0, 1, 3), (0, 0, 0, 19)]
[(1/2, 0, 0, 1/2), (0, 1/56, 13/8, 5/7), (0, 0, 4, 0), (0, 0, 0, 1)]
[(1/2, 0, 0, 7/2), (0, 1/98, 5/14, 237/49), (0, 0, 1, 6), (0, 0, 0, 7)]
[(1/2, 1/378, 19/54, 5647/378), (0, 1/189, 11/54, 5813/378), (0, 0, 1/2, 29/2), (0, 0, 0, 27)]
[(1/2, 1/462, 10/33, 3583/231), (0, 1/231, 7/66, 7633/462), (0, 0, 1/2, 29/2), (0, 0, 0, 33)]
