[(1/2, 0, 0, 17/2), (0, 1/646, 1/2, 5091/323), (0, 0, 1, 0), (0, 0, 0, 17)]
[(1/2, 0, 1/4, 197/4), (0, 1/1444, 9/152, 151179/2888), (0, 0, 1/2, 45/2), (0, 0, 0, 76)]
[(1/2, 1/646, 0, 5091/323), (0, 1/323, 0, 4691/323), (0, 0, 1/2, 17/2), (0, 0, 0, 17)]
[(1/2, 1/1102, 0, 4331/551), (0, 1/551, 0, 8662/551), (0, 0, 1/2, 29/2), (0, 0, 0, 29)]
[(1/2, 1/2850, 31/150, 47327/2850), (0, 1/1425, 31/75, 47327/1425), (0, 0, 1/2, 97/2), (0, 0, 0, 75)]
[(1/2, 0, 1/4, 43/4), (0, 1/1824, 43/192, 154751/3648), (0, 0, 1/2, 43/2), (0, 0, 0, 96)]
[(1/2, 1/2318, 0, 54339/1159), (0, 1/1159, 0, 37979/1159), (0, 0, 1/2, 61/2), (0, 0, 0, 61)]
[(1/2, 1/494, 0, 2146/247), (0, 1/247, 0, 1081/247), (0, 0, 1/2, 13/2), (0, 0, 0, 13)]
[(1/2, 0, 0, 29/2), (0, 1/1102, 1/2, 4920/551), (0, 0, 1, 0), (0, 0, 0, 29)]
[(1/2, 0, 1, 9/2), (0, 1/760, 29/40, 1139/380), (0, 0, 2, 9), (0, 0, 0, 10)]
[(1/2, 1/722, 0, 5110/361), (0, 1/361, 0, 3361/361), (0, 0, 1/2, 19/2), (0, 0, 0, 19)]
[(1/2, 0, 1/4, 107/4), (0, 1/1482, 49/156, 13885/2964), (0, 0, 1/2, 107/2), (0, 0, 0, 78)]
[(1/2, 1/3078, 65/162, 101591/3078), (0, 1/1539, 49/162, 47743/3078), (0, 0, 1/2, 101/2), (0, 0, 0, 81)]
[(1/2, 1/2242, 0, 33800/1121), (0, 1/1121, 0, 1461/1121), (0, 0, 1/2, 59/2), (0, 0, 0, 59)]
[(1/2, 0, 0, 13/2), (0, 1/494, 1/2, 1234/247), (0, 0, 1, 0), (0, 0, 0, 13)]
[(1/2, 1/1102, 0, 4920/551), (0, 1/551, 0, 9840/551), (0, 0, 1/2, 29/2), (0, 0, 0, 29)]
[(1/2, 1/874, 0, 9138/437), (0, 1/437, 0, 8225/437), (0, 0, 1/2, 23/2), (0, 0, 0, 23)]
[(1/2, 0, 0, 23/2), (0, 1/874, 1/2, 4616/437), (0, 0, 1, 0), (0, 0, 0, 23)]
[(1/2, 1/3306, 25/87, 124886/1653), (0, 1/1653, 13/174, 51581/3306), (0, 0, 1/2, 97/2), (0, 0, 0, 87)]
[(1/2, 1/646, 0, 3001/323), (0, 1/323, 0, 511/323), (0, 0, 1/2, 17/2), (0, 0, 0, 17)]
[(1/2, 1/1406, 0, 7333/703), (0, 1/703, 0, 14666/703), (0, 0, 1/2, 37/2), (0, 0, 0, 37)]
