[(1/2, 0, 0, 5/2), (0, 1/70, 1/2, 6/35), (0, 0, 1, 0), (0, 0, 0, 5)]
[(1/2, 1/266, 3/38, 3883/266), (0, 1/133, 3/19, 1356/133), (0, 0, 1/2, 5/2), (0, 0, 0, 19)]
[(1/2, 0, 0, 1/2), (0, 1/14, 1/2, 6/7), (0, 0, 1, 0), (0, 0, 0, 1)]
[(1/2, 0, 0, 7/2), (0, 1/98, 1/2, 125/49), (0, 0, 1, 0), (0, 0, 0, 7)]
[(1/2, 0, 0, 5/2), (0, 1/70, 1/2, 69/35), (0, 0, 1, 0), (0, 0, 0, 5)]
[(1/2, 1/266, 55/19, 4/7), (0, 1/133, 110/19, 1/7), (0, 0, 19/2, 1/2), (0, 0, 0, 1)]
[(1/2, 1/210, 1/3, 1406/105), (0, 1/105, 1/6, 1949/210), (0, 0, 1/2, 5/2), (0, 0, 0, 15)]
[(1/2, 1/14, 0, 6/7), (0, 1/7, 0, 5/7), (0, 0, 1/2, 1/2), (0, 0, 0, 1)]
[(1/2, 1/70, 0, 69/35), (0, 1/35, 0, 138/35), (0, 0, 1/2, 5/2), (0, 0, 0, 5)]
[(1/2, 1/210, 1/15, 1448/105), (0, 1/105, 2/15, 1321/105), (0, 0, 1/2, 13/2), (0, 0, 0, 15)]
[(1/2, 1/98, 0, 125/49), (0, 1/49, 0, 250/49), (0, 0, 1/2, 7/2), (0, 0, 0, 7)]
[(1/2, 1/70, 0, 6/35), (0, 1/35, 0, 12/35), (0, 0, 1/2, 5/2), (0, 0, 0, 5)]
[(1/2, 1/98, 1/7, 104/49), (0, 1/49, 2/7, 208/49), (0, 0, 1/2, 1/2), (0, 0, 0, 7)]
[(1/2, 0, 0, 1/2), (0, 1/112, 17/16, 6/7), (0, 0, 8, 0), (0, 0, 0, 1)]
[(1/2, 0, 0, 3/2), (0, 1/84, 17/12, 10/21), (0, 0, 2, 2), (0, 0, 0, 3)]
[(1/2, 0, 4, 1/2), (0, 1/112, 49/16, 5/14), (0, 0, 8, 0), (0, 0, 0, 1)]
[(1/2, 1/210, 1/6, 2413/210), (0, 1/105, 1/3, 838/105), (0, 0, 1/2, 25/2), (0, 0, 0, 15)]
[(1/2, 0, 0, 9/2), (0, 1/126, 5/18, 419/63), (0, 0, 1, 4), (0, 0, 0, 9)]
[(1/2, 0, 0, 5/2), (0, 1/70, 3/10, 167/35), (0, 0, 1, 3), (0, 0, 0, 5)]
[(1/2, 1/182, 7/26, 1153/182), (0, 1/91, 1/26, 1851/182), (0, 0, 1/2, 5/2), (0, 0, 0, 13)]
[(1/2, 1/126, 7/18, 817/126), (0, 1/63, 5/18, 563/126), (0, 0, 1/2, 17/2), (0, 0, 0, 9)]
[(1/2, 1/182, 1/26, 1041/182), (0, 1/91, 1/13, 1041/91), (0, 0, 1/2, 25/2), (0, 0, 0, 13)]
[(1/2, 1/154, 1/11, 419/77), (0, 1/77, 2/11, 838/77), (0, 0, 1/2, 21/2), (0, 0, 0, 11)]
[(1/2, 1/98, 5/14, 159/98), (0, 1/49, 3/14, 367/98), (0, 0, 1/2, 13/2), (0, 0, 0, 7)]
[(1/2, 1/182, 3/26, 383/182), (0, 1/91, 3/13, 383/91), (0, 0, 1/2, 19/2), (0, 0, 0, 13)]
[(1/2, 0, 0, 3/2), (0, 1/42, 1/6, 20/21), (0, 0, 1, 2), (0, 0, 0, 3)]
[(1/2, 1/42, 1/3, 55/21), (0, 1/21, 1/6, 115/42), (0, 0, 1/2, 5/2), (0, 0, 0, 3)]
[(1/2, 0, 0, 3/2), (0, 1/42, 5/6, 41/21), (0, 0, 1, 1), (0, 0, 0, 3)]
[(1/2, 1/126, 4/9, 286/63), (0, 1/63, 7/18, 451/126), (0, 0, 1/2, 11/2), (0, 0, 0, 9)]
[(1/2, 1/210, 7/30, 1699/210), (0, 1/105, 7/15, 124/105), (0, 0, 1/2, 17/2), (0, 0, 0, 15)]
[(1/2, 0, 0, 9/2), (0, 1/126, 11/18, 55/63), (0, 0, 1, 8), (0, 0, 0, 9)]
[(1/2, 1/210, 1/6, 2987/210), (0, 1/105, 1/3, 1412/105), (0, 0, 1/2, 5/2), (0, 0, 0, 15)]
[(1/2, 1/154, 49/22, 3/14), (0, 1/77, 49/11, 3/7), (0, 0, 11/2, 1/2), (0, 0, 0, 1)]
[(1/2, 0, 0, 7/2), (0, 1/98, 5/14, 251/49), (0, 0, 1, 6), (0, 0, 0, 7)]
[(1/2, 1/154, 9/22, 537/154), (0, 1/77, 7/22, 1151/154), (0, 0, 1/2, 21/2), (0, 0, 0, 11)]
[(1/2, 1/70, 1/5, 48/35), (0, 1/35, 2/5, 96/35), (0, 0, 1/2, 3/2), (0, 0, 0, 5)]
[(1/2, 1/70, 3/10, 159/70), (0, 1/35, 1/10, 213/70), (0, 0, 1/2, 3/2), (0, 0, 0, 5)]
[(1/2, 0, 2, 1/2), (0, 1/56, 25/8, 3/14), (0, 0, 4, 0), (0, 0, 0, 1)]
[(1/2, 0, 0, 7/2), (0, 1/98, 11/14, 335/49), (0, 0, 1, 2), (0, 0, 0, 7)]
