[(1/2, 1/602, 0, 1858/301), (0, 1/301, 0, 3716/301), (0, 0, 1/2, 43/2), (0, 0, 0, 43)]
[(1/2, 1/518, 0, 1886/259), (0, 1/259, 0, 3772/259), (0, 0, 1/2, 37/2), (0, 0, 0, 37)]
[(1/2, 0, 0, 23/2), (0, 1/322, 1/2, 1396/161), (0, 0, 1, 0), (0, 0, 0, 23)]
[(1/2, 0, 0, 11/2), (0, 1/154, 1/2, 269/77), (0, 0, 1, 0), (0, 0, 0, 11)]
[(1/2, 0, 0, 33/2), (0, 1/462, 23/66, 4028/231), (0, 0, 1, 19), (0, 0, 0, 33)]
[(1/2, 0, 2, 11/2), (0, 1/504, 275/72, 803/126), (0, 0, 4, 2), (0, 0, 0, 9)]
[(1/2, 1/770, 0, 1963/385), (0, 1/385, 0, 3926/385), (0, 0, 1/2, 55/2), (0, 0, 0, 55)]
[(1/2, 0, 0, 5/2), (0, 1/70, 1/2, 87/35), (0, 0, 1, 0), (0, 0, 0, 5)]
[(1/2, 0, 0, 15/2), (0, 1/420, 1/12, 1244/105), (0, 0, 2, 10), (0, 0, 0, 15)]
[(1/2, 1/266, 0, 1417/133), (0, 1/133, 0, 307/133), (0, 0, 1/2, 19/2), (0, 0, 0, 19)]
[(1/2, 1/910, 0, 2012/455), (0, 1/455, 0, 4024/455), (0, 0, 1/2, 65/2), (0, 0, 0, 65)]
[(1/2, 0, 0, 13/2), (0, 1/182, 1/2, 829/91), (0, 0, 1, 0), (0, 0, 0, 13)]
[(1/2, 1/406, 0, 4826/203), (0, 1/203, 0, 3765/203), (0, 0, 1/2, 29/2), (0, 0, 0, 29)]
[(1/2, 0, 0, 23/2), (0, 1/322, 1/2, 1249/161), (0, 0, 1, 0), (0, 0, 0, 23)]
[(1/2, 1/854, 0, 14227/427), (0, 1/427, 0, 2407/427), (0, 0, 1/2, 61/2), (0, 0, 0, 61)]
[(1/2, 1/770, 2/5, 17034/385), (0, 1/385, 3/10, 38491/770), (0, 0, 1/2, 77/2), (0, 0, 0, 55)]
[(1/2, 1/350, 0, 2313/175), (0, 1/175, 0, 251/175), (0, 0, 1/2, 25/2), (0, 0, 0, 25)]
[(1/2, 1/154, 0, 94/77), (0, 1/77, 0, 188/77), (0, 0, 1/2, 11/2), (0, 0, 0, 11)]
[(1/2, 1/574, 0, 668/287), (0, 1/287, 0, 1336/287), (0, 0, 1/2, 41/2), (0, 0, 0, 41)]
[(1/2, 0, 0, 25/2), (0, 1/350, 1/2, 2313/175), (0, 0, 1, 0), (0, 0, 0, 25)]
[(1/2, 1/434, 0, 3377/217), (0, 1/217, 0, 27/217), (0, 0, 1/2, 31/2), (0, 0, 0, 31)]
[(1/2, 0, 0, 27/2), (0, 1/378, 13/54, 4504/189), (0, 0, 1, 4), (0, 0, 0, 27)]
[(1/2, 0, 0, 29/2), (0, 1/406, 1/2, 220/203), (0, 0, 1, 0), (0, 0, 0, 29)]
[(1/2, 1/182, 0, 185/91), (0, 1/91, 0, 370/91), (0, 0, 1/2, 13/2), (0, 0, 0, 13)]
[(1/2, 0, 0, 29/2), (0, 1/406, 1/2, 4826/203), (0, 0, 1, 0), (0, 0, 0, 29)]
[(1/2, 1/994, 28/71, 5932/497), (0, 1/497, 41/142, 62991/994), (0, 0, 1/2, 63/2), (0, 0, 0, 71)]
[(1/2, 0, 0, 1/2), (0, 1/14, 1/2, 3/7), (0, 0, 1, 0), (0, 0, 0, 1)]
[(1/2, 1/322, 0, 1249/161), (0, 1/161, 0, 2498/161), (0, 0, 1/2, 23/2), (0, 0, 0, 23)]
[(1/2, 1/266, 0, 388/133), (0, 1/133, 0, 776/133), (0, 0, 1/2, 19/2), (0, 0, 0, 19)]
[(1/2, 1/406, 0, 220/203), (0, 1/203, 0, 440/203), (0, 0, 1/2, 29/2), (0, 0, 0, 29)]
[(1/2, 1/910, 0, 22662/455), (0, 1/455, 0, 15749/455), (0, 0, 1/2, 65/2), (0, 0, 0, 65)]
[(1/2, 1/490, 0, 2488/245), (0, 1/245, 0, 4976/245), (0, 0, 1/2, 35/2), (0, 0, 0, 35)]
[(1/2, 1/322, 0, 1396/161), (0, 1/161, 0, 2792/161), (0, 0, 1/2, 23/2), (0, 0, 0, 23)]
[(1/2, 1/350, 0, 3937/175), (0, 1/175, 0, 3499/175), (0, 0, 1/2, 25/2), (0, 0, 0, 25)]
[(1/2, 1/798, 1/3, 19106/399), (0, 1/399, 1/6, 23357/798), (0, 0, 1/2, 19/2), (0, 0, 0, 57)]
[(1/2, 0, 0, 15/2), (0, 1/420, 19/60, 908/105), (0, 0, 2, 11), (0, 0, 0, 15)]
[(1/2, 1/854, 0, 4378/427), (0, 1/427, 0, 8756/427), (0, 0, 1/2, 61/2), (0, 0, 0, 61)]
[(1/2, 0, 0, 7/2), (0, 1/98, 1/2, 87/49), (0, 0, 1, 0), (0, 0, 0, 7)]
[(1/2, 0, 0, 11/2), (0, 1/154, 1/2, 94/77), (0, 0, 1, 0), (0, 0, 0, 11)]
[(1/2, 1/154, 0, 269/77), (0, 1/77, 0, 538/77), (0, 0, 1/2, 11/2), (0, 0, 0, 11)]
[(1/2, 0, 0, 13/2), (0, 1/182, 1/2, 185/91), (0, 0, 1, 0), (0, 0, 0, 13)]
[(1/2, 1/658, 0, 8438/329), (0, 1/329, 0, 1413/329), (0, 0, 1/2, 47/2), (0, 0, 0, 47)]
[(1/2, 1/182, 0, 829/91), (0, 1/91, 0, 475/91), (0, 0, 1/2, 13/2), (0, 0, 0, 13)]
[(1/2, 0, 0, 19/2), (0, 1/266, 1/2, 388/133), (0, 0, 1, 0), (0, 0, 0, 19)]
[(1/2, 1/658, 0, 2607/329), (0, 1/329, 0, 5214/329), (0, 0, 1/2, 47/2), (0, 0, 0, 47)]
[(1/2, 1/70, 0, 87/35), (0, 1/35, 0, 174/35), (0, 0, 1/2, 5/2), (0, 0, 0, 5)]
[(1/2, 1/742, 19/106, 13145/742), (0, 1/371, 19/53, 13145/371), (0, 0, 1/2, 87/2), (0, 0, 0, 53)]
[(1/2, 1/490, 0, 87/245), (0, 1/245, 0, 174/245), (0, 0, 1/2, 35/2), (0, 0, 0, 35)]
[(1/2, 1/770, 7/55, 4126/385), (0, 1/385, 14/55, 8252/385), (0, 0, 1/2, 103/2), (0, 0, 0, 55)]
[(1/2, 0, 0, 31/2), (0, 1/434, 23/62, 3034/217), (0, 0, 1, 30), (0, 0, 0, 31)]
[(1/2, 1/574, 0, 9418/287), (0, 1/287, 0, 7069/287), (0, 0, 1/2, 41/2), (0, 0, 0, 41)]
[(1/2, 1/98, 0, 87/49), (0, 1/49, 0, 174/49), (0, 0, 1/2, 7/2), (0, 0, 0, 7)]
[(1/2, 1/798, 23/114, 29861/798), (0, 1/399, 23/57, 7118/399), (0, 0, 1/2, 101/2), (0, 0, 0, 57)]
[(1/2, 1/742, 0, 15165/371), (0, 1/371, 0, 10667/371), (0, 0, 1/2, 53/2), (0, 0, 0, 53)]
[(1/2, 0, 0, 19/2), (0, 1/266, 1/2, 1417/133), (0, 0, 1, 0), (0, 0, 0, 19)]
[(1/2, 1/434, 0, 6233/217), (0, 1/217, 0, 5739/217), (0, 0, 1/2, 31/2), (0, 0, 0, 31)]
[(1/2, 1/14, 0, 3/7), (0, 1/7, 0, 6/7), (0, 0, 1/2, 1/2), (0, 0, 0, 1)]
[(1/2, 1/602, 0, 9236/301), (0, 1/301, 0, 5529/301), (0, 0, 1/2, 43/2), (0, 0, 0, 43)]
