[(1/2, 0, 29/2, 0), (0, 1/58, 372/29, 1/2), (0, 0, 29, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 0), (0, 1/18, 0, 101/18), (0, 0, 1, 0), (0, 0, 0, 9)]
[(1/2, 0, 11/2, 0), (0, 1/22, 39/11, 1/2), (0, 0, 11, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 14), (0, 1/56, 1/2, 141/56), (0, 0, 1, 0), (0, 0, 0, 28)]
[(1/2, 0, 13/2, 0), (0, 1/26, 160/13, 1/2), (0, 0, 13, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 0), (0, 1/26, 0, 151/26), (0, 0, 1, 0), (0, 0, 0, 13)]
[(1/2, 0, 21/2, 0), (0, 1/42, 46/21, 1/2), (0, 0, 21, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 0), (0, 1/12, 0, 61/12), (0, 0, 1, 0), (0, 0, 0, 6)]
[(1/2, 0, 1/2, 6), (0, 1/24, 1/2, 173/24), (0, 0, 1, 0), (0, 0, 0, 12)]
[(1/2, 0, 1/2, 11), (0, 1/46, 4/23, 169/46), (0, 0, 1, 22), (0, 0, 0, 23)]
[(1/2, 0, 1/2, 8), (0, 1/32, 1/2, 11/32), (0, 0, 1, 0), (0, 0, 0, 16)]
[(1/2, 0, 1/2, 0), (0, 1/32, 0, 395/32), (0, 0, 1, 0), (0, 0, 0, 16)]
[(1/2, 0, 1/2, 12), (0, 1/48, 1/2, 1109/48), (0, 0, 1, 0), (0, 0, 0, 24)]
[(1/2, 0, 1/2, 0), (0, 1/16, 0, 11/16), (0, 0, 1, 0), (0, 0, 0, 8)]
[(1/2, 0, 1/2, 0), (0, 1/42, 0, 43/42), (0, 0, 1, 0), (0, 0, 0, 21)]
[(1/2, 0, 9/2, 0), (0, 1/18, 10/9, 1/2), (0, 0, 9, 0), (0, 0, 0, 1)]
[(1/2, 0, 1/2, 0), (0, 1/12, 0, 43/12), (0, 0, 1, 0), (0, 0, 0, 6)]
[(1/2, 0, 1/2, 0), (0, 1/24, 0, 245/24), (0, 0, 1, 0), (0, 0, 0, 12)]
[(1/2, 0, 1/2, 0), (0, 1/22, 0, 43/22), (0, 0, 1, 0), (0, 0, 0, 11)]
[(1/2, 0, 1/2, 3), (0, 1/50, 13/25, 629/50), (0, 0, 1, 6), (0, 0, 0, 25)]
[(1/2, 0, 1/2, 0), (0, 1/24, 0, 277/24), (0, 0, 1, 0), (0, 0, 0, 12)]
[(1/2, 0, 1/2, 0), (0, 1/36, 0, 587/36), (0, 0, 1, 0), (0, 0, 0, 18)]
[(1/2, 0, 1/2, 2), (0, 1/8, 1/2, 19/8), (0, 0, 1, 0), (0, 0, 0, 4)]
[(1/2, 0, 1/2, 0), (0, 1/8, 0, 11/8), (0, 0, 1, 0), (0, 0, 0, 4)]
[(1/2, 0, 1/2, 14), (0, 1/44, 9/11, 445/44), (0, 0, 1, 6), (0, 0, 0, 22)]
