[(1/2, 0, 0, 11/2), (0, 1/242, 1/2, 532/121), (0, 0, 1, 0), (0, 0, 0, 11)]
[(1/2, 0, 1/4, 209/4), (0, 1/770, 67/140, 17077/1540), (0, 0, 1/2, 69/2), (0, 0, 0, 70)]
[(1/2, 0, 0, 37/2), (0, 1/814, 1/2, 2171/407), (0, 0, 1, 0), (0, 0, 0, 37)]
[(1/2, 0, 0, 1/2), (0, 1/22, 1/2, 4/11), (0, 0, 1, 0), (0, 0, 0, 1)]
[(1/2, 1/814, 0, 6043/407), (0, 1/407, 0, 12086/407), (0, 0, 1/2, 37/2), (0, 0, 0, 37)]
[(1/2, 0, 1/4, 265/4), (0, 1/1078, 17/196, 134095/2156), (0, 0, 1/2, 69/2), (0, 0, 0, 98)]
[(1/2, 1/506, 0, 2809/253), (0, 1/253, 0, 5618/253), (0, 0, 1/2, 23/2), (0, 0, 0, 23)]
[(1/2, 1/682, 0, 5163/341), (0, 1/341, 0, 10326/341), (0, 0, 1/2, 31/2), (0, 0, 0, 31)]
[(1/2, 1/682, 0, 7330/341), (0, 1/341, 0, 4089/341), (0, 0, 1/2, 31/2), (0, 0, 0, 31)]
[(1/2, 0, 1/4, 89/4), (0, 1/616, 51/112, 64597/1232), (0, 0, 1/2, 89/2), (0, 0, 0, 56)]
[(1/2, 1/1166, 0, 18594/583), (0, 1/583, 0, 6289/583), (0, 0, 1/2, 53/2), (0, 0, 0, 53)]
[(1/2, 0, 0, 35/2), (0, 1/770, 19/70, 8133/385), (0, 0, 1, 6), (0, 0, 0, 35)]
[(1/2, 0, 3/4, 77/4), (0, 1/858, 209/156, 2627/572), (0, 0, 3/2, 25/2), (0, 0, 0, 26)]
[(1/2, 0, 0, 23/2), (0, 1/506, 1/2, 2809/253), (0, 0, 1, 0), (0, 0, 0, 23)]
[(1/2, 1/506, 0, 1423/253), (0, 1/253, 0, 2846/253), (0, 0, 1/2, 23/2), (0, 0, 0, 23)]
[(1/2, 0, 0, 23/2), (0, 1/506, 1/2, 1423/253), (0, 0, 1, 0), (0, 0, 0, 23)]
[(1/2, 1/2354, 0, 85056/1177), (0, 1/1177, 0, 44173/1177), (0, 0, 1/2, 107/2), (0, 0, 0, 107)]
[(1/2, 0, 9/4, 31/4), (0, 1/792, 83/144, 179/176), (0, 0, 9/2, 15/2), (0, 0, 0, 8)]
[(1/2, 1/22, 0, 4/11), (0, 1/11, 0, 8/11), (0, 0, 1/2, 1/2), (0, 0, 0, 1)]
[(1/2, 0, 0, 31/2), (0, 1/682, 1/2, 7330/341), (0, 0, 1, 0), (0, 0, 0, 31)]
[(1/2, 1/242, 0, 532/121), (0, 1/121, 0, 1064/121), (0, 0, 1/2, 11/2), (0, 0, 0, 11)]
[(1/2, 1/1166, 0, 17923/583), (0, 1/583, 0, 4947/583), (0, 0, 1/2, 53/2), (0, 0, 0, 53)]
[(1/2, 0, 3/4, 27/4), (0, 1/1056, 281/192, 19237/704), (0, 0, 3/2, 27/2), (0, 0, 0, 32)]
[(1/2, 1/814, 0, 2171/407), (0, 1/407, 0, 4342/407), (0, 0, 1/2, 37/2), (0, 0, 0, 37)]
[(1/2, 1/1210, 19/110, 50509/1210), (0, 1/605, 19/55, 17234/605), (0, 0, 1/2, 109/2), (0, 0, 0, 55)]
[(1/2, 1/1870, 579/170, 203/110), (0, 1/935, 579/85, 203/55), (0, 0, 17/2, 7/2), (0, 0, 0, 5)]
[(1/2, 0, 3/4, 53/4), (0, 1/594, 43/108, 2473/396), (0, 0, 3/2, 17/2), (0, 0, 0, 18)]
[(1/2, 0, 1/4, 7/4), (0, 1/286, 19/52, 2315/572), (0, 0, 1/2, 7/2), (0, 0, 0, 26)]
[(1/2, 0, 3/4, 43/4), (0, 1/726, 97/132, 9557/484), (0, 0, 3/2, 43/2), (0, 0, 0, 22)]
[(1/2, 1/550, 11/50, 6861/550), (0, 1/275, 11/25, 6861/275), (0, 0, 1/2, 49/2), (0, 0, 0, 25)]
[(1/2, 1/1474, 26/67, 1500/737), (0, 1/737, 37/134, 6737/1474), (0, 0, 1/2, 133/2), (0, 0, 0, 67)]
[(1/2, 0, 0, 19/2), (0, 1/418, 33/38, 103/209), (0, 0, 1, 11), (0, 0, 0, 19)]
[(1/2, 0, 1/4, 1/4), (0, 1/902, 45/164, 53091/1804), (0, 0, 1/2, 1/2), (0, 0, 0, 82)]
[(1/2, 1/1298, 6/59, 25414/649), (0, 1/649, 12/59, 12537/649), (0, 0, 1/2, 83/2), (0, 0, 0, 59)]
[(1/2, 1/682, 12/31, 2490/341), (0, 1/341, 17/62, 8255/682), (0, 0, 1/2, 5/2), (0, 0, 0, 31)]
[(1/2, 1/770, 8/35, 4822/385), (0, 1/385, 16/35, 9644/385), (0, 0, 1/2, 1/2), (0, 0, 0, 35)]
[(1/2, 1/946, 25/86, 17355/946), (0, 1/473, 7/86, 12479/946), (0, 0, 1/2, 47/2), (0, 0, 0, 43)]
[(1/2, 1/946, 4/43, 1577/473), (0, 1/473, 8/43, 3154/473), (0, 0, 1/2, 31/2), (0, 0, 0, 43)]
[(1/2, 0, 1/4, 129/4), (0, 1/506, 21/92, 21147/1012), (0, 0, 1/2, 37/2), (0, 0, 0, 46)]
[(1/2, 0, 1/4, 271/4), (0, 1/770, 33/140, 103977/1540), (0, 0, 1/2, 131/2), (0, 0, 0, 70)]
