[(1/2, 0, 0, 7/2), (0, 1/98, 1/2, 339/49), (0, 0, 1, 0), (0, 0, 0, 7)]
[(1/2, 0, 0, 1/2), (0, 1/14, 1/2, 3/7), (0, 0, 1, 0), (0, 0, 0, 1)]
[(1/2, 1/294, 2/21, 269/147), (0, 1/147, 4/21, 538/147), (0, 0, 1/2, 11/2), (0, 0, 0, 21)]
[(1/2, 1/378, 4/27, 2894/189), (0, 1/189, 8/27, 685/189), (0, 0, 1/2, 37/2), (0, 0, 0, 27)]
[(1/2, 1/266, 0, 1060/133), (0, 1/133, 0, 2120/133), (0, 0, 1/2, 19/2), (0, 0, 0, 19)]
[(1/2, 1/350, 8/25, 3923/175), (0, 1/175, 7/50, 1867/350), (0, 0, 1/2, 29/2), (0, 0, 0, 25)]
[(1/2, 1/350, 119/25, 6/7), (0, 1/175, 238/25, 5/7), (0, 0, 25/2, 1/2), (0, 0, 0, 1)]
[(1/2, 1/294, 10/21, 794/147), (0, 1/147, 19/42, 1265/294), (0, 0, 1/2, 13/2), (0, 0, 0, 21)]
[(1/2, 1/14, 0, 3/7), (0, 1/7, 0, 6/7), (0, 0, 1/2, 1/2), (0, 0, 0, 1)]
[(1/2, 1/406, 5/58, 6971/406), (0, 1/203, 5/29, 1084/203), (0, 0, 1/2, 47/2), (0, 0, 0, 29)]
[(1/2, 1/266, 0, 745/133), (0, 1/133, 0, 1490/133), (0, 0, 1/2, 19/2), (0, 0, 0, 19)]
[(1/2, 1/98, 0, 339/49), (0, 1/49, 0, 335/49), (0, 0, 1/2, 7/2), (0, 0, 0, 7)]
[(1/2, 1/294, 1/3, 1711/147), (0, 1/147, 1/6, 1699/294), (0, 0, 1/2, 35/2), (0, 0, 0, 21)]
[(1/2, 1/98, 1/14, 363/98), (0, 1/49, 1/7, 20/49), (0, 0, 1/2, 1/2), (0, 0, 0, 7)]
[(1/2, 1/210, 11/30, 419/210), (0, 1/105, 7/30, 2833/210), (0, 0, 1/2, 11/2), (0, 0, 0, 15)]
