[(1/2, 0, 0, 1/2), (0, 1/14, 1/2, 3/7), (0, 0, 1, 0), (0, 0, 0, 1)]
[(1/2, 1/98, 0, 227/49), (0, 1/49, 0, 111/49), (0, 0, 1/2, 7/2), (0, 0, 0, 7)]
[(1/2, 1/182, 0, 808/91), (0, 1/91, 0, 433/91), (0, 0, 1/2, 13/2), (0, 0, 0, 13)]
[(1/2, 1/266, 0, 1445/133), (0, 1/133, 0, 363/133), (0, 0, 1/2, 19/2), (0, 0, 0, 19)]
[(1/2, 0, 0, 11/2), (0, 1/154, 1/2, 171/77), (0, 0, 1, 0), (0, 0, 0, 11)]
[(1/2, 1/266, 0, 360/133), (0, 1/133, 0, 720/133), (0, 0, 1/2, 19/2), (0, 0, 0, 19)]
[(1/2, 1/378, 8/27, 4483/189), (0, 1/189, 5/54, 4135/378), (0, 0, 1/2, 19/2), (0, 0, 0, 27)]
[(1/2, 1/182, 0, 206/91), (0, 1/91, 0, 412/91), (0, 0, 1/2, 13/2), (0, 0, 0, 13)]
[(1/2, 1/238, 0, 1522/119), (0, 1/119, 0, 1021/119), (0, 0, 1/2, 17/2), (0, 0, 0, 17)]
[(1/2, 1/154, 0, 171/77), (0, 1/77, 0, 342/77), (0, 0, 1/2, 11/2), (0, 0, 0, 11)]
[(1/2, 1/238, 0, 1368/119), (0, 1/119, 0, 713/119), (0, 0, 1/2, 17/2), (0, 0, 0, 17)]
[(1/2, 0, 0, 7/2), (0, 1/98, 1/2, 227/49), (0, 0, 1, 0), (0, 0, 0, 7)]
[(1/2, 0, 0, 13/2), (0, 1/182, 1/2, 206/91), (0, 0, 1, 0), (0, 0, 0, 13)]
[(1/2, 1/378, 13/27, 1060/189), (0, 1/189, 25/54, 8965/378), (0, 0, 1/2, 29/2), (0, 0, 0, 27)]
[(1/2, 1/14, 0, 3/7), (0, 1/7, 0, 6/7), (0, 0, 1/2, 1/2), (0, 0, 0, 1)]
[(1/2, 1/154, 0, 192/77), (0, 1/77, 0, 384/77), (0, 0, 1/2, 11/2), (0, 0, 0, 11)]
[(1/2, 0, 4, 1/2), (0, 1/112, 73/16, 13/14), (0, 0, 8, 0), (0, 0, 0, 1)]
[(1/2, 1/322, 6/23, 395/161), (0, 1/161, 1/46, 3673/322), (0, 0, 1/2, 33/2), (0, 0, 0, 23)]
[(1/2, 1/154, 1/22, 1063/154), (0, 1/77, 1/11, 216/77), (0, 0, 1/2, 3/2), (0, 0, 0, 11)]
[(1/2, 1/42, 1/3, 17/21), (0, 1/21, 1/6, 47/42), (0, 0, 1/2, 1/2), (0, 0, 0, 3)]
[(1/2, 1/238, 3/17, 101/119), (0, 1/119, 6/17, 202/119), (0, 0, 1/2, 3/2), (0, 0, 0, 17)]
[(1/2, 0, 0, 5/2), (0, 1/140, 33/20, 33/35), (0, 0, 2, 2), (0, 0, 0, 5)]
[(1/2, 1/266, 9/19, 1123/133), (0, 1/133, 17/38, 3827/266), (0, 0, 1/2, 5/2), (0, 0, 0, 19)]
[(1/2, 0, 0, 1/2), (0, 1/28, 1/4, 5/7), (0, 0, 2, 0), (0, 0, 0, 1)]
[(1/2, 0, 0, 7/2), (0, 1/98, 5/14, 332/49), (0, 0, 1, 5), (0, 0, 0, 7)]
[(1/2, 1/294, 5/42, 1007/294), (0, 1/147, 5/21, 1007/147), (0, 0, 1/2, 5/2), (0, 0, 0, 21)]
[(1/2, 0, 0, 5/2), (0, 1/140, 7/20, 138/35), (0, 0, 2, 3), (0, 0, 0, 5)]
[(1/2, 1/238, 7/34, 517/238), (0, 1/119, 7/17, 517/119), (0, 0, 1/2, 33/2), (0, 0, 0, 17)]
[(1/2, 1/126, 5/18, 433/126), (0, 1/63, 1/18, 47/126), (0, 0, 1/2, 13/2), (0, 0, 0, 9)]
[(1/2, 1/266, 1/38, 1581/266), (0, 1/133, 1/19, 1581/133), (0, 0, 1/2, 33/2), (0, 0, 0, 19)]
[(1/2, 1/126, 1/9, 521/63), (0, 1/63, 2/9, 475/63), (0, 0, 1/2, 1/2), (0, 0, 0, 9)]
[(1/2, 0, 0, 1/2), (0, 1/140, 39/20, 1/7), (0, 0, 10, 0), (0, 0, 0, 1)]
[(1/2, 1/210, 1/15, 1081/105), (0, 1/105, 2/15, 587/105), (0, 0, 1/2, 29/2), (0, 0, 0, 15)]
[(1/2, 1/238, 5/34, 1385/238), (0, 1/119, 5/17, 1385/119), (0, 0, 1/2, 27/2), (0, 0, 0, 17)]
[(1/2, 1/98, 5/14, 321/98), (0, 1/49, 3/14, 397/98), (0, 0, 1/2, 5/2), (0, 0, 0, 7)]
[(1/2, 0, 0, 9/2), (0, 1/126, 1/18, 304/63), (0, 0, 1, 7), (0, 0, 0, 9)]
[(1/2, 0, 0, 7/2), (0, 1/98, 1/14, 192/49), (0, 0, 1, 1), (0, 0, 0, 7)]
[(1/2, 1/70, 7/5, 2/7), (0, 1/35, 3/10, 1/14), (0, 0, 5/2, 1/2), (0, 0, 0, 1)]
[(1/2, 1/126, 5/18, 377/126), (0, 1/63, 1/18, 439/126), (0, 0, 1/2, 5/2), (0, 0, 0, 9)]
[(1/2, 1/210, 13/30, 2267/210), (0, 1/105, 11/30, 1279/210), (0, 0, 1/2, 1/2), (0, 0, 0, 15)]
[(1/2, 0, 0, 3/2), (0, 1/84, 1/12, 26/21), (0, 0, 2, 2), (0, 0, 0, 3)]
[(1/2, 0, 0, 5/2), (0, 1/70, 7/10, 24/35), (0, 0, 1, 1), (0, 0, 0, 5)]
[(1/2, 1/210, 13/30, 433/210), (0, 1/105, 11/30, 971/210), (0, 0, 1/2, 29/2), (0, 0, 0, 15)]
[(1/2, 1/98, 3/14, 265/98), (0, 1/49, 3/7, 265/49), (0, 0, 1/2, 3/2), (0, 0, 0, 7)]
[(1/2, 1/294, 8/21, 136/147), (0, 1/147, 11/42, 1279/294), (0, 0, 1/2, 37/2), (0, 0, 0, 21)]
[(1/2, 1/238, 2/17, 2012/119), (0, 1/119, 4/17, 2001/119), (0, 0, 1/2, 11/2), (0, 0, 0, 17)]
[(1/2, 1/378, 7/54, 8917/378), (0, 1/189, 7/27, 3814/189), (0, 0, 1/2, 53/2), (0, 0, 0, 27)]
[(1/2, 1/322, 11/46, 2883/322), (0, 1/161, 11/23, 2883/161), (0, 0, 1/2, 13/2), (0, 0, 0, 23)]
[(1/2, 0, 0, 13/2), (0, 1/182, 11/26, 59/91), (0, 0, 1, 2), (0, 0, 0, 13)]
[(1/2, 0, 0, 5/2), (0, 1/140, 17/20, 117/35), (0, 0, 2, 2), (0, 0, 0, 5)]
[(1/2, 1/126, 4/9, 367/63), (0, 1/63, 7/18, 775/126), (0, 0, 1/2, 11/2), (0, 0, 0, 9)]
[(1/2, 0, 0, 5/2), (0, 1/70, 3/10, 136/35), (0, 0, 1, 1), (0, 0, 0, 5)]
[(1/2, 0, 0, 11/2), (0, 1/154, 21/22, 724/77), (0, 0, 1, 8), (0, 0, 0, 11)]
[(1/2, 1/294, 19/42, 2183/294), (0, 1/147, 17/42, 1573/294), (0, 0, 1/2, 19/2), (0, 0, 0, 21)]
[(1/2, 1/154, 3/22, 1245/154), (0, 1/77, 3/11, 398/77), (0, 0, 1/2, 15/2), (0, 0, 0, 11)]
[(1/2, 1/266, 15/38, 1021/266), (0, 1/133, 11/38, 1643/266), (0, 0, 1/2, 3/2), (0, 0, 0, 19)]
[(1/2, 0, 2, 1/2), (0, 1/56, 15/8, 5/14), (0, 0, 4, 0), (0, 0, 0, 1)]
[(1/2, 1/322, 7/46, 6873/322), (0, 1/161, 7/23, 3170/161), (0, 0, 1/2, 19/2), (0, 0, 0, 23)]
