[(1/2, 1/6, 0, 1/3), (0, 1/3, 0, 2/3), (0, 0, 1/2, 1/2), (0, 0, 0, 1)]
[(1/2, 1/18, 1/6, 29/18), (0, 1/9, 1/3, 2/9), (0, 0, 1/2, 1/2), (0, 0, 0, 3)]
[(1/2, 0, 1/4, 51/4), (0, 1/78, 23/52, 3715/156), (0, 0, 1/2, 51/2), (0, 0, 0, 26)]
[(1/2, 1/54, 0, 223/27), (0, 1/27, 0, 203/27), (0, 0, 1/2, 9/2), (0, 0, 0, 9)]
[(1/2, 0, 1/4, 35/4), (0, 1/54, 13/36, 121/108), (0, 0, 1/2, 35/2), (0, 0, 0, 18)]
[(1/2, 0, 0, 3/2), (0, 1/18, 1/2, 7/9), (0, 0, 1, 0), (0, 0, 0, 3)]
[(1/2, 1/138, 15/46, 1625/138), (0, 1/69, 7/46, 145/138), (0, 0, 1/2, 45/2), (0, 0, 0, 23)]
[(1/2, 0, 1/4, 93/4), (0, 1/132, 37/88, 7543/264), (0, 0, 1/2, 5/2), (0, 0, 0, 44)]
[(1/2, 1/78, 4/13, 451/39), (0, 1/39, 3/26, 751/78), (0, 0, 1/2, 1/2), (0, 0, 0, 13)]
[(1/2, 1/222, 5/37, 2548/111), (0, 1/111, 10/37, 989/111), (0, 0, 1/2, 1/2), (0, 0, 0, 37)]
[(1/2, 1/162, 7/54, 3503/162), (0, 1/81, 7/27, 1316/81), (0, 0, 1/2, 1/2), (0, 0, 0, 27)]
[(1/2, 1/174, 0, 1045/87), (0, 1/87, 0, 2090/87), (0, 0, 1/2, 29/2), (0, 0, 0, 29)]
[(1/2, 1/174, 14/29, 1291/87), (0, 1/87, 27/58, 31/174), (0, 0, 1/2, 1/2), (0, 0, 0, 29)]
[(1/2, 0, 1/4, 141/4), (0, 1/132, 31/88, 10405/264), (0, 0, 1/2, 53/2), (0, 0, 0, 44)]
[(1/2, 1/222, 0, 1951/111), (0, 1/111, 0, 3902/111), (0, 0, 1/2, 37/2), (0, 0, 0, 37)]
[(1/2, 0, 1/4, 51/4), (0, 1/78, 3/52, 1615/156), (0, 0, 1/2, 51/2), (0, 0, 0, 26)]
[(1/2, 1/138, 15/46, 491/138), (0, 1/69, 7/46, 913/138), (0, 0, 1/2, 1/2), (0, 0, 0, 23)]
[(1/2, 1/78, 5/26, 827/78), (0, 1/39, 5/13, 320/39), (0, 0, 1/2, 1/2), (0, 0, 0, 13)]
[(1/2, 0, 1/4, 93/4), (0, 1/138, 39/92, 9805/276), (0, 0, 1/2, 1/2), (0, 0, 0, 46)]
[(1/2, 1/234, 5/78, 8975/234), (0, 1/117, 5/39, 4412/117), (0, 0, 1/2, 77/2), (0, 0, 0, 39)]
[(1/2, 0, 1/4, 5/4), (0, 1/6, 1/4, 19/12), (0, 0, 1/2, 1/2), (0, 0, 0, 2)]
[(1/2, 1/234, 0, 304/117), (0, 1/117, 0, 608/117), (0, 0, 1/2, 39/2), (0, 0, 0, 39)]
[(1/2, 0, 1, 3/2), (0, 1/36, 3/4, 7/18), (0, 0, 2, 0), (0, 0, 0, 3)]
[(1/2, 1/234, 29/26, 53/18), (0, 1/117, 29/13, 26/9), (0, 0, 13/2, 3/2), (0, 0, 0, 3)]
[(1/2, 1/210, 86/35, 143/21), (0, 1/105, 169/70, 47/42), (0, 0, 5/2, 11/2), (0, 0, 0, 7)]
[(1/2, 1/66, 1/11, 310/33), (0, 1/33, 2/11, 257/33), (0, 0, 1/2, 5/2), (0, 0, 0, 11)]
[(1/2, 1/234, 1/3, 811/117), (0, 1/117, 1/6, 4765/234), (0, 0, 1/2, 65/2), (0, 0, 0, 39)]
[(1/2, 0, 1/4, 45/4), (0, 1/96, 9/64, 4531/192), (0, 0, 1/2, 45/2), (0, 0, 0, 32)]
[(1/2, 0, 1, 17/2), (0, 1/108, 55/36, 433/54), (0, 0, 2, 8), (0, 0, 0, 9)]
[(1/2, 0, 0, 9/2), (0, 1/54, 13/18, 127/27), (0, 0, 1, 7), (0, 0, 0, 9)]
[(1/2, 0, 1/4, 11/4), (0, 1/114, 37/76, 6961/228), (0, 0, 1/2, 11/2), (0, 0, 0, 38)]
[(1/2, 0, 1, 3/2), (0, 1/72, 5/8, 115/36), (0, 0, 2, 3), (0, 0, 0, 6)]
