[(1/2, 1/374, 0, 1655/187), (0, 1/187, 0, 131/187), (0, 0, 1/2, 17/2), (0, 0, 0, 17)]
[(1/2, 1/418, 0, 3811/209), (0, 1/209, 0, 3651/209), (0, 0, 1/2, 19/2), (0, 0, 0, 19)]
[(1/2, 1/506, 0, 4240/253), (0, 1/253, 0, 2661/253), (0, 0, 1/2, 23/2), (0, 0, 0, 23)]
[(1/2, 1/22, 0, 5/11), (0, 1/11, 0, 10/11), (0, 0, 1/2, 1/2), (0, 0, 0, 1)]
[(1/2, 1/418, 0, 2326/209), (0, 1/209, 0, 681/209), (0, 0, 1/2, 19/2), (0, 0, 0, 19)]
[(1/2, 0, 0, 5/2), (0, 1/110, 1/2, 159/55), (0, 0, 1, 0), (0, 0, 0, 5)]
[(1/2, 0, 0, 11/2), (0, 1/242, 19/22, 93/121), (0, 0, 1, 8), (0, 0, 0, 11)]
[(1/2, 0, 0, 13/2), (0, 1/286, 5/26, 599/143), (0, 0, 1, 4), (0, 0, 0, 13)]
[(1/2, 1/242, 0, 159/121), (0, 1/121, 0, 318/121), (0, 0, 1/2, 11/2), (0, 0, 0, 11)]
[(1/2, 1/110, 0, 159/55), (0, 1/55, 0, 43/55), (0, 0, 1/2, 5/2), (0, 0, 0, 5)]
[(1/2, 0, 0, 1/2), (0, 1/22, 1/2, 5/11), (0, 0, 1, 0), (0, 0, 0, 1)]
[(1/2, 0, 5, 1/2), (0, 1/220, 3/20, 1/22), (0, 0, 10, 0), (0, 0, 0, 1)]
[(1/2, 0, 0, 5/2), (0, 1/110, 1/2, 16/55), (0, 0, 1, 0), (0, 0, 0, 5)]
[(1/2, 0, 0, 11/2), (0, 1/242, 1/2, 159/121), (0, 0, 1, 0), (0, 0, 0, 11)]
[(1/2, 1/374, 0, 368/187), (0, 1/187, 0, 736/187), (0, 0, 1/2, 17/2), (0, 0, 0, 17)]
[(1/2, 1/110, 0, 16/55), (0, 1/55, 0, 32/55), (0, 0, 1/2, 5/2), (0, 0, 0, 5)]
[(1/2, 1/638, 0, 2733/319), (0, 1/319, 0, 5466/319), (0, 0, 1/2, 29/2), (0, 0, 0, 29)]
[(1/2, 0, 0, 17/2), (0, 1/374, 1/2, 368/187), (0, 0, 1, 0), (0, 0, 0, 17)]
[(1/2, 1/418, 8/19, 2095/209), (0, 1/209, 13/38, 3155/418), (0, 0, 1/2, 25/2), (0, 0, 0, 19)]
[(1/2, 1/770, 36/35, 430/77), (0, 1/385, 72/35, 321/77), (0, 0, 5/2, 9/2), (0, 0, 0, 7)]
[(1/2, 1/154, 5/14, 439/154), (0, 1/77, 3/14, 955/154), (0, 0, 1/2, 13/2), (0, 0, 0, 7)]
[(1/2, 0, 0, 1/2), (0, 1/110, 47/10, 1/11), (0, 0, 5, 0), (0, 0, 0, 1)]
