[(1/2, 0, 0, 7/2), (0, 1/98, 1/2, 199/49), (0, 0, 1, 0), (0, 0, 0, 7)]
[(1/2, 0, 0, 9/2), (0, 1/252, 71/36, 299/63), (0, 0, 2, 7), (0, 0, 0, 9)]
[(1/2, 1/686, 0, 9460/343), (0, 1/343, 0, 2113/343), (0, 0, 1/2, 49/2), (0, 0, 0, 49)]
[(1/2, 1/70, 0, 59/35), (0, 1/35, 0, 118/35), (0, 0, 1/2, 5/2), (0, 0, 0, 5)]
[(1/2, 1/546, 1/39, 808/273), (0, 1/273, 2/39, 1616/273), (0, 0, 1/2, 71/2), (0, 0, 0, 39)]
[(1/2, 0, 0, 1/2), (0, 1/14, 1/2, 3/7), (0, 0, 1, 0), (0, 0, 0, 1)]
[(1/2, 1/350, 0, 1284/175), (0, 1/175, 0, 2568/175), (0, 0, 1/2, 25/2), (0, 0, 0, 25)]
[(1/2, 0, 0, 19/2), (0, 1/266, 1/2, 1578/133), (0, 0, 1, 0), (0, 0, 0, 19)]
[(1/2, 1/490, 0, 7059/245), (0, 1/245, 0, 5543/245), (0, 0, 1/2, 35/2), (0, 0, 0, 35)]
[(1/2, 1/546, 2/39, 6562/273), (0, 1/273, 4/39, 2477/273), (0, 0, 1/2, 31/2), (0, 0, 0, 39)]
[(1/2, 0, 0, 21/2), (0, 1/294, 17/42, 913/147), (0, 0, 1, 17), (0, 0, 0, 21)]
[(1/2, 1/238, 0, 1340/119), (0, 1/119, 0, 657/119), (0, 0, 1/2, 17/2), (0, 0, 0, 17)]
[(1/2, 1/350, 0, 591/175), (0, 1/175, 0, 1182/175), (0, 0, 1/2, 25/2), (0, 0, 0, 25)]
[(1/2, 1/658, 33/94, 12543/658), (0, 1/329, 19/94, 15545/658), (0, 0, 1/2, 29/2), (0, 0, 0, 47)]
[(1/2, 1/238, 0, 1550/119), (0, 1/119, 0, 1077/119), (0, 0, 1/2, 17/2), (0, 0, 0, 17)]
[(1/2, 0, 0, 17/2), (0, 1/238, 1/2, 1550/119), (0, 0, 1, 0), (0, 0, 0, 17)]
[(1/2, 1/266, 0, 227/133), (0, 1/133, 0, 454/133), (0, 0, 1/2, 19/2), (0, 0, 0, 19)]
[(1/2, 1/266, 0, 1578/133), (0, 1/133, 0, 629/133), (0, 0, 1/2, 19/2), (0, 0, 0, 19)]
[(1/2, 1/518, 0, 6667/259), (0, 1/259, 0, 3751/259), (0, 0, 1/2, 37/2), (0, 0, 0, 37)]
[(1/2, 1/14, 0, 3/7), (0, 1/7, 0, 6/7), (0, 0, 1/2, 1/2), (0, 0, 0, 1)]
[(1/2, 1/490, 0, 6716/245), (0, 1/245, 0, 4857/245), (0, 0, 1/2, 35/2), (0, 0, 0, 35)]
[(1/2, 0, 0, 17/2), (0, 1/238, 1/2, 1340/119), (0, 0, 1, 0), (0, 0, 0, 17)]
[(1/2, 1/658, 19/47, 1354/329), (0, 1/329, 29/94, 28775/658), (0, 0, 1/2, 23/2), (0, 0, 0, 47)]
[(1/2, 1/434, 0, 3419/217), (0, 1/217, 0, 111/217), (0, 0, 1/2, 31/2), (0, 0, 0, 31)]
[(1/2, 1/434, 0, 6191/217), (0, 1/217, 0, 5655/217), (0, 0, 1/2, 31/2), (0, 0, 0, 31)]
[(1/2, 1/98, 0, 199/49), (0, 1/49, 0, 55/49), (0, 0, 1/2, 7/2), (0, 0, 0, 7)]
[(1/2, 1/714, 7/102, 8581/714), (0, 1/357, 7/51, 8581/357), (0, 0, 1/2, 23/2), (0, 0, 0, 51)]
[(1/2, 0, 0, 5/2), (0, 1/70, 1/2, 66/35), (0, 0, 1, 0), (0, 0, 0, 5)]
