[(1/2, 1/6, 0, 1/3), (0, 1/3, 0, 2/3), (0, 0, 1/2, 1/2), (0, 0, 0, 1)]
[(1/2, 1/498, 28/83, 1024/249), (0, 1/249, 29/166, 4345/498), (0, 0, 1/2, 165/2), (0, 0, 0, 83)]
[(1/2, 1/114, 6/19, 481/57), (0, 1/57, 5/38, 1981/114), (0, 0, 1/2, 37/2), (0, 0, 0, 19)]
[(1/2, 1/54, 0, 1/27), (0, 1/27, 0, 2/27), (0, 0, 1/2, 9/2), (0, 0, 0, 9)]
[(1/2, 1/162, 1/54, 2429/162), (0, 1/81, 1/27, 242/81), (0, 0, 1/2, 1/2), (0, 0, 0, 27)]
[(1/2, 0, 1/4, 35/4), (0, 1/54, 7/36, 1915/108), (0, 0, 1/2, 35/2), (0, 0, 0, 18)]
[(1/2, 1/414, 1/138, 9935/414), (0, 1/207, 1/69, 9935/207), (0, 0, 1/2, 1/2), (0, 0, 0, 69)]
[(1/2, 1/426, 27/71, 7570/213), (0, 1/213, 37/142, 30067/426), (0, 0, 1/2, 1/2), (0, 0, 0, 71)]
[(1/2, 1/426, 0, 6265/213), (0, 1/213, 0, 12530/213), (0, 0, 1/2, 71/2), (0, 0, 0, 71)]
[(1/2, 1/102, 0, 256/51), (0, 1/51, 0, 512/51), (0, 0, 1/2, 17/2), (0, 0, 0, 17)]
[(1/2, 0, 1/4, 5/4), (0, 1/6, 1/4, 19/12), (0, 0, 1/2, 1/2), (0, 0, 0, 2)]
[(1/2, 0, 0, 27/2), (0, 1/162, 1/2, 487/81), (0, 0, 1, 0), (0, 0, 0, 27)]
[(1/2, 1/498, 28/83, 12754/249), (0, 1/249, 29/166, 9433/498), (0, 0, 1/2, 1/2), (0, 0, 0, 83)]
[(1/2, 1/138, 1/46, 413/138), (0, 1/69, 1/23, 413/69), (0, 0, 1/2, 1/2), (0, 0, 0, 23)]
[(1/2, 1/534, 23/89, 20002/267), (0, 1/267, 3/178, 32215/534), (0, 0, 1/2, 1/2), (0, 0, 0, 89)]
[(1/2, 1/102, 1/34, 443/102), (0, 1/51, 1/17, 443/51), (0, 0, 1/2, 33/2), (0, 0, 0, 17)]
[(1/2, 0, 1/4, 259/4), (0, 1/306, 5/204, 27169/612), (0, 0, 1/2, 55/2), (0, 0, 0, 102)]
[(1/2, 1/306, 0, 1189/153), (0, 1/153, 0, 2378/153), (0, 0, 1/2, 51/2), (0, 0, 0, 51)]
[(1/2, 0, 0, 37/2), (0, 1/222, 1/2, 463/111), (0, 0, 1, 0), (0, 0, 0, 37)]
[(1/2, 1/318, 0, 6991/159), (0, 1/159, 0, 5555/159), (0, 0, 1/2, 53/2), (0, 0, 0, 53)]
[(1/2, 0, 1/4, 77/4), (0, 1/114, 33/76, 6427/228), (0, 0, 1/2, 1/2), (0, 0, 0, 38)]
[(1/2, 0, 1/4, 13/4), (0, 1/18, 5/12, 7/36), (0, 0, 1/2, 1/2), (0, 0, 0, 6)]
[(1/2, 1/582, 0, 26173/291), (0, 1/291, 0, 24119/291), (0, 0, 1/2, 97/2), (0, 0, 0, 97)]
[(1/2, 1/306, 1/102, 12851/306), (0, 1/153, 1/51, 5048/153), (0, 0, 1/2, 1/2), (0, 0, 0, 51)]
[(1/2, 1/222, 0, 2275/111), (0, 1/111, 0, 443/111), (0, 0, 1/2, 37/2), (0, 0, 0, 37)]
[(1/2, 0, 1/4, 147/4), (0, 1/222, 1/148, 14653/444), (0, 0, 1/2, 147/2), (0, 0, 0, 74)]
[(1/2, 1/114, 6/19, 241/57), (0, 1/57, 5/38, 907/114), (0, 0, 1/2, 1/2), (0, 0, 0, 19)]
[(1/2, 1/342, 0, 2458/171), (0, 1/171, 0, 4916/171), (0, 0, 1/2, 57/2), (0, 0, 0, 57)]
[(1/2, 0, 1/4, 93/4), (0, 1/138, 25/92, 7243/276), (0, 0, 1/2, 1/2), (0, 0, 0, 46)]
[(1/2, 1/486, 0, 17983/243), (0, 1/243, 0, 16283/243), (0, 0, 1/2, 81/2), (0, 0, 0, 81)]
[(1/2, 0, 0, 49/2), (0, 1/294, 81/98, 3046/147), (0, 0, 1, 47), (0, 0, 0, 49)]
[(1/2, 1/138, 1/46, 1703/138), (0, 1/69, 1/23, 116/69), (0, 0, 1/2, 45/2), (0, 0, 0, 23)]
[(1/2, 0, 1/4, 67/4), (0, 1/102, 19/68, 4303/204), (0, 0, 1/2, 67/2), (0, 0, 0, 34)]
[(1/2, 1/474, 8/79, 7102/237), (0, 1/237, 16/79, 14204/237), (0, 0, 1/2, 1/2), (0, 0, 0, 79)]
[(1/2, 1/318, 5/106, 5507/318), (0, 1/159, 5/53, 5507/159), (0, 0, 1/2, 1/2), (0, 0, 0, 53)]
[(1/2, 0, 1/4, 77/4), (0, 1/300, 59/200, 29833/600), (0, 0, 1/2, 77/2), (0, 0, 0, 100)]
[(1/2, 1/18, 1/6, 53/18), (0, 1/9, 1/3, 26/9), (0, 0, 1/2, 1/2), (0, 0, 0, 3)]
[(1/2, 0, 1/4, 259/4), (0, 1/324, 77/216, 8593/648), (0, 0, 1/2, 43/2), (0, 0, 0, 108)]
[(1/2, 0, 1/4, 91/4), (0, 1/138, 25/92, 9685/276), (0, 0, 1/2, 91/2), (0, 0, 0, 46)]
[(1/2, 1/222, 0, 463/111), (0, 1/111, 0, 926/111), (0, 0, 1/2, 37/2), (0, 0, 0, 37)]
[(1/2, 1/642, 0, 28837/321), (0, 1/321, 0, 23327/321), (0, 0, 1/2, 107/2), (0, 0, 0, 107)]
[(1/2, 1/342, 13/57, 6682/171), (0, 1/171, 26/57, 3617/171), (0, 0, 1/2, 113/2), (0, 0, 0, 57)]
[(1/2, 1/534, 23/89, 19603/267), (0, 1/267, 3/178, 31153/534), (0, 0, 1/2, 177/2), (0, 0, 0, 89)]
[(1/2, 0, 1/4, 77/4), (0, 1/114, 5/76, 5239/228), (0, 0, 1/2, 1/2), (0, 0, 0, 38)]
[(1/2, 0, 1/4, 67/4), (0, 1/102, 15/68, 4843/204), (0, 0, 1/2, 67/2), (0, 0, 0, 34)]
[(1/2, 0, 1/4, 27/4), (0, 1/270, 1/20, 733/540), (0, 0, 1/2, 27/2), (0, 0, 0, 90)]
[(1/2, 1/474, 0, 16021/237), (0, 1/237, 0, 13319/237), (0, 0, 1/2, 79/2), (0, 0, 0, 79)]
[(1/2, 1/414, 47/138, 11087/414), (0, 1/207, 25/138, 22381/414), (0, 0, 1/2, 137/2), (0, 0, 0, 69)]
[(1/2, 0, 1/4, 69/4), (0, 1/186, 29/124, 11023/372), (0, 0, 1/2, 69/2), (0, 0, 0, 62)]
[(1/2, 1/534, 43/89, 8929/267), (0, 1/267, 83/178, 6613/534), (0, 0, 1/2, 109/2), (0, 0, 0, 89)]
[(1/2, 0, 0, 33/2), (0, 1/198, 23/66, 2407/99), (0, 0, 1, 14), (0, 0, 0, 33)]
[(1/2, 0, 1/4, 259/4), (0, 1/204, 39/136, 11971/408), (0, 0, 1/2, 123/2), (0, 0, 0, 68)]
[(1/2, 1/522, 26/87, 805/261), (0, 1/261, 17/174, 7657/522), (0, 0, 1/2, 157/2), (0, 0, 0, 87)]
[(1/2, 1/366, 25/122, 21221/366), (0, 1/183, 25/61, 10058/183), (0, 0, 1/2, 21/2), (0, 0, 0, 61)]
[(1/2, 0, 1/4, 77/4), (0, 1/282, 33/188, 51619/564), (0, 0, 1/2, 77/2), (0, 0, 0, 94)]
[(1/2, 0, 5/4, 15/4), (0, 1/90, 29/20, 71/36), (0, 0, 5/2, 3/2), (0, 0, 0, 6)]
[(1/2, 1/282, 21/94, 11411/282), (0, 1/141, 21/47, 4784/141), (0, 0, 1/2, 35/2), (0, 0, 0, 47)]
[(1/2, 1/210, 17/70, 3071/210), (0, 1/105, 17/35, 3071/105), (0, 0, 1/2, 33/2), (0, 0, 0, 35)]
[(1/2, 0, 1/4, 219/4), (0, 1/222, 25/148, 9061/444), (0, 0, 1/2, 71/2), (0, 0, 0, 74)]
[(1/2, 1/282, 37/94, 29/282), (0, 1/141, 27/94, 1609/282), (0, 0, 1/2, 83/2), (0, 0, 0, 47)]
[(1/2, 0, 5/4, 1/4), (0, 1/240, 113/160, 719/96), (0, 0, 5/2, 1/2), (0, 0, 0, 16)]
[(1/2, 0, 1/4, 83/4), (0, 1/186, 11/124, 17575/372), (0, 0, 1/2, 83/2), (0, 0, 0, 62)]
[(1/2, 1/438, 19/73, 9181/219), (0, 1/219, 3/146, 17671/438), (0, 0, 1/2, 87/2), (0, 0, 0, 73)]
[(1/2, 1/330, 131/110, 355/66), (0, 1/165, 131/55, 355/33), (0, 0, 5/2, 15/2), (0, 0, 0, 11)]
[(1/2, 0, 1/4, 293/4), (0, 1/246, 77/164, 18895/492), (0, 0, 1/2, 129/2), (0, 0, 0, 82)]
[(1/2, 0, 1/4, 77/4), (0, 1/162, 37/108, 6631/324), (0, 0, 1/2, 77/2), (0, 0, 0, 54)]
[(1/2, 0, 1/4, 3/4), (0, 1/216, 17/48, 11695/432), (0, 0, 1/2, 3/2), (0, 0, 0, 72)]
[(1/2, 1/150, 7/50, 1919/150), (0, 1/75, 7/25, 44/75), (0, 0, 1/2, 47/2), (0, 0, 0, 25)]
[(1/2, 1/522, 27/58, 35453/522), (0, 1/261, 25/58, 45067/522), (0, 0, 1/2, 99/2), (0, 0, 0, 87)]
[(1/2, 0, 1/4, 67/4), (0, 1/180, 41/120, 14317/360), (0, 0, 1/2, 67/2), (0, 0, 0, 60)]
[(1/2, 0, 1/4, 171/4), (0, 1/282, 61/188, 27529/564), (0, 0, 1/2, 171/2), (0, 0, 0, 94)]
[(1/2, 1/486, 4/81, 3631/243), (0, 1/243, 8/81, 7262/243), (0, 0, 1/2, 35/2), (0, 0, 0, 81)]
[(1/2, 0, 0, 33/2), (0, 1/198, 43/66, 1021/99), (0, 0, 1, 19), (0, 0, 0, 33)]
[(1/2, 0, 1, 17/2), (0, 1/252, 25/84, 2479/126), (0, 0, 2, 17), (0, 0, 0, 21)]
[(1/2, 0, 1/4, 77/4), (0, 1/240, 31/160, 16357/480), (0, 0, 1/2, 77/2), (0, 0, 0, 80)]
[(1/2, 0, 1/4, 157/4), (0, 1/132, 31/88, 8005/264), (0, 0, 1/2, 69/2), (0, 0, 0, 44)]
[(1/2, 1/258, 27/86, 1355/258), (0, 1/129, 11/86, 4129/258), (0, 0, 1/2, 75/2), (0, 0, 0, 43)]
[(1/2, 1/402, 5/134, 329/402), (0, 1/201, 5/67, 329/201), (0, 0, 1/2, 79/2), (0, 0, 0, 67)]
[(1/2, 0, 0, 13/2), (0, 1/78, 5/26, 148/39), (0, 0, 1, 6), (0, 0, 0, 13)]
[(1/2, 0, 7/4, 3/4), (0, 1/42, 65/28, 13/12), (0, 0, 7/2, 3/2), (0, 0, 0, 2)]
[(1/2, 0, 1/4, 69/4), (0, 1/282, 57/188, 23491/564), (0, 0, 1/2, 69/2), (0, 0, 0, 94)]
