[(1/2, 1/2470, 0, 41999/1235), (0, 1/1235, 0, 3723/1235), (0, 0, 1/2, 65/2), (0, 0, 0, 65)]
[(1/2, 1/2470, 0, 64476/1235), (0, 1/1235, 0, 48677/1235), (0, 0, 1/2, 65/2), (0, 0, 0, 65)]
[(1/2, 1/2774, 0, 36090/1387), (0, 1/1387, 0, 72180/1387), (0, 0, 1/2, 73/2), (0, 0, 0, 73)]
[(1/2, 0, 0, 43/2), (0, 1/1634, 1/2, 18572/817), (0, 0, 1, 0), (0, 0, 0, 43)]
[(1/2, 0, 0, 47/2), (0, 1/1786, 1/2, 26381/893), (0, 0, 1, 0), (0, 0, 0, 47)]
[(1/2, 1/1634, 0, 22106/817), (0, 1/817, 0, 9081/817), (0, 0, 1/2, 43/2), (0, 0, 0, 43)]
[(1/2, 0, 1, 5/2), (0, 1/912, 67/48, 3505/456), (0, 0, 2, 5), (0, 0, 0, 12)]
[(1/2, 0, 1, 17/2), (0, 1/836, 61/44, 1187/418), (0, 0, 2, 6), (0, 0, 0, 11)]
[(1/2, 0, 7, 1/2), (0, 1/1596, 995/84, 61/114), (0, 0, 14, 1), (0, 0, 0, 3)]
[(1/2, 0, 0, 39/2), (0, 1/1482, 37/78, 14164/741), (0, 0, 1, 28), (0, 0, 0, 39)]
[(1/2, 1/722, 0, 5614/361), (0, 1/361, 0, 4369/361), (0, 0, 1/2, 19/2), (0, 0, 0, 19)]
[(1/2, 0, 1/4, 245/4), (0, 1/1482, 61/156, 62983/2964), (0, 0, 1/2, 89/2), (0, 0, 0, 78)]
[(1/2, 1/2546, 0, 69644/1273), (0, 1/1273, 0, 53997/1273), (0, 0, 1/2, 67/2), (0, 0, 0, 67)]
[(1/2, 0, 1/4, 125/4), (0, 1/1254, 31/132, 10885/2508), (0, 0, 1/2, 125/2), (0, 0, 0, 66)]
[(1/2, 1/1558, 0, 16615/779), (0, 1/779, 0, 1291/779), (0, 0, 1/2, 41/2), (0, 0, 0, 41)]
[(1/2, 1/190, 0, 351/95), (0, 1/95, 0, 227/95), (0, 0, 1/2, 5/2), (0, 0, 0, 5)]
[(1/2, 0, 0, 5/2), (0, 1/190, 1/2, 351/95), (0, 0, 1, 0), (0, 0, 0, 5)]
[(1/2, 1/2242, 0, 18990/1121), (0, 1/1121, 0, 37980/1121), (0, 0, 1/2, 59/2), (0, 0, 0, 59)]
[(1/2, 1/1178, 0, 142/589), (0, 1/589, 0, 284/589), (0, 0, 1/2, 31/2), (0, 0, 0, 31)]
[(1/2, 1/190, 0, 199/95), (0, 1/95, 0, 398/95), (0, 0, 1/2, 5/2), (0, 0, 0, 5)]
[(1/2, 0, 0, 5/2), (0, 1/190, 1/2, 199/95), (0, 0, 1, 0), (0, 0, 0, 5)]
[(1/2, 1/874, 0, 2422/437), (0, 1/437, 0, 4844/437), (0, 0, 1/2, 23/2), (0, 0, 0, 23)]
[(1/2, 1/1786, 0, 6754/893), (0, 1/893, 0, 13508/893), (0, 0, 1/2, 47/2), (0, 0, 0, 47)]
[(1/2, 0, 1/4, 133/4), (0, 1/912, 17/96, 29923/1824), (0, 0, 1/2, 37/2), (0, 0, 0, 48)]
[(1/2, 0, 0, 13/2), (0, 1/494, 1/2, 256/247), (0, 0, 1, 0), (0, 0, 0, 13)]
[(1/2, 1/38, 0, 9/19), (0, 1/19, 0, 18/19), (0, 0, 1/2, 1/2), (0, 0, 0, 1)]
[(1/2, 1/1178, 0, 11390/589), (0, 1/589, 0, 4521/589), (0, 0, 1/2, 31/2), (0, 0, 0, 31)]
[(1/2, 0, 1/4, 155/4), (0, 1/1140, 1/24, 83921/2280), (0, 0, 1/2, 35/2), (0, 0, 0, 60)]
[(1/2, 0, 1/4, 197/4), (0, 1/1596, 71/168, 2981/3192), (0, 0, 1/2, 29/2), (0, 0, 0, 84)]
[(1/2, 0, 1/4, 139/4), (0, 1/798, 13/84, 23729/1596), (0, 0, 1/2, 55/2), (0, 0, 0, 42)]
[(1/2, 0, 1/4, 85/4), (0, 1/1558, 23/164, 223989/3116), (0, 0, 1/2, 85/2), (0, 0, 0, 82)]
[(1/2, 0, 0, 3/2), (0, 1/798, 181/42, 80/57), (0, 0, 7, 2), (0, 0, 0, 3)]
[(1/2, 1/1102, 0, 11979/551), (0, 1/551, 0, 7979/551), (0, 0, 1/2, 29/2), (0, 0, 0, 29)]
[(1/2, 0, 0, 39/2), (0, 1/1482, 19/78, 20567/741), (0, 0, 1, 23), (0, 0, 0, 39)]
[(1/2, 1/3002, 41/158, 117533/3002), (0, 1/1501, 3/158, 119489/3002), (0, 0, 1/2, 77/2), (0, 0, 0, 79)]
[(1/2, 1/1786, 0, 26381/893), (0, 1/893, 0, 10791/893), (0, 0, 1/2, 47/2), (0, 0, 0, 47)]
[(1/2, 1/1634, 0, 18572/817), (0, 1/817, 0, 2013/817), (0, 0, 1/2, 43/2), (0, 0, 0, 43)]
[(1/2, 0, 0, 23/2), (0, 1/874, 1/2, 2422/437), (0, 0, 1, 0), (0, 0, 0, 23)]
[(1/2, 1/3078, 31/81, 20909/1539), (0, 1/1539, 43/162, 155969/3078), (0, 0, 1/2, 115/2), (0, 0, 0, 81)]
[(1/2, 1/494, 0, 1434/247), (0, 1/247, 0, 2868/247), (0, 0, 1/2, 13/2), (0, 0, 0, 13)]
[(1/2, 0, 0, 13/2), (0, 1/494, 1/2, 1434/247), (0, 0, 1, 0), (0, 0, 0, 13)]
[(1/2, 1/2242, 0, 29744/1121), (0, 1/1121, 0, 59488/1121), (0, 0, 1/2, 59/2), (0, 0, 0, 59)]
[(1/2, 0, 5/4, 23/4), (0, 1/1710, 283/180, 163/684), (0, 0, 5/2, 23/2), (0, 0, 0, 18)]
[(1/2, 0, 0, 1/2), (0, 1/38, 1/2, 9/19), (0, 0, 1, 0), (0, 0, 0, 1)]
[(1/2, 0, 0, 47/2), (0, 1/1786, 1/2, 6754/893), (0, 0, 1, 0), (0, 0, 0, 47)]
[(1/2, 1/1102, 0, 636/551), (0, 1/551, 0, 1272/551), (0, 0, 1/2, 29/2), (0, 0, 0, 29)]
[(1/2, 1/874, 0, 4455/437), (0, 1/437, 0, 8910/437), (0, 0, 1/2, 23/2), (0, 0, 0, 23)]
[(1/2, 1/494, 0, 256/247), (0, 1/247, 0, 512/247), (0, 0, 1/2, 13/2), (0, 0, 0, 13)]
[(1/2, 1/950, 0, 2726/475), (0, 1/475, 0, 5452/475), (0, 0, 1/2, 25/2), (0, 0, 0, 25)]
[(1/2, 0, 0, 29/2), (0, 1/1102, 1/2, 11979/551), (0, 0, 1, 0), (0, 0, 0, 29)]
[(1/2, 0, 1/4, 59/4), (0, 1/1824, 31/192, 83731/3648), (0, 0, 1/2, 59/2), (0, 0, 0, 96)]
[(1/2, 1/3154, 25/166, 2545/3154), (0, 1/1577, 25/83, 2545/1577), (0, 0, 1/2, 75/2), (0, 0, 0, 83)]
