[(1/2, 1/782, 0, 6136/391), (0, 1/391, 0, 5625/391), (0, 0, 1/2, 17/2), (0, 0, 0, 17)]
[(1/2, 0, 0, 5/2), (0, 1/460, 21/20, 262/115), (0, 0, 2, 1), (0, 0, 0, 5)]
[(1/2, 0, 1/8, 141/8), (0, 1/322, 1/56, 34299/1288), (0, 0, 1/4, 29/4), (0, 0, 0, 28)]
[(1/2, 1/1426, 0, 386/713), (0, 1/713, 0, 772/713), (0, 0, 1/2, 31/2), (0, 0, 0, 31)]
[(1/2, 1/782, 0, 800/391), (0, 1/391, 0, 1600/391), (0, 0, 1/2, 17/2), (0, 0, 0, 17)]
[(1/2, 1/46, 0, 18/23), (0, 1/23, 0, 13/23), (0, 0, 1/2, 1/2), (0, 0, 0, 1)]
[(1/2, 0, 0, 1/2), (0, 1/46, 1/2, 18/23), (0, 0, 1, 0), (0, 0, 0, 1)]
[(1/2, 1/1058, 9/46, 10133/1058), (0, 1/529, 9/23, 10133/529), (0, 0, 1/2, 17/2), (0, 0, 0, 23)]
[(1/2, 1/966, 61/42, 633/322), (0, 1/483, 59/42, 783/322), (0, 0, 3/2, 3/2), (0, 0, 0, 7)]
[(1/2, 1/598, 1/13, 3491/299), (0, 1/299, 2/13, 3095/299), (0, 0, 1/2, 11/2), (0, 0, 0, 13)]
[(1/2, 0, 0, 11/2), (0, 1/506, 3/22, 2364/253), (0, 0, 1, 7), (0, 0, 0, 11)]
[(1/2, 0, 1/8, 13/8), (0, 1/230, 1/40, 4123/920), (0, 0, 1/4, 13/4), (0, 0, 0, 20)]
[(1/2, 0, 1/8, 147/8), (0, 1/230, 1/40, 8677/920), (0, 0, 1/4, 67/4), (0, 0, 0, 20)]
[(1/2, 0, 2, 1/2), (0, 1/184, 5/8, 9/46), (0, 0, 4, 0), (0, 0, 0, 1)]
[(1/2, 1/1426, 11/62, 17263/1426), (0, 1/713, 11/31, 17263/713), (0, 0, 1/2, 57/2), (0, 0, 0, 31)]
[(1/2, 0, 3/8, 57/8), (0, 1/276, 1/48, 1911/368), (0, 0, 3/4, 25/4), (0, 0, 0, 8)]
