[(1/2, 0, 0, 29/2), (0, 1/406, 3/58, 4679/203), (0, 0, 1, 10), (0, 0, 0, 29)]
[(1/2, 1/770, 0, 4966/385), (0, 1/385, 0, 9932/385), (0, 0, 1/2, 55/2), (0, 0, 0, 55)]
[(1/2, 1/826, 23/59, 7976/413), (0, 1/413, 33/118, 1755/826), (0, 0, 1/2, 73/2), (0, 0, 0, 59)]
[(1/2, 1/350, 0, 2859/175), (0, 1/175, 0, 1343/175), (0, 0, 1/2, 25/2), (0, 0, 0, 25)]
[(1/2, 1/658, 0, 11707/329), (0, 1/329, 0, 7951/329), (0, 0, 1/2, 47/2), (0, 0, 0, 47)]
[(1/2, 1/602, 0, 5519/301), (0, 1/301, 0, 11038/301), (0, 0, 1/2, 43/2), (0, 0, 0, 43)]
[(1/2, 1/70, 0, 59/35), (0, 1/35, 0, 118/35), (0, 0, 1/2, 5/2), (0, 0, 0, 5)]
[(1/2, 0, 0, 5/2), (0, 1/70, 1/2, 59/35), (0, 0, 1, 0), (0, 0, 0, 5)]
[(1/2, 0, 0, 11/2), (0, 1/154, 1/2, 731/77), (0, 0, 1, 0), (0, 0, 0, 11)]
[(1/2, 1/154, 0, 479/77), (0, 1/77, 0, 111/77), (0, 0, 1/2, 11/2), (0, 0, 0, 11)]
[(1/2, 1/350, 0, 3391/175), (0, 1/175, 0, 2407/175), (0, 0, 1/2, 25/2), (0, 0, 0, 25)]
[(1/2, 0, 0, 25/2), (0, 1/350, 1/2, 3391/175), (0, 0, 1, 0), (0, 0, 0, 25)]
[(1/2, 1/602, 0, 5575/301), (0, 1/301, 0, 11150/301), (0, 0, 1/2, 43/2), (0, 0, 0, 43)]
[(1/2, 1/798, 20/57, 8494/399), (0, 1/399, 23/114, 19213/798), (0, 0, 1/2, 37/2), (0, 0, 0, 57)]
[(1/2, 1/518, 0, 7535/259), (0, 1/259, 0, 5487/259), (0, 0, 1/2, 37/2), (0, 0, 0, 37)]
[(1/2, 1/798, 55/114, 2491/798), (0, 1/399, 53/114, 19745/798), (0, 0, 1/2, 77/2), (0, 0, 0, 57)]
[(1/2, 1/98, 0, 206/49), (0, 1/49, 0, 69/49), (0, 0, 1/2, 7/2), (0, 0, 0, 7)]
[(1/2, 0, 0, 7/2), (0, 1/98, 1/2, 206/49), (0, 0, 1, 0), (0, 0, 0, 7)]
[(1/2, 1/406, 0, 458/203), (0, 1/203, 0, 916/203), (0, 0, 1/2, 29/2), (0, 0, 0, 29)]
[(1/2, 0, 0, 29/2), (0, 1/406, 1/2, 4588/203), (0, 0, 1, 0), (0, 0, 0, 29)]
[(1/2, 0, 0, 11/2), (0, 1/154, 1/2, 479/77), (0, 0, 1, 0), (0, 0, 0, 11)]
[(1/2, 1/154, 0, 731/77), (0, 1/77, 0, 615/77), (0, 0, 1/2, 11/2), (0, 0, 0, 11)]
[(1/2, 0, 0, 27/2), (0, 1/378, 11/54, 1193/189), (0, 0, 1, 7), (0, 0, 0, 27)]
[(1/2, 1/770, 0, 18266/385), (0, 1/385, 0, 15357/385), (0, 0, 1/2, 55/2), (0, 0, 0, 55)]
[(1/2, 1/882, 5/126, 27131/882), (0, 1/441, 5/63, 27131/441), (0, 0, 1/2, 89/2), (0, 0, 0, 63)]
[(1/2, 0, 0, 17/2), (0, 1/476, 79/68, 887/119), (0, 0, 2, 1), (0, 0, 0, 17)]
[(1/2, 0, 0, 25/2), (0, 1/350, 1/2, 2859/175), (0, 0, 1, 0), (0, 0, 0, 25)]
[(1/2, 1/770, 0, 21059/385), (0, 1/385, 0, 20943/385), (0, 0, 1/2, 55/2), (0, 0, 0, 55)]
[(1/2, 1/686, 0, 13926/343), (0, 1/343, 0, 11045/343), (0, 0, 1/2, 49/2), (0, 0, 0, 49)]
[(1/2, 1/490, 0, 7066/245), (0, 1/245, 0, 5557/245), (0, 0, 1/2, 35/2), (0, 0, 0, 35)]
[(1/2, 0, 0, 25/2), (0, 1/350, 3/50, 2922/175), (0, 0, 1, 13), (0, 0, 0, 25)]
[(1/2, 0, 0, 15/2), (0, 1/420, 23/60, 1216/105), (0, 0, 2, 11), (0, 0, 0, 15)]
[(1/2, 1/70, 0, 66/35), (0, 1/35, 0, 132/35), (0, 0, 1/2, 5/2), (0, 0, 0, 5)]
[(1/2, 1/826, 0, 14794/413), (0, 1/413, 0, 5221/413), (0, 0, 1/2, 59/2), (0, 0, 0, 59)]
[(1/2, 1/518, 0, 8893/259), (0, 1/259, 0, 8203/259), (0, 0, 1/2, 37/2), (0, 0, 0, 37)]
[(1/2, 1/854, 0, 2754/427), (0, 1/427, 0, 5508/427), (0, 0, 1/2, 61/2), (0, 0, 0, 61)]
[(1/2, 1/14, 0, 3/7), (0, 1/7, 0, 6/7), (0, 0, 1/2, 1/2), (0, 0, 0, 1)]
[(1/2, 1/742, 0, 2831/371), (0, 1/371, 0, 5662/371), (0, 0, 1/2, 53/2), (0, 0, 0, 53)]
[(1/2, 1/406, 0, 4588/203), (0, 1/203, 0, 3289/203), (0, 0, 1/2, 29/2), (0, 0, 0, 29)]
[(1/2, 0, 0, 15/2), (0, 1/420, 17/60, 131/105), (0, 0, 2, 4), (0, 0, 0, 15)]
[(1/2, 0, 0, 1/2), (0, 1/14, 1/2, 3/7), (0, 0, 1, 0), (0, 0, 0, 1)]
[(1/2, 1/490, 0, 7409/245), (0, 1/245, 0, 6243/245), (0, 0, 1/2, 35/2), (0, 0, 0, 35)]
[(1/2, 0, 0, 5/2), (0, 1/70, 1/2, 66/35), (0, 0, 1, 0), (0, 0, 0, 5)]
[(1/2, 1/658, 0, 14801/329), (0, 1/329, 0, 14139/329), (0, 0, 1/2, 47/2), (0, 0, 0, 47)]
[(1/2, 1/406, 5/29, 3559/203), (0, 1/203, 10/29, 1231/203), (0, 0, 1/2, 55/2), (0, 0, 0, 29)]
[(1/2, 1/714, 22/51, 14311/357), (0, 1/357, 37/102, 4051/714), (0, 0, 1/2, 47/2), (0, 0, 0, 51)]
