[(1/2, 1/6, 0, 1/3), (0, 1/3, 0, 2/3), (0, 0, 1/2, 1/2), (0, 0, 0, 1)]
[(1/2, 0, 1/4, 51/4), (0, 1/78, 9/52, 3181/156), (0, 0, 1/2, 51/2), (0, 0, 0, 26)]
[(1/2, 1/162, 10/27, 1765/81), (0, 1/81, 13/54, 2767/162), (0, 0, 1/2, 53/2), (0, 0, 0, 27)]
[(1/2, 0, 0, 19/2), (0, 1/114, 23/38, 193/57), (0, 0, 1, 12), (0, 0, 0, 19)]
[(1/2, 1/18, 0, 7/9), (0, 1/9, 0, 14/9), (0, 0, 1/2, 3/2), (0, 0, 0, 3)]
[(1/2, 1/222, 0, 2908/111), (0, 1/111, 0, 1709/111), (0, 0, 1/2, 37/2), (0, 0, 0, 37)]
[(1/2, 1/186, 0, 2344/93), (0, 1/93, 0, 1805/93), (0, 0, 1/2, 31/2), (0, 0, 0, 31)]
[(1/2, 1/126, 5/21, 730/63), (0, 1/63, 10/21, 137/63), (0, 0, 1/2, 1/2), (0, 0, 0, 21)]
[(1/2, 1/222, 11/37, 307/111), (0, 1/111, 7/74, 1339/222), (0, 0, 1/2, 73/2), (0, 0, 0, 37)]
[(1/2, 1/174, 11/58, 4397/174), (0, 1/87, 11/29, 1874/87), (0, 0, 1/2, 1/2), (0, 0, 0, 29)]
[(1/2, 1/42, 0, 88/21), (0, 1/21, 0, 29/21), (0, 0, 1/2, 7/2), (0, 0, 0, 7)]
[(1/2, 1/54, 0, 196/27), (0, 1/27, 0, 149/27), (0, 0, 1/2, 9/2), (0, 0, 0, 9)]
[(1/2, 1/126, 0, 88/63), (0, 1/63, 0, 176/63), (0, 0, 1/2, 21/2), (0, 0, 0, 21)]
[(1/2, 0, 1/4, 5/4), (0, 1/6, 1/4, 19/12), (0, 0, 1/2, 1/2), (0, 0, 0, 2)]
[(1/2, 0, 1/4, 85/4), (0, 1/126, 41/84, 8275/252), (0, 0, 1/2, 1/2), (0, 0, 0, 42)]
[(1/2, 0, 1/4, 13/4), (0, 1/114, 35/76, 2137/228), (0, 0, 1/2, 13/2), (0, 0, 0, 38)]
[(1/2, 1/234, 37/78, 5267/234), (0, 1/117, 35/78, 1291/234), (0, 0, 1/2, 1/2), (0, 0, 0, 39)]
[(1/2, 1/174, 9/29, 2050/87), (0, 1/87, 7/58, 3067/174), (0, 0, 1/2, 1/2), (0, 0, 0, 29)]
[(1/2, 1/78, 1/13, 298/39), (0, 1/39, 2/13, 89/39), (0, 0, 1/2, 1/2), (0, 0, 0, 13)]
[(1/2, 1/78, 1/13, 40/39), (0, 1/39, 2/13, 80/39), (0, 0, 1/2, 25/2), (0, 0, 0, 13)]
[(1/2, 0, 0, 7/2), (0, 1/42, 1/2, 10/21), (0, 0, 1, 0), (0, 0, 0, 7)]
[(1/2, 0, 0, 13/2), (0, 1/78, 1/2, 232/39), (0, 0, 1, 0), (0, 0, 0, 13)]
[(1/2, 0, 0, 3/2), (0, 1/18, 1/2, 7/9), (0, 0, 1, 0), (0, 0, 0, 3)]
[(1/2, 0, 1/4, 35/4), (0, 1/54, 13/36, 337/108), (0, 0, 1/2, 35/2), (0, 0, 0, 18)]
[(1/2, 0, 1/4, 27/4), (0, 1/42, 13/28, 433/84), (0, 0, 1/2, 27/2), (0, 0, 0, 14)]
[(1/2, 1/186, 0, 2461/93), (0, 1/93, 0, 2039/93), (0, 0, 1/2, 31/2), (0, 0, 0, 31)]
[(1/2, 1/42, 3/14, 263/42), (0, 1/21, 3/7, 116/21), (0, 0, 1/2, 1/2), (0, 0, 0, 7)]
[(1/2, 0, 5/4, 31/4), (0, 1/120, 153/80, 185/48), (0, 0, 5/2, 15/2), (0, 0, 0, 8)]
[(1/2, 1/186, 13/62, 2315/186), (0, 1/93, 13/31, 2315/93), (0, 0, 1/2, 23/2), (0, 0, 0, 31)]
[(1/2, 1/150, 1/25, 838/75), (0, 1/75, 2/25, 1676/75), (0, 0, 1/2, 23/2), (0, 0, 0, 25)]
[(1/2, 0, 1/4, 19/4), (0, 1/72, 17/48, 1237/144), (0, 0, 1/2, 19/2), (0, 0, 0, 24)]
[(1/2, 0, 1/4, 19/4), (0, 1/66, 3/44, 2047/132), (0, 0, 1/2, 19/2), (0, 0, 0, 22)]
[(1/2, 0, 1/4, 131/4), (0, 1/108, 25/72, 5917/216), (0, 0, 1/2, 59/2), (0, 0, 0, 36)]
[(1/2, 0, 1, 5/2), (0, 1/96, 63/32, 157/48), (0, 0, 2, 5), (0, 0, 0, 8)]
[(1/2, 0, 0, 3/2), (0, 1/90, 139/30, 20/9), (0, 0, 5, 2), (0, 0, 0, 3)]
[(1/2, 0, 1, 1/2), (0, 1/60, 7/20, 73/30), (0, 0, 2, 1), (0, 0, 0, 5)]
[(1/2, 1/174, 2/29, 1726/87), (0, 1/87, 4/29, 929/87), (0, 0, 1/2, 25/2), (0, 0, 0, 29)]
