[(1/2, 1/6, 0, 1/3), (0, 1/3, 0, 2/3), (0, 0, 1/2, 1/2), (0, 0, 0, 1)]
[(1/2, 1/306, 19/51, 2110/153), (0, 1/153, 25/102, 8593/306), (0, 0, 1/2, 101/2), (0, 0, 0, 51)]
[(1/2, 0, 1/4, 123/4), (0, 1/258, 55/172, 23179/516), (0, 0, 1/2, 123/2), (0, 0, 0, 86)]
[(1/2, 1/138, 17/46, 1685/138), (0, 1/69, 11/46, 127/138), (0, 0, 1/2, 1/2), (0, 0, 0, 23)]
[(1/2, 0, 7/4, 11/4), (0, 1/252, 85/168, 145/72), (0, 0, 7/2, 11/2), (0, 0, 0, 12)]
[(1/2, 1/474, 0, 18292/237), (0, 1/237, 0, 17861/237), (0, 0, 1/2, 79/2), (0, 0, 0, 79)]
[(1/2, 1/438, 19/73, 2647/219), (0, 1/219, 3/146, 10807/438), (0, 0, 1/2, 145/2), (0, 0, 0, 73)]
[(1/2, 1/258, 17/43, 112/129), (0, 1/129, 25/86, 319/258), (0, 0, 1/2, 1/2), (0, 0, 0, 43)]
[(1/2, 0, 1/4, 69/4), (0, 1/282, 23/188, 41485/564), (0, 0, 1/2, 69/2), (0, 0, 0, 94)]
[(1/2, 1/138, 0, 673/69), (0, 1/69, 0, 1346/69), (0, 0, 1/2, 23/2), (0, 0, 0, 23)]
[(1/2, 1/258, 0, 955/129), (0, 1/129, 0, 1910/129), (0, 0, 1/2, 43/2), (0, 0, 0, 43)]
[(1/2, 0, 0, 17/2), (0, 1/102, 1/2, 361/51), (0, 0, 1, 0), (0, 0, 0, 17)]
[(1/2, 1/402, 0, 1225/201), (0, 1/201, 0, 2450/201), (0, 0, 1/2, 67/2), (0, 0, 0, 67)]
[(1/2, 1/306, 2/51, 7087/153), (0, 1/153, 4/51, 6371/153), (0, 0, 1/2, 1/2), (0, 0, 0, 51)]
[(1/2, 1/438, 19/73, 8011/219), (0, 1/219, 3/146, 31825/438), (0, 0, 1/2, 1/2), (0, 0, 0, 73)]
[(1/2, 1/414, 17/138, 9953/414), (0, 1/207, 17/69, 9953/207), (0, 0, 1/2, 137/2), (0, 0, 0, 69)]
[(1/2, 1/486, 17/162, 23669/486), (0, 1/243, 17/81, 3986/243), (0, 0, 1/2, 161/2), (0, 0, 0, 81)]
[(1/2, 1/402, 24/67, 11500/201), (0, 1/201, 29/134, 18865/402), (0, 0, 1/2, 1/2), (0, 0, 0, 67)]
[(1/2, 1/354, 24/59, 4921/177), (0, 1/177, 37/118, 19861/354), (0, 0, 1/2, 117/2), (0, 0, 0, 59)]
[(1/2, 1/102, 2/17, 427/51), (0, 1/51, 4/17, 854/51), (0, 0, 1/2, 33/2), (0, 0, 0, 17)]
[(1/2, 1/318, 24/53, 7873/159), (0, 1/159, 43/106, 14479/318), (0, 0, 1/2, 1/2), (0, 0, 0, 53)]
[(1/2, 1/162, 0, 631/81), (0, 1/81, 0, 1262/81), (0, 0, 1/2, 27/2), (0, 0, 0, 27)]
[(1/2, 1/18, 1/3, 4/9), (0, 1/9, 1/6, 25/18), (0, 0, 1/2, 5/2), (0, 0, 0, 3)]
[(1/2, 0, 1/4, 93/4), (0, 1/138, 11/92, 9649/276), (0, 0, 1/2, 1/2), (0, 0, 0, 46)]
[(1/2, 1/102, 13/34, 251/102), (0, 1/51, 9/34, 553/102), (0, 0, 1/2, 33/2), (0, 0, 0, 17)]
[(1/2, 0, 1/4, 5/4), (0, 1/6, 1/4, 19/12), (0, 0, 1/2, 1/2), (0, 0, 0, 2)]
[(1/2, 0, 0, 43/2), (0, 1/258, 1/2, 2743/129), (0, 0, 1, 0), (0, 0, 0, 43)]
[(1/2, 0, 1/4, 67/4), (0, 1/102, 25/68, 5125/204), (0, 0, 1/2, 67/2), (0, 0, 0, 34)]
[(1/2, 0, 0, 3/2), (0, 1/18, 1/2, 10/9), (0, 0, 1, 0), (0, 0, 0, 3)]
[(1/2, 1/318, 0, 5305/159), (0, 1/159, 0, 2183/159), (0, 0, 1/2, 53/2), (0, 0, 0, 53)]
[(1/2, 0, 1/4, 35/4), (0, 1/54, 7/36, 763/108), (0, 0, 1/2, 35/2), (0, 0, 0, 18)]
