[(1/2, 1/6, 0, 1/3), (0, 1/3, 0, 2/3), (0, 0, 1/2, 1/2), (0, 0, 0, 1)]
[(1/2, 1/66, 4/11, 268/33), (0, 1/33, 5/22, 379/66), (0, 0, 1/2, 21/2), (0, 0, 0, 11)]
[(1/2, 1/330, 4/55, 4624/165), (0, 1/165, 8/55, 173/165), (0, 0, 1/2, 109/2), (0, 0, 0, 55)]
[(1/2, 0, 1/4, 77/4), (0, 1/114, 13/76, 7663/228), (0, 0, 1/2, 1/2), (0, 0, 0, 38)]
[(1/2, 1/330, 0, 382/165), (0, 1/165, 0, 764/165), (0, 0, 1/2, 55/2), (0, 0, 0, 55)]
[(1/2, 0, 1/4, 37/4), (0, 1/198, 23/132, 20677/396), (0, 0, 1/2, 37/2), (0, 0, 0, 66)]
[(1/2, 0, 1/4, 45/4), (0, 1/216, 7/16, 22501/432), (0, 0, 1/2, 45/2), (0, 0, 0, 72)]
[(1/2, 0, 1/4, 19/4), (0, 1/30, 9/20, 229/60), (0, 0, 1/2, 19/2), (0, 0, 0, 10)]
[(1/2, 1/246, 0, 613/123), (0, 1/123, 0, 1226/123), (0, 0, 1/2, 41/2), (0, 0, 0, 41)]
[(1/2, 1/270, 7/90, 4493/270), (0, 1/135, 7/45, 4493/135), (0, 0, 1/2, 1/2), (0, 0, 0, 45)]
[(1/2, 0, 1/4, 109/4), (0, 1/162, 5/108, 7015/324), (0, 0, 1/2, 1/2), (0, 0, 0, 54)]
[(1/2, 1/114, 0, 130/57), (0, 1/57, 0, 260/57), (0, 0, 1/2, 19/2), (0, 0, 0, 19)]
[(1/2, 0, 1/4, 75/4), (0, 1/114, 13/76, 3889/228), (0, 0, 1/2, 75/2), (0, 0, 0, 38)]
[(1/2, 1/138, 7/23, 1042/69), (0, 1/69, 5/46, 1063/138), (0, 0, 1/2, 45/2), (0, 0, 0, 23)]
[(1/2, 0, 1, 35/2), (0, 1/216, 73/72, 1117/108), (0, 0, 2, 17), (0, 0, 0, 18)]
[(1/2, 1/354, 9/118, 20423/354), (0, 1/177, 9/59, 9980/177), (0, 0, 1/2, 117/2), (0, 0, 0, 59)]
[(1/2, 0, 1/4, 61/4), (0, 1/210, 19/140, 17401/420), (0, 0, 1/2, 61/2), (0, 0, 0, 70)]
[(1/2, 0, 1/4, 5/4), (0, 1/6, 1/4, 19/12), (0, 0, 1/2, 1/2), (0, 0, 0, 2)]
[(1/2, 1/30, 0, 7/15), (0, 1/15, 0, 14/15), (0, 0, 1/2, 5/2), (0, 0, 0, 5)]
[(1/2, 1/354, 25/59, 7105/177), (0, 1/177, 41/118, 7711/354), (0, 0, 1/2, 117/2), (0, 0, 0, 59)]
[(1/2, 1/222, 33/74, 4325/222), (0, 1/111, 29/74, 547/222), (0, 0, 1/2, 73/2), (0, 0, 0, 37)]
[(1/2, 1/18, 1/6, 47/18), (0, 1/9, 1/3, 20/9), (0, 0, 1/2, 1/2), (0, 0, 0, 3)]
[(1/2, 0, 1/4, 11/4), (0, 1/18, 1/12, 85/36), (0, 0, 1/2, 11/2), (0, 0, 0, 6)]
[(1/2, 1/330, 0, 8368/165), (0, 1/165, 0, 7661/165), (0, 0, 1/2, 55/2), (0, 0, 0, 55)]
[(1/2, 1/90, 0, 232/45), (0, 1/45, 0, 464/45), (0, 0, 1/2, 15/2), (0, 0, 0, 15)]
[(1/2, 0, 1/4, 91/4), (0, 1/138, 5/92, 10585/276), (0, 0, 1/2, 91/2), (0, 0, 0, 46)]
[(1/2, 0, 1/4, 45/4), (0, 1/204, 21/136, 199/408), (0, 0, 1/2, 45/2), (0, 0, 0, 68)]
[(1/2, 1/282, 15/94, 12047/282), (0, 1/141, 15/47, 5420/141), (0, 0, 1/2, 93/2), (0, 0, 0, 47)]
[(1/2, 1/330, 26/55, 6736/165), (0, 1/165, 49/110, 8959/330), (0, 0, 1/2, 109/2), (0, 0, 0, 55)]
[(1/2, 1/90, 13/30, 1217/90), (0, 1/45, 11/30, 1039/90), (0, 0, 1/2, 1/2), (0, 0, 0, 15)]
[(1/2, 1/246, 0, 2749/123), (0, 1/123, 0, 455/123), (0, 0, 1/2, 41/2), (0, 0, 0, 41)]
[(1/2, 0, 0, 9/2), (0, 1/54, 1/2, 97/27), (0, 0, 1, 0), (0, 0, 0, 9)]
[(1/2, 0, 1/4, 93/4), (0, 1/138, 5/92, 6343/276), (0, 0, 1/2, 1/2), (0, 0, 0, 46)]
[(1/2, 1/414, 0, 8197/207), (0, 1/207, 0, 2111/207), (0, 0, 1/2, 69/2), (0, 0, 0, 69)]
